                                                    ,KOL_ID,Username,Followers,Country,Social media URL,Restaurant name,Restaurant ID,Cuisine Type,Package Type,Package price,Package Name,Alergies,Comments,Fee per content,Hotel required,Validation 1,Sales in charge,Target Date,Target time,No people,Sales Check,Line_thread_id,Booking ID,Target post date,Post details,Notes,index
,HH-LOBAT,bangkok.mustvisit,"100,883",,Instagram.com/bangkok.mustvisit,Topgolf Megacity,3828,"American, International, Thai",Xperience,1150,PLAY.FOOD.FUN A,One person is Vegan,,"6,000",,,bond@hungryhub.com,15/09/2025,5:30:00 pm,3,Booked,578368252490285238,7937468,,Posted,Sirada,
,HH-LOTHZ,thesiutwinz,"23,792",Bangkok,Instagram.com/thesiutwinz,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,"Additional social media : 
Instagram : https://www.instagram.com/Twinzinbangkok","7,000",,,surasit@hungryhub.com,15/09/2025,7:30:00 pm,4,Booked,578375070615863647,7952345,,Posted,Guillaume,
,HH-LOONW,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),,,"7,000",,Approved,earth@hungryhub.com,15/09/2025,6:30:00 pm,3,Booked,578216591591473891,	7936902,,Posted,Sirada,
,HH-LODI_,discoverwithemma_,"39,151",,Instagram.com/discoverwithemma_,Mimosa Mediterranean Restaurant,4138,"Mediterranean, Italian, French, Spanish",Party Pack,2590,Sharing Set for 2 People,Sharing Set for 2 People,,"10,000",,,sirirat@hungryhub.com,16/09/2025,6:00:00 pm,2,Booked,577536448874938913,7930303,,,Sirada,
,HH-LOKIL,kimncal,"2,914",,https://www.tiktok.com/@kimncal,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,Cross post to :https://www.instagram.com/kimncal ,"3,500",,,surasit@hungryhub.com,16/09/2025,7:30:00 pm,2,Booked,577970775663837793,7930391,,Posted,Sirada,
,HH-LOBAT,bangkok.mustvisit,"100,883",,Instagram.com/bangkok.mustvisit,Siam Yacht Club Royal Orchid Sheraton Riverside,3862,"International, Italian, Japanese, Thai",Party Pack,1592,Sharing Set for 2 People (Dinner),One person is Vegan,,"6,000",,,ravi@hungryhub.com,16/09/2025,6:00:00 pm,2,Booked,578224797041819667,7938227,,Posted,Sirada,
,HH-LODI_,discoverwithemma_,"39,151",,Instagram.com/discoverwithemma_,Topgolf Megacity,3828,"American, International, Thai",Xperience,1150,PLAY.FOOD.FUN A,vegetarian,,"10,000",,,bond@hungryhub.com,16/09/2025,1:00:00 pm,2,Booked,577536445300867599,7938413,,,Sirada,
,HH-LODI_,discoverwithemma_,"39,151",,Instagram.com/discoverwithemma_,Siam Yacht Club Royal Orchid Sheraton Riverside,3862,"International, Italian, Japanese, Thai",Party Pack,1592,Sharing Set for 2 People,vegetarian,,"10,000",,,ravi@hungryhub.com,17/09/2025,6:00:00 pm,2,Booked,577536451877535800,7960548,,,Sirada,
,HH-LOONW,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,Bangkok Balcony (Indoor Zone) 81st floor at Baiyoke Sky Hotel,2554,"International, Chinese, Japanese, Fusion, Thai, European",All You Can Eat,1350,(Everyday) Premium Buffet (Indoor Zone) - Dinner,,,"7,000",,Approved,sirirat@hungryhub.com,19/09/2025,5:00:00 pm,3,Booked,578216594544263358,7934484,,Posted,Sirada,
,HH-LOMAY,made_by_britney,"3,076",,Tiktok.com/@made_by_britney,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,1 of them allergic to Seafood,,0,,,surasit@hungryhub.com,20/09/2025,7:30:00 pm,4,Booked,576953576597749780,7901548,,,Sirada,
,HH-LOTHZ,thesiutwinz,"23,792",Bangkok,Instagram.com/thesiutwinz,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Sat-Sun),,"August Camapaign:
Additional social media : 
Instagram : https://www.instagram.com/Twinzinbangkok","7,500",,,earth@hungryhub.com,21/09/2025,7:30:00 pm,4,Booked,579130477416808806,7960609,,Posted,Sirada,HH-LOTHZUMO41
,HH-LOTHZ,thesiutwinz,"23,792",Bangkok,Instagram.com/thesiutwinz,Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),5555,Steakhouse,Party Pack,4790,Sharing Set for 2 People,,"August Camapaign:
Additional social media : 
Instagram : https://www.instagram.com/Twinzinbangkok","7,500",,,ravi@hungryhub.com,23/09/2025,7:30:00 pm,2,Booked,579240919312892041,7965288,,Posted,Sirada,HH-LOTHZENE10
,HH-TCLXXXLX,clark_bkk,"16,594",Bangkok,https://www.instagram.com/clark_bkk/,Neta Grill Seacon Square Srinagarindra,915,Japanese,All You Can Eat,899,NEW: Neta Grill Gold Buffet,nut allergy/ แพ้ถั่ว,,"5,000",,,earth@hungryhub.com,24/09/2025,7:30:00 pm,2,Booked,579561999945171653,7969895,,Posted,Sirada,HH-LOBRKJNR49
,HH-LOONW,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,Saneh Jaan,4749,Thai,Party Pack,5590,Sharing Set for 3 People,,,"7,000",,Approved,sirirat@hungryhub.com,25/09/2025,1:00:00 pm,3,Booked,578216597043281994,7934321,,Posted,Sirada,
,HH-LOPRA_OE,priyamsharma_,"81,586",,Instagram.com/priyamsharma_,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,none,,"5,000",,,surasit@hungryhub.com,25/09/2025,7:30:00 pm,4,Booked,579963030469607794,7978365,,Posted,Sirada,HH-LOPRA_OEMIL76
,HH-KLICK4,jenny 在泰國,N/A,China,https://www.xiaohongshu.com/user/profile/5748fc2a82ec3916bcfe1b26?xsec_token=YBxL64ddJ4hgEuQ5Q0bLUrSq55rwlP1Z3peAcJkis690I%3D&xsec_source=app_share&xhsshare=CopyLink&shareRedId=Nz02OElINko-OUpFPEExPEhGT0w1Rzg_&apptime=1758706263&share_id=bea9fb7cdb1f484ca5f5a84589a77cd6&share_channel=copy_link,Napha Emsphere,4621,Thai,Party Pack,1050,Easy Set for 2 People (Lunch),N/A,KOC Campaign for China,0,FALSE,,dew@hungryhub.com,26/09/2025,12:00:00 pm,2,Booked,580407766179644074,7990165,,,Sirada,HH-KLICK4TDO32
,HH-KLICK7,candy若若在泰兰德,N/A,China,https://www.xiaohongshu.com/user/profile/598e7e6a5e87e75309b899e8?xsec_token=ABMvrFHA_E0cAJv6gPQ8AORzxULeaVZKUnyTlvVKX_uk0%3D&xsec_source=pc_search /https://xhslink.com/m/ARxJ1CYG1qT,Napha Emsphere,4621,Thai,Party Pack,3050,Premium Set for 4 People,N/A,"KOC Campaign for China
5 people,  post under 2 accounts instead
Here is the other account: https://xhslink.com/m/ARxJ1CYG1qT",0,,,dew@hungryhub.com,26/09/2025,12:30:00 pm,4adults 1 Kid,Booked,580418169731547446,7990436,,,Sirada,HH-KLICK7OFV17
,HH-LOPRA_OE,priyamsharma_,"81,586",,Instagram.com/priyamsharma_,NAMA Japanese and Seafood Buffet (Hungry Hub),,Japanese,All You Can Eat,1650,Premium Box 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),none,,"5,000",,,earth@hungryhub.com,27/09/2025,1:00:00 pm,4,Booked,579963033070076433,7982557,,Posted,Sirada,HH-LOPRA_OEPHF16
,HH-TSPEBYRY,outof_spacebaby1,"764,843",,Instagram.com/outof_spacebaby1,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,none,,"33,000",,,surasit@hungryhub.com,27/09/2025,12:00:00 pm,2,Booked,580111056669245530,7982961,,posted,Sirada,HH-TSPEBYRYJOQ44
,HH-KLICK5,MM豆,N/A,China,https://www.xiaohongshu.com/user/profile/5dea4b330000000001000147,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,N/A,KOC Campaign for China,0,FALSE,,ravi@hungryhub.com,27/09/2025,6:30:00 pm,2,Booked,580402615339450759,7993772,,Posted,Sirada,HH-KLICK4TDO32
,HH-KLICK6,艾琳Elyn🎀,N/A,China,https://www.xiaohongshu.com/user/profile/60696c3b000000000100ac7c,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,N/A,KOC Campaign for China,0,FALSE,,ravi@hungryhub.com,27/09/2025,12:30:00 pm,2,Booked,580402615339450759,7993793,,Posted,Sirada,HH-KLICK4TDO32
,HH-KLICK8,Evonne在泰兰德,N/A,China,https://www.xiaohongshu.com/user/profile/55dedd2df5a2630ed2526af9?xsec_token=YB5zKLh2c9uQWjgQO5KYqNnX35QiIEumSanK27aY2zM0E=&xsec_source=app_share&xhsshare=CopyLink&appuid=64c380c3000000000b00a370&apptime=1740370369&share_id=80d8b33c2a084280a0ed290af19e3137,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,N/A,KOC Campaign for China,0,FALSE,,ravi@hungryhub.com,27/09/2025,2:00:00 pm,2 Adults 1 Kid,Booked,580532626683854881,7993802,,Posted,Sirada,HH-KLICK8XHX19
,HH-LOKUN,kuubenson,"35,936",,Instagram.com/kuubenson,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,,"6,667",,,surasit@hungryhub.com,28/09/2025,12:30:00 pm,4,Booked,580534559620202829,,,,Sirada,HH-LOKUNJSL22
,HH-KLICK3,echo曼谷生活记,N/A,China,https://www.douyin.com/user/MS4wLjABAAAAg1EU3lrIMgwXt0tv_OWWrDUB100b8ku6HosRYzrc9IO1KyyTQkcjdm4xkg7vcCWQ?from_tab_name=main&vid=7462694211570240802,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1750,Omakase 15-Course for 1 Person,N/A,KOC Campaign for China,0,FALSE,,bond@hungryhub.com,29/09/2025,7:00:00 pm,2,Asked Bond,580402578480431688,waiting for launching in Dianping,,,Sirada,HH-KLICK3ISM32
,HH-LOGII,gianaarmellini,"4,562",Bangkok,Instagram.com/gianaarmellini,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,International,Party Pack,2790,Romantic Set for 2 People (Booking 3 days in Advance),None,,"1,500",,,bond@hungryhub.com,30/09/2025,8:00:00 pm,2,Booked,580560156635430950,8005971,,Posted,Sirada,HH-LOGIIQKS14
,HH-LOONW,onelifetravelwow,"56,546",Bangkok,https://www.instagram.com/onelifetravelwow/,Gentle Butcher by Bangkok Butcher,4889,"Steakhouse, Fusion, American, Mexican",All You Can Eat,1690,Premium Dry Aged Gentle Butcher Buffet Steak,,,"7,000",,Approved,earth@hungryhub.com,30/09/2025,7:00:00 pm,3,Booked,578216599358800254,7938512,,Posted,Sirada,
,HH-LOWIA,withlaya,"51,267",Bangkok,Instagram.com/withlaya,Saffron Cruise by Banyan Tree,,Thai,Party Pack,2850,NEW : Set Menu w/ Free flow Mocktails Per Person,no beef and duck,,"9,000",,,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",30/09/2025,6:45:00 pm,2,Booked,579109410668806616,7968695,,Posted,Sirada,
,HH-KLICK1,小妖在泰国,N/A,China,https://www.xiaohongshu.com/user/profile/572dddca82ec3965db73344d?xsec_token=ABnSUkix-B_rdG5suaXuvT8Hnp8aOxG-byIvjx_Dyz1uM%3D&xsec_source=pc_search,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1750,Omakase 15-Course for 1 Person,N/A,KOC Campaign for China,0,FALSE,,bond@hungryhub.com,30/09/2025,6:00:00 pm,2,Asked Bond,580402573598261423,waiting for launching in Dianping,,,Sirada,HH-KLICK1UWE35
,HH-KLICK11,泰兰德白雪老师,N/A,China,https://www.xiaohongshu.com/user/profile/65c0aadf000000000e0266c1?xsec_token=ABu6Q8ob-Slja6Aly1nfBzsyjJHfb7u4wNRbkxNJ3-tI8%3D&xsec_source=pc_search,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1750,Omakase 15-Course for 1 Person,N/A,KOC Campaign for China,0,,,bond@hungryhub.com,30/09/2025,7:30:00 pm,2,Booked,580984410418446512, 8043731,,Posted,Sirada,HH-KLICK7OCD73
,HH-LOTRA,trending.in.asia,"10,611",,Instagram.com/trending.in.asia,Topgolf Megacity,3828,"American, International, Thai",Xperience,1150,PLAY.FOOD.FUN A,,,"4,000",,,bond@hungryhub.com,01/10/2025,6:30:00 pm,6,Booked,580991751590773387,8009330,,,Guillaume,HH-LOTRAFJX68
,HH-LOWIA,withlaya,"51,267",Bangkok,Instagram.com/withlaya,Hotaru 119 Omakase & Izakaya - Sanampao,,Japanese,Party Pack,1176,Omakase 14-Course for 1 Person,no beef and duck,,"9,000",,,bond@hungryhub.com,01/10/2025,3:30:00 pm,2,Booked,579109407565283572,7957394,,Posted,Sirada,
,HH-LOWIA,withlaya,"51,267",Bangkok,Instagram.com/withlaya,Vertigo TOO Banyan Tree,712,"Fusion, International",Party Pack,2398,Romantic Set with Mocktails For 2 People (Book 2 Days in Advance),no beef and duck,,"9,000",,,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",02/10/2025,6:00:00 pm,2,Booked,579109410668806616,7968740,,Posted,Sirada,
,HH-LOPAL,patrycja_sordyl,"8,045",,Instagram.com/patrycja_sordyl,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,No Shrimp,,"6,500",,,ravi@hungryhub.com,02/10/2025,6:00:00 pm,2,Booked,580399277193560293,7992491,,Posted,Sirada,HH-LOPALITM96
,HH-LOPAL,patrycja_sordyl,"8,045",,Instagram.com/patrycja_sordyl,Saffron Cruise by Banyan Tree,1181,Chinese,Party Pack,2850,NEW : Set Menu w/ Free flow Mocktails Per Person,No Shrimp,,"6,500",,,"ravi@hungryhub.com, naravadee.sw@banyantree.com,",03/10/2025,6:45:00 pm,2,Booked,1997f3b5b359f8b3,8005067,,,Sirada,HH-LOPALVDE85
,HH-KLICK10,迪迪在曼谷,N/A,China,https://www.xiaohongshu.com/user/profile/56e0a28caed7584567338168,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2590,Romantic Set for 2 ,N/A,KOC Campaign for China,0,FALSE,,ravi@hungryhub.com,03/10/2025,11:30:00 am,2,Booked,580573625334366484,8005111,,Posted,Sirada,HH-KLICK10AVC10
,HH-KLICK2,曼曼漫游记,N/A,China,https://www.xiaohongshu.com/user/profile/5fabd27c000000000101d0de?xsec_token=YBrARyFPAoHJwK5hXBGLXoAqcrTIHBsfXLNa5hkfcbS2I=&xsec_source=app_share&xhsshare=WeixinSession&appuid=5fabd27c000000000101d0de&apptime=1741750160&share_id=6a6999d00b394a95ba80e3989af4376e,Napha Emsphere,4621,Thai,Party Pack,3190,Premium Set for 4 People,N/A,KOC Campaign for China,0,FALSE,,dew@hungryhub.com,04/10/2025,5:00:00 pm,4,Booked,581413311472992719,8021066,,Posted,Sirada,HH-KLICK2SYA90
,HH-KLICK9, 眈悅味食,N/A,China,https://www.douyin.com/user/MS4wLjABAAAAg1EU3lrIMgwXt0tv_OWWrDUB100b8ku6HosRYzrc9IO1KyyTQkcjdm4xkg7vcCWQ?from_tab_name=main&vid=7462694211570240802Bt4IzEdlsz38Vjr61kI3Zxls=&xsec_source=app_share&xhsshare=CopyLink&appuid=65f696bb000000000600fd3d&apptime=1734578731&share_id=e9e9fd5c454543d4b9a002e1e11917ae&wechatWid=39106174140ccde3fb5a2b456d3e908a&wechatOrigin=menu,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1750,Omakase 15-Course for 1 Person,N/A,KOC Campaign for China,0,FALSE,,bond@hungryhub.com,04/10/2025,5:30:00 pm,2,Booked,580532869232591454,7662509,,Posted,Sirada,HH-KLICK9JNG58
,HH-LOBAY,bangkok.discovery,"199,227",,Instagram.com/bangkok.discovery,Fatboy Izakaya Gaysorn Amarin,,Japanese,Party Pack,1999,Sharing Set for 2 People (Sun-Thu),,,"20,250",,,natkitta@hungryhub.com,08/10/2025,7:00:00 pm,2,Booked,582001053118497364,8037261,,Posted,Sirada,HH-LOBAYSFV71
,HH-LOBAY,bangkok.discovery,"199,227",,Instagram.com/bangkok.discovery,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,,Fusion,Party Pack,1999,Sharing Set for 2 People,,,"20,250",,,ravi@hungryhub.com,09/10/2025,7:00:00 pm,2,Booked,581982281947152748,8036673,,Posted,Sirada,HH-LOBAYNYI08
,HH-KLICK11,旺旺小周（在泰留子版）,0,China,https://www.xiaohongshu.com/user/profile/65ed3ff0000000000d025b51?xsec_token=ABPfaXkGwUg7iZw-vB4FrGYXLvNUoRUOqy3exuyGoes9k=&xsec_source=pc_note,"Jim Thompson, A Thai Restaurant",4195,International,Party Pack,2950,Jim's Romantic Set For 2,,KOC Campaign for China,0,FALSE,,ravi@hungryhub.com,09/10/2025,6:00:00 pm,2,Booked,582140363167498683,8043731,,Posted,,HH-KLICK11TIK79
,HH-INTEG,TESTING,"1,234,567",Bangkok,instagram.com/test,testing,.,test cuisine,Party Pack,1234,Test package name ,No allergies,No Comment,"1,000",,,#N/A,10/10/2025,3:00:00 pm,10,Asked Guillaume,587243045234933996,,,,Guillaume,HH-INTEGTGV24
,HH-TPRGRIGT,prythapramesthi,"56,714",,Instagram.com/prythapramesthi,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,Thai,All You Can Eat,2599,Hungry Hub Pack A : Select 1 Premium Menu,,,"2,500",,,surasit@hungryhub.com,13/10/2025,7:30:00 pm,4,Booked,582173578967908823,8043367,,Posted,Sirada,HH-TPRGRIGTFCM88
,HH-KLICK13,一一在泰国,N/A,China,https://www.xiaohongshu.com/search_result?keyword=%25E4%25B8%2580%25E4%25B8%2580%25E5%259C%25A8%25E6%25B3%25B0%25E5%259B%25BD&source=web_search_result_notes,Hotaru 119 Omakase & Izakaya - Sanampao,5939,International,Party Pack,1765,Omakase 15-Course for 1 Person,,,,FALSE,,bond@hungryhub.com,11/10/2025,5:30:00 pm,2,Asked Bond,582315363103670516,waiting for launching in Dianping,,,,HH-KLICK13GBT12
,HH-TXXXXXKN,95pje,"300,253",,Instagram.com/95pje,Kwann at Nysa Hotel Bangkok,,Thai,Party Pack,2590,Kwann Sharing Set for 2 People,,,"5,027",,,bond@hungryhub.com,16/10/2025,7:00:00 pm,2,Booked,580991458794799175,8033696,,Posted,,HH-TXXXXXKNFIE91
,HH-KLICK12,🍡Pigeon屁针泰国漫游记,N/A,China,https://www.xiaohongshu.com/user/profile/5aa4c0ca11be101c2bb48913?xsec_token=ABJwV_6MiPefxJcCISGgcquhft8PiVwdnzUxSMZf3fhHQ=&xsec_source=pc_note,Napha Emsphere,4621,Thai,Party Pack,2190,Sharing Set for 3 People,,,,FALSE,,dew@hungryhub.com,15/10/2025,5:30:00 pm,3,Booked,582315360938885382,8050422,,Posted,,HH-KLICK12OUJ32
,HH-LOBAE,bangkok.vibe,"33,382",,Instagram.com/bangkok.vibe,RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,4412,Japanese,Party Pack,2290,Sharing Set for 2 People with Alcoholic Beverages,,,"10,125",,,bond@hungryhub.com,16/10/2025,6:00:00 pm,2,Booked,581292479950094358,8016204,,Posted,Sirada,HH-LOBAELNL67
,HH-TXXXXXKN,95pje,"300,253",,Instagram.com/95pje,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,,"European, International, Italian",Party Pack,1999,Sharing Set for 2 People,,,"5,027",,,ravi@hungryhub.com,17/10/2025,7:30:00 pm,2,Booked,581411630110474503,8017131,,Posted,,HH-TXXXXXKNLRU12
,HH-XHSAMD,爱吃香菜,36.3K,Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Gyu-Ya Yakiniku True Digital Park (West Side),5943,Italian,All You Can Eat,559,Gyu-Ya l Hungry Buffet,,,,FALSE,,earth@hungryhub.com,16/10/2025,8:00:00 pm,2,Booked,583179792866607435,8066772,,Posted,,HH-XHSAMDDUN25
,HH-XHSAMD,爱吃香菜,36.3K,Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Fatboy Izakaya Gaysorn Amarin,6344,Japanese,Party Pack,2499,Sharing Set for 2 People (Fri-Sat),,,,FALSE,,natkitta@hungryhub.com,17/10/2025,7:00:00 pm,2,Booked,583181224651784439,8089914,,Posted,,HH-XHSAMDOYY98
,HH-TXXXXXKN,95pje,"300,253",,Instagram.com/95pje,"Jim Thompson, A Thai Restaurant",4195,Thai,Party Pack,2072,Jim's Party A for 2 People inc. 1 drink per person,,,"5,027",,,ravi@hungryhub.com,18/10/2025,12:30:00 pm,2,Booked,580991461211243144,8032541,,Waiting for this trip confirm's date,,HH-TXXXXXKNQJK98
,HH-TXXXXXKN,95pje,"300,253",,Instagram.com/95pje,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,"5,027",,,surasit@hungryhub.com,19/10/2025,12:30:00 pm,2,Booked,580991466445210310,8005935,,Posted,,HH-TXXXXXKNVKY55
,HH-XHSYI,芋头妮妮在泰国,29K,Thai Expat,https://www.xiaohongshu.com/user/profile/5f7a7401000000000100bac2?xsec_token=YBSYf7c0soH0OWe29KI41jN0Adas-Msvm97TGWOaZN8dY=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=Nz47ODY1Nz07N0g2Szw3PDhFOTk5RzxL&apptime=1760434532&share_id=fa82ae8824c84af9aa864086a3a58e6a,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,Thai,All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,,,FALSE,,surasit@hungryhub.com,18/10/2025,5:00:00 pm,3,Booked,583324722411602161,8078902,,Posted,,HH-XHSYIJON27
,HH-XHSAMD,爱吃香菜,36.3K,Thai Expat,https://www.xiaohongshu.com/user/profile/624161410000000021027680?xsec_token=YBUxcnXyAkJOh1Z0ynAL_oYzCAJYg_HIwhUnEswfxNa2s=&xsec_source=app_share&xhsshare=CopyLink&shareRedId=ODxGNTtLN082NzUyOTgwNjdHOTo3Rz1O&apptime=1760433170&share_id=104620dda84049e1845ce01eb461e7e1,Audrey Cafe Thonglor Soi 11,33,Thai Isaan,Party Pack,890,Duo Set,,,"3,000",FALSE,,bond@hungryhub.com,19/10/2025,4:00:00 pm,2,Booked,583181232855056559,8090275,,Posted,,HH-XHSAMDAAG44
,HH-XHSYUM,躲猫咪在泰国,"28,000",Thai Expat,https://www.xiaohongshu.com/user/profile/64c12a000000000014036a71?xsec_token=YBxH-xvsDk5-Z5fcgQ6CGcB9K9ITPx7aCzIk5dL-0SngI=&xsec_source=app_share&xhsshare=CopyLink&appuid=557035863397db682949be50&apptime=1745642587&share_id=46c97a29fd9d4134bbb45733674d46ed,Atrium Restaurant The Landmark Bangkok Hotel,2749,International,All You Can Eat,3491,"(Sat-Sun) Brunch Buffet Include Free-Flow Drinking Water, Coffee and Tea",,,,FALSE,,sirirat@hungryhub.com,19/10/2025,12:00:00 pm,3,Booked,583323979985977653,	8077986,,,,HH-XHSYUMAPU38
,HH-TXXXXXKN,95pje,"300,253",,Instagram.com/95pje,Saneh Jaan,,Thai,Party Pack,2190,Lunch Set for 2 People (Mon-Fri),,,"5,027",,,sirirat@hungryhub.com,20/10/2025,11:30:00 am,2,Booked,580991469214236780,	8008714,,Posted,,HH-TXXXXXKNVVQ64
,HH-XHSYUE,月园（泰游记）,"12,000",Thai Expat,https://www.xiaohongshu.com/user/profile/55759b29e4b1cf6c147965ec?xhsshare=CopyLink&appuid=55759b29e4b1cf6c147965ec&apptime=1727145904&share_id=65372a06cde340859d89d429714c967b,Atrium Restaurant The Landmark Bangkok Hotel,2749,International,All You Can Eat,3491,"(Sat-Sun) Brunch Buffet Include Free-Flow Drinking Water, Coffee and Tea",,,,FALSE,,sirirat@hungryhub.com,19/10/2025,12:00:00 pm,4,Booked,583327904545636740,8078027,,,,HH-XHSYUESIP80
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,SEEN Rooftop Avani Riverside,1579,"European, International",Party Pack,2099,[NEW] 3 Dish With Free Flow Soft Drink 90 Mins,None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,earth@hungryhub.com,21/10/2025,7:00:00 pm,2 + 2(kids),Refused,582579826771886660,,,,Lars,HH-INCHTSRFVTY
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,Spectrum Rooftop at Hyatt Regency Bangkok Sukhumvit,1856,"European, International, Italian",All You Can Eat,1959,"[6pm & 8pm] All You Can Eat with FF Soft Drinks & Beer
",None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,ravi@hungryhub.com,21/10/2025,7:00:00 pm,2 + 2(kids),Booked,583299178797727970,8088963,,,Lars,HH-INCHTSRFZPJ41
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),,"European, Fusion, International, Japanese, Thai",All You Can Eat,1999,Hungry Hub Pack A : Select 1 Premium Menu,None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,surasit@hungryhub.com,22/10/2025,12:00:00 pm,2 + 2(kids),Booked,582579824087007511,8051726,31/10/2025,Posted,Lars,HH-INCHTSRFBJA
,HH-INCHTSRF,christianandakitaeats,"14,300",Bangkok,Tiktok.com/@christianandakitaeats,NAMA Japanese and Seafood Buffet (Hungry Hub),,Japanese,All You Can Eat,1499,Wagyu A4 1 Set + Exclusive Menu + Buffet Line (Mon-Fri),None,Cross post to: https://www.instagram.com/christianandakitaeats/,"4,550",TRUE,,earth@hungryhub.com,22/10/2025,7:00:00 pm,2 + 2(kids),Booked,582579836803875015,8080631,04/11/2025,Posted,Lars,HH-INCHTSRFCRP
,HH-INPAY,patrick.chillguy,"10,102",,Instagram.com/patrick.chillguy,Copper Beyond Buffet Gaysorn Amarin (Hungry Hub),4503,"European, Fusion, International, Japanese, Thai",All You Can Eat,2599,Hungry Hub Pack A - Select 1 Premium Menu,,Blogger from Klook,0,,,surasit@hungryhub.com,22/10/2025,7:30:00 pm,1,Booked,577228482707980756,	7927377,,,Sirada,
