,KOL_ID,Username,Price per post,Country,Restaurant Code,Restaurant Name,Cuisine Type,Social Media,Social media URL,Booking Date,Booking ID,Boost Code,Post Type,Post Date,Post URL,D+1,Views,Comments,Likes,D+5,Views (+5),Comments (+5),Likes (+5),D+10,Views (+10,Comments (+10),Likes (+10),growth rate,Conv Rate,CPM,Content,Hook (First 5 Seconds),Transcript,views (latest total)
,HH-SGLUELIP,lucy.rezel,"5,063",Singapore,6310,Food Exchange at Novotel Singapore On Stevens,,Instagram,,,Paid,Q9jTBA3HZQsntMmpswLzCfkpz08mPldT5Y9oE_tt8Fma0gVd2GPDTjYx_Eo6X6CfjL0,Video,27/10/2025,https://www.instagram.com/p/DQUK4pbE6Qk/,28/10/2025,"6,288",11,554,01/11/2025,"12,462",17,774,06/11/2025,"12,524",17,776,99.2%,6.33%,404.26,"🦀🦞🦐

SEAFOOD FEAST UP TO 50% OFF?!

@novotelstevens offers an exclusive Sunday brunch at half price when you book via the @hungryhub_sg app! Limited to 10 seats only.

We went there at 1:30 pm for the $70.50 package (U.P. $141). I literally filled up my belly mostly with seafood 😋

Download and book F&B places via Hungry Hub to unlock exclusive dining deals up to 50% OFF — transparent prices, no hidden fees, and easy bookings! ✨

#hungryhubsg #sgeats #sgfoodies #sgrestaurants #sgbrunch #sgbuffet #bestdeals #seafoodbuffet #novotelstevens & ",,,12524
,HH-SGLUELIP,lucy.rezel,"5,063",Singapore,5376,Fook Kin 福劲,Chinese,Instagram,Instagram.com/lucy.rezel,,Paid,Q9jTBA1l9oqUg-ZrIxCgx1Jc6Lb6d3IJ-WJoUp9VAZZCYyr6QHmvr5-WlVMUmrA38As,Video,30/09/2025,https://www.instagram.com/p/DPOnrRvEaSj/,01/10/2025,"3,133",15,382,05/10/2025,"8,354",20,539,10/10/2025,"11,211",20,546,257.8%,5.05%,451.61,"‼️ BEST DEAL ALERT ‼️

Finally tried @fook.kin and what stood out most for me was their juicy, caramelized Char Siew! 🤤

The best part? I booked via @hungryhub_sg and got an exclusive Sharing Set for 2 People — $64.59 nett (32% off, usual price up to $95).

Hungry Hub is Thailand’s leading #1 Dining Offer App and now expanded into Singapore 🇸🇬 making dining out so much more worth it! 😍

With Hungry Hub, you get: ✅ Exclusive set menus & promos ✅ Transparent nett prices (no hidden charges!) ✅ Easy booking at 2,000+ restaurants in 🇸🇬 & 🇹🇭 from hidden gems to high-end dining
✅ Secure a last minute reservation at popular restaurants

Book now with Hungry Hub and enjoy exclusive dining deals you won’t find anywhere else! 📲

#hungryhubsg #sgeats #sgfoodies #sgrestaurants #chinesefood & ",,,11211
,HH-SGLUELIP,lucy.rezel,"5,063",Singapore,5594,Nozomi at Millenia Walk,Japanese,Instagram,,,Paid,Q9jTBA2mfdZTQ3dGVlOhJA4GqNwS5u_Scgdk9eEJaA927dR4TZwmCDTz51lAjCfR78M,Video,18/10/2025,https://www.instagram.com/p/DP8XdUyEUNi/,19/10/2025,"4,230",13,440,23/10/2025,"9,240",24,508,28/10/2025,"59,447",24,508,1305.4%,0.89%,85.17,"🍣 @sg.nozomi now has ALL YOU CAN EAT packages on @hungryhub_sg 🥢

Exclusively on Hungry Hub App and it’s super duper worth it! 😍 

Went for the $139 Premium Buffet + 1 Special Menu ~ $278 for 2 pax, but the total value of all our food, free-flow drinks & desserts worth almost $500! 😳

Everything was so fresh and oishii, the service was amazing too 💕 I even rebooked to bring my husband for our anniversary dinner 🤭

With Hungry Hub, you can get: ✅ Exclusive set menu and dining promos UP TO 50% OFF‼️ ✅ Transparent nett prices (no hidden charges)
✅ Easy booking at 2,000+ restaurants in 🇸🇬🇹🇭 ✅ Secure last-minute reservations

Book now and thank me later 😉
 #hungryhubsg #sgeats #sgfoodies #sgrestaurants #bestdeals #nozomisingapore #sgjapanesefood & ",,,59447
,HH-SGLUI2,lutonikuyalevi,0,Singapore,5650,Korat Thai Cafe,Thai Isaan,Instagram,,,Paid,adcode-Q9jTBA68WMl6RFd5k5RbNfs4st7z6jW8Q-kqsOT-XAR45kWr50e__Vn1XZbEVqMgAJI,Video,10/11/2025,https://www.instagram.com/p/DQ5E97TE_jq/,11/11/2025,"26,825",48,233,15/11/2025,"26,677",38,229,20/11/2025,"26,788",40,233,-0.1%,1.02%,0.00,"🇹🇭 Korat Thai Café bringing all the authentic Thai comfort food vibes right in the heart of Orchard.

Book through Hungry Hub for the Set for 3 People at $77 (U.P. $103):
🍚 Thai Fried Rice
🥩 Deep Fried Pork Belly
🔥 Leng Saap / Volcano Pork Spine
🐟 Thai Style Crispy Sea Bass with Sweet & Sour Sauce
🍗 Crispy Chicken Skin
🥭 Mango Sticky Rice

This special deal is exclusive on Hungry Hub. You won’t find it on any other platform, so make sure to lock in your slot via @hungryhub_sg

📍 400 Orchard Rd, #03-28 Orchard Tower, Singapore 238875

A taste of Thailand without hopping on a plane. Spicy, savory, sweet… all the cravings hit at once. 🇹🇭❤️

📸 #lutonikuyalevi #hungryhubsg
#Ilocanofoodcollab #foodiesworldwidecollab
#universalfoodlovers #worldspinoyhomechefs
#KoratThaiCafe #ThaiFoodSingapore #OrchardEats
#LengSaap #VolcanoPorkSpine #ThaiFriedRice
#CrispyPorkBelly #MangoStickyRice & ",,,
,HH-SGLUI2,lutonikuyalevi,0,Singapore,5650,Korat Thai Cafe,Thai Isaan,Tiktok,https://tiktok.com/@lutonikuyalevi,,Paid,"
",video,10/11/2025,https://www.tiktok.com/@lutonikuyalevi/video/7571209729301581063,11/11/2025,321,1,24,15/11/2025,335,1,27,20/11/2025,358,10,38,11.5%,13.41%,0.00,"🇹🇭 Korat Thai Café bringing all the authentic Thai comfort food vibes right in the heart of Orchard. Book through Hungry Hub for the Set for 3 People at $77 (U.P. $103): 🍚 Thai Fried Rice 🥩 Deep Fried Pork Belly 🔥 Leng Saap / Volcano Pork Spine 🐟 Thai Style Crispy Sea Bass with Sweet & Sour Sauce 🍗 Crispy Chicken Skin 🥭 Mango Sticky Rice This special deal is exclusive on Hungry Hub. You won’t find it on any other platform, so make sure to lock in your slot via @hungryhub_sg 📍 400 Orchard Rd, #03-28 Orchard Tower, Singapore 238875 A taste of Thailand without hopping on a plane. Spicy, savory, sweet… all the cravings hit at once. 🇹🇭❤️ 📸 #lutonikuyalevi #hungryhubsg #Ilocanofoodcollab #foodiesworldwidecollab           & [""03"",""lutonikuyalevi"",""hungryhubsg"",""ilocanofoodcollab"",""foodiesworldwidecollab""]",,,
,HH-SGLUI2,lutonikuyalevi,0,Singapore,6391,HONGDAE KOREAN BBQ,Korean,Instagram,,,Paid,adcode-Q9jTBA7jnAqqSCcWSzxf1tq-VYoBnEbectIVyimnQMlckBlbYCWZWcI9Bh1volRziFk,Video,18/11/2025,https://www.instagram.com/p/DRNsHVDEv_N/,19/11/2025,"27,513",13,48,23/11/2025,"28,158",27,208,28/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"Hongdae Korean BBQ kind of night!
Savouring juicy cuts, rich marinades, and that perfect smoky char… the comfort of Korea right here at 118 Neil Rd, Singapore 088854. Always hits different when you’ve got good company and loud laughter in the mix. 🥢

Everything is a Sharing Set for 4 people for only S$130
(Originally S$184)

✅ Marinated Short Ribs
✅ Duroc Pork Belly
✅ Marinated Chicken
✅ Cheese Covered Spicy Chicken
✅ Gyeran Jjim (Steamed Egg)
✅ Haemul Jjigae (Seafood Soup)
✅ Seafood Fish Cake Soup

This special deal is exclusive on Hungry Hub. Not available anywhere else, so lock in your slot via @hungryhub_sg

📸 #lutonikuyalevi #hungryhubsg
#Ilocanofoodcollab #foodiesworldwidecollab #universalfoodlovers
#koreanbbqsg #kfoodsg #sgfoodlover #sgmakan #foodcollabsg
#sgfoodtrend #bbqlovers #foodiesg #koreanfoodlover #sgpromotion & ",,,
,HH-SGLUI2,lutonikuyalevi,0,Singapore,6391,HONGDAE KOREAN BBQ,Korean,Tiktok,https://tiktok.com/@lutonikuyalevi,,Paid,,video,18/11/2025,https://www.tiktok.com/@lutonikuyalevi/video/7574181359187414279,19/11/2025,175,9,16,23/11/2025,193,11,19,28/11/2025,,,,-100.0%,#DIV/0!,#DIV/0!,"Hongdae Korean BBQ kind of night! Savouring juicy cuts, rich marinades, and that perfect smoky char… the comfort of Korea right here at 118 Neil Rd, Singapore 088854. Always hits different when you’ve got good company and loud laughter in the mix. 🥢 Everything is a Sharing Set for 4 people for only S$130 (Originally S$184) ✅ Marinated Short Ribs ✅ Duroc Pork Belly ✅ Marinated Chicken ✅ Cheese Covered Spicy Chicken ✅ Gyeran Jjim (Steamed Egg) ✅ Haemul Jjigae (Seafood Soup) ✅ Seafood Fish Cake Soup This special deal is exclusive on Hungry Hub. Not available anywhere else, so lock in your slot via @hungryhub_sg 📸 #lutonikuyalevi #hungryhubsg #Ilocanofoodcollab #foodiesworldwidecollab #universalfoodlovers           & [""lutonikuyalevi"",""hungryhubsg"",""ilocanofoodcollab"",""foodiesworldwidecollab"",""universalfoodlovers""]",,,
,HH-SGMEY,melicacy,"5,063",Singapore,5344,Wild Child Pizzette,Italian,Instagram,Instagram.com/melicacy,,Paid,,Video,13/03/2025,https://www.instagram.com/p/DHItS9jz7yW/,14/03/2025,,,,18/03/2025,,,,23/03/2025,"5,684",4,,,0.07%,890.75,Don’t we all have that one resourceful friend who knows the best pizza places such as @wildchildpizzette and the best deals when booking from @hungryhub_sg 🍕🤝,,,5684
,HH-SGMEY,melicacy,"5,063",Singapore,#N/A,Wild Blaze Steakhouse,#N/A,Instagram,Instagram.com/melicacy,,Paid,,Video,15/03/2025,https://www.instagram.com/p/DHMz9vRTr_u/,16/03/2025,,,,20/03/2025,,,,25/03/2025,"6,287",0,,,0.00%,805.31,Steak dinners at @wildblazesg never disappoint 🤤🥩 especially when we snagged a good deal by booking from @hungryhub_sg 🙊,,,6287
,HH-SGMEY,melicacy,"5,063",Singapore,5345,Forma,Italian,Instagram,Instagram.com/melicacy,,Paid,,Video,08/05/2025,https://www.instagram.com/p/DJZiefmzZq7/,09/05/2025,,,,13/05/2025,,,,18/05/2025,"3,541",0,,,0.00%,"1,429.82","@forma.sg is one of Singapore’s best neighbourhood pasta joints with fresh pasta made in live view. Now I’m getting 3 courses + a drink for less, thanks to @hungryhub_sg ’s exclusive deal packages. Transparent prices, no hidden charges — simply book, pre-pay, and turn up to enjoy!",,,3541
,HH-SGMEY,melicacy,"5,063",Singapore,5362,Mizuya Omakase,Japanese,Instagram,Instagram.com/melicacy,,Paid,,Video,21/05/2025,https://www.instagram.com/p/DJ67M2uzVPU/,22/05/2025,,,,26/05/2025,,,,31/05/2025,"4,552",1,,,0.02%,"1,112.26","Pro tip: Don’t go to restaurants without checking @hungryhub_sg first. 

Our omakase at @mizuya.sg ? Only $155 NETT! Select your deal, choose your date, pay, and simply turn up. No hidden costs, no shocking bill after the meal.

If you’re not using Hungry Hub for money saving deals like this, wyd?",,,4552
,HH-SGMEY,melicacy,"5,063",Singapore,5639,Les Bouchons at Ann siang,European,Instagram,Instagram.com/melicacy,,Paid,,Video,25/06/2025,https://www.instagram.com/p/DLUIKQbTS25/,26/06/2025,"3,890",2,,30/06/2025,,,,05/07/2025,"4,120",2,-1,5.9%,0.02%,"1,228.88","That moment you finish your meal @lesbouchonsg and just dip because Hungry Hub already handled the bill.
No bill shock here. $100 NETT 3-course deal booked on @hungryhub_sg , paid before we even showed up. & ",,,4120
,HH-SGNWL,nwso.ul,"5,000",Singapore,5736,Taksim Restaurant,Egyptian,Tiktok,Tiktok.com/@nwso.ul,,Paid,,Video,03/10/2025,https://www.tiktok.com/@nwso.ul/video/7556898777764842759,04/10/2025,"11,574",29,760,08/10/2025,"14,300",34,887,13/10/2025,"15,800",33,948,36.5%,6.21%,316.46,"anak fruit nak uncle pulak..... 🫠 anyway, kalau korang tak tahu nak makan tapi nak discounts, @hungryhub_sg gotchu esp with the packages and deals yang dorang ade! 📍 Taksim Restaurant (@Taksim Restaurant) #Hungryhubsg #arabstreet #foryou #sgturkishfood #lebanese & [""Hungryhubsg"",""arabstreet"",""foryou"",""sgturkishfood"",""lebanese""]",,,15800
,HH-SGNWL,nwso.ul,"5,000",Singapore,6104,Kintamani at Furama Riverfront Hotel,Indonesian,Tiktok,Tiktok.com/@nwso.ul,,Paid,#Phw4Hb189hs0WXANZkeP8Ju8t/8e,Video,01/10/2025,https://www.tiktok.com/@nwso.ul/video/7555755207833963784,02/10/2025,,,,06/10/2025,"65,000",30,"2,661",11/10/2025,"67,000",31,2710,,4.09%,74.63,"so glad i found this place!! Btw, i got 30% off with @hungryhub_sg , the new app in Singapore to grab deals at your fav places hehe 📍 Shosha, Farrer park MRT #sghalal #foryou #hungryhubsg #hungryhub #shosha  & [""sghalal"",""foryou"",""hungryhubsg"",""hungryhub"",""shosha""]",,,67000
,HH-SGNWL,nwso.ul,"5,000",Singapore,6104,shosha,Fusion,Tiktok,Tiktok.com/@nwso.ul,,Paid,#l2g60Lt0KvV7kGlXNWWSNKAoQ6OW8QQXw+c+o7I62QTsF9iAny2GSK5fADWP7vs=,Video,25/09/2025,https://www.tiktok.com/@nwso.ul/video/7553888412823063826,26/09/2025,"1,601",6,161,30/09/2025,"13,100",12,810,05/10/2025,"17,800",11,1030,1011.8%,5.85%,280.90,"so glad i found this place!! Btw, i got 30% off with @hungryhub_sg , the new app in Singapore to grab deals at your fav places hehe 📍 Shosha, Farrer park MRT #sghalal #foryou #hungryhubsg #hungryhub #shosha  & [""sghalal"",""foryou"",""hungryhubsg"",""hungryhub"",""shosha""]",,,17800
,HH-SGQIX,qingxiangsqx,"1,266",Singapore,5735,Mama Diam 妈妈店,Singaporean,Instagram,Instagram.com/qingxiangsqx,,Paid,,Video,28/08/2025,https://www.instagram.com/p/DN5nj5dCQjV/,29/08/2025,"6,216",88,280,02/09/2025,,,,07/09/2025,"6,365",93,307,2.4%,6.28%,198.90,"✨ This isn’t your typical mama shop. Mama Diam 妈妈店 is a speakeasy restaurant & bar that takes inspiration from the nostalgic provision shops many Singaporeans grew up with — reimagined with a modern flair.

Step through the hidden entrance and you’ll be transported on a cultural journey, rediscovering Singapore’s heritage through creative renditions of local favourites. Think signature Chilli Crab Soft Shell Crab Bao, Chicken Curry Kueh Pai Tee, Hainanese Pork Chop, and a lineup of cocktails infused with unique local flavours.

Our visit was made even better with Hungry Hub, where reservations come with exclusive deals not available on other platforms. We booked the Sharing Set for 4 at $180 (U.P $260) — a feast of 9 dishes and 4 drinks! What I loved most was the hassle-free experience: upfront pricing, guaranteed reservations, and access to special bundles that truly elevate the dining experience.

Here’s what we enjoyed:

🍜 Bak Chor Mee Pok – Linguine, Minced Pork, Mushroom, Crispy Anchovy, Fried Shallot
🍖 Hainanese Pork Chop – Deep-Fried Pork Chop, Fries, Seasonal Vegetables, Hawthorn Sweet & Sour Sauce
🥢 Salted Egg Lotus Root Chips – Lotus Root, Salted Egg Powder, Curry Leaves
🦆 Roast Duck Tarts – Roast Duck, Cucumber, Shallot, Hoisin Sauce
🥢 Chicken Curry Kueh Pai Tee
 – Boneless Chicken Thigh, Curry Sauce, Coconut Foam
🦀 Singapore Chili Soft-Shell Crab Bao – Soft-Shell Crab, Sandwich Bun, Chili Crab Sauce
🦐 Stuffed Seafood Lychee -- Tiger Prawn, Lychee, Citrus Mayo, Tobiko
🌾 Chicken Poached Rice with Superior Broth – Pan-Seared Chicken Thigh, Seasoned Rice, Shitake Mushroom, Superior Broth, Egg Floss
🥥 Kaya Churros – Homemade Churros with Caramel Kaya Dip

💡 Planning your next outing or date night? Book smart with Hungry Hub for a fuss-free dining experience!

#hungryhub #mamadiam
#hungryhubsg #sgfood #sgfoodie #singaporefood  #singaporefoodie #singaporeinsiders #singapore #sgfoodplaces #wheretoeatsg #wheretoeat #sgdining #sgbars & ",,,6365
,HH-SGRON,rontreechan,"3,367",Singapore,5595,Nozomi at The Star Vista,Japanese,Instagram,,,Paid,,Video,20/10/2025,https://www.instagram.com/p/DQBXsRvEw5q/,21/10/2025,"2,753",36,150,25/10/2025,"1,422",47,251,30/10/2025,"1,550",48,255,-43.7%,19.55%,"2,172.26","✨ Fine Dining Vibes Without the Fine Dining Price ✨
Had an incredible dinner at @Sg.Nozomi — and guess what? This Party Pack sharing set for 3 pax costs just $149 NETT when you book via @hungryhub_sg 🤩 That’s a sweet value set up to 40% off the usual price!

Every dish was fresh, beautifully plated, and seriously delicious — it felt like a high-end omakase experience without the hefty bill. 🍣💫

The best part? With Hungry Hub, all set menus are fixed-price (NETT), so you’ll know exactly what you’re getting before stepping in. No hidden charges, just great food and even greater value. 🙌

Hungry Hub also offers All-You-Can-Eat buffet for those who have a hearty appetite.

🍱 More than just a reservation app — it’s your ticket to exclusive dining deals you won’t get by just walking in!

#NozomiSG #HungryHub #HungryHubSG #JapaneseFood #OmakaseExperience #FoodieFinds #SushiLovers #FineDiningVibes #FoodieAdventures #SingaporeEats #EatWithHungryHub & ",,,1550
,HH-SGRON,rontreechan,"3,367",Singapore,5571,The Horse's Mouth,Latin American,Instagram,,,Paid,,Video,23/10/2025,https://www.instagram.com/p/DQJRDm7Ewxn/,24/10/2025,"2,966",42,157,28/10/2025,"1,973",57,212,02/11/2025,"2,152",57,215,-27.4%,12.64%,"1,564.59","🔥 Where cocktails meet the grill 🔥

Once a trailblazer in Singapore’s craft cocktail scene, The Horse’s Mouth now brings the same bold spirit to the plate — serving up smoke-kissed, punchy dishes made for sharing. 🍢🍸

We booked our All-You-Can-Eat à la carte Buffet through the @hungryhub_sg app and scored this exclusive deal — just $59 NETT per pax, or top up to $85 to indulge in 4x premium menu selections. 👏

With Hungry Hub, prices are always NETT, so there are no hidden charges — just great food, great drinks, and even greater value. 🙌

@Horsesmouthbar.sg
📍 The Horse’s Mouth
9 Raffles Blvd, #02-06 Millenia Walk, Singapore 039596

#TheHorsesMouthSG #HungryHub #HungryHubExclusive #AllYouCanEatSG #SGFoodies #GastrobarSG #MilleniaWalk #FoodieFinds #SGeats #CocktailsAndGrill #BuffetLoversSG #hungryhubsg #hungryhubsingapore #sgeatout #sgyummy & ",,,2152
,HH-SGRON,rontreechan,"3,367",Singapore,6310,Food Exchange at Novotel Singapore On Stevens,,Instagram,,,Paid,,Video,27/10/2025,https://www.instagram.com/p/DQTiLBgk_54/,28/10/2025,"4,466",30,125,01/11/2025,"2,308",47,233,06/11/2025,"2,525",48,238,-43.5%,11.33%,"1,333.47","Brunch dreams, sorted. 🦞
Dig into an All-You-Can-Eat Sunday Brunch at Food Exchange, Novotel on Stevens — now at a special 50% off via Hungry Hub!
✨ Only $70.50 NETT (U.P. $141) for 2.5 hours of indulgence.

Feast on:
🦪 Seafood on Ice
🔥 Slipper Lobster & Roasted Beef
🥗 Salad Bar & Local Live Stations (Laksa, Hainanese Chicken Rice)
🍰 Kids Corner & Desserts Galore

With Hungry Hub, prices are always NETT — no surprises, just great food and even greater value. 💸
Book now and make your Sunday count! 🍽️

#HungryHub #FoodExchange #NovotelOnStevens #SundayBrunch #BuffetLovers #HungryhubSG #HungryhubSingapore #FoodExchangeonStevens #sundaybrunchsg #AllYouCanEatSG #sgeats #sgeatout #wheretoeatsg #sgyummy & ",,,2525
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5344,Wild Child Pizzette,Italian,Tiktok,Tiktok.com/@sgcafehopping,,Paid,,Video,21/02/2025,https://www.tiktok.com/@yongweikai/video/7473864622936739093,22/02/2025,,,,26/02/2025,,,,03/03/2025,"9,300",1,131,,1.42%,404.95,,,,9300
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5344,Wild Child Pizzette,Italian,Instagram,Instagram.com/sgcafehopping,,Paid,,Video,21/02/2025,https://www.instagram.com/p/DGVjQ6PSXFT/,22/02/2025,,,,26/02/2025,,,,03/03/2025,"63,385",5,690,,1.10%,59.41,"[ONE OF THE BEST PIZZERIAS IN SINGAPORE] Wild Child Pizzette

This is one of the best pizzerias in Singapore! 

Brought my mum on a pizza date at @wildchildpizzette and I made the reservation via @hungryhub_sg 💯

Went for the special sharing set for 2 at only $115 (only exclusive for Hungry Hub members) where you get to enjoy a starter, a pizza, a pasta and a dessert. Very worth 🙌🏻

The Cauliflower Steak was well-grilled with a nice smoky flavour; love the nutty sauce too. Pasta was flavoursome and cheesy while the pizza was soft, juicy and chewy. The Tiramisu was also not overly sweet 🤤

Go check them out 🙌🏻

#Pizza #Woodfired #Cauliflower #Pasta #MacandCheese #CheesePull #LiftingNoodles #Tiramisu #sgcafe #cafesg #sgfood #foodsg  #foodlover #foodporn #dessertgram #sgdessert #sgcafehopping #eeeeeats #cafehopsg #sgfoodies #exploresingapore #singaporeinsiders  #foodiegram #buzzfeast #foodstagram #foodphotography #f52grams #sgeats #exploreflavours",,,63385
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5343,Bar Cicheti,Italian,Tiktok,Tiktok.com/@sgcafehopping,,Paid,,Video,05/03/2025,https://www.tiktok.com/@yongweikai/video/7478329797635181832,06/03/2025,,,,10/03/2025,,,,15/03/2025,"2,040",0,15,,0.74%,"1,846.08",,,,2040
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5343,Bar Cicheti,Italian,Instagram,Instagram.com/sgcafehopping,,Paid,,Video,05/03/2025,https://www.instagram.com/p/DG0iG8lyzYk/,06/03/2025,,,,10/03/2025,,,,15/03/2025,"38,147",2,313,,0.83%,98.72,"[ONE OF THE BEST PASTA RESTAURANTS IN SINGAPORE WITH 3-COURSE LUNCH MENU AT ONLY $58 NETT] Bar Cicheti 

Save this if you’re a pasta-lover 💯

Back at @barcicheti after making a booking via @hungryhub_sg and got to enjoy a special 3-course lunch menu at only $58 NETT, plus a complimentary glass of Prosecco! Damn WORTH 🙌🏻

For starters, we had the Blue Mussels and Mortadella Sandwich (so yummy). Highlight was definitely the pastas - we got the Spaghettini and Rigatoni which was creamy, flavourful and the texture was good 🤤 Oh yes, I love their Almond Tart dessert too! 

Save and share this great deal with your friends and colleagues 👍🏻

#Pasta #LiftingNoodles #Spaghetti #Rigatoni #Mortadella #Sandwich #Mussels #AlmondTart #Almond #Tart #HamandCheese #sgcafe #cafesg  #foodlover #foodporn #dessertgram #sgdessert #sgcafehopping #eeeee #cafehopsg #sgfoodies #exploresingapore #singaporeinsiders #foodiegram #buzzfeast #foodstagram #foodphotography  #f52grams #exploreflavours",,,38147
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5320,Warm Up Cafe @ Grantral Mall Macpherson,Thai,Tiktok,Tiktok.com/@sgcafehopping,,Paid,,Video,12/03/2025,https://www.tiktok.com/@yongweikai/video/7480931279408499976,13/03/2025,,,,17/03/2025,,,,22/03/2025,"11,400",2,99,,0.89%,330.35,,,,11400
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5320,Warm Up Cafe @ Grantral Mall Macpherson,Thai,Instagram,Instagram.com/sgcafehopping,,Paid,,Video,12/03/2025,https://www.instagram.com/p/DHGllkmyoxe/,13/03/2025,,,,17/03/2025,,,,22/03/2025,"41,957",9,366,,0.89%,89.76,"[NEW AESTHETIC & AFFORDABLE THAI CAFE WITH LIVE BAND] Warm Up Cafe 

@warmupcafe_sg has just opened their latest outlet at Tai Seng, @grantralmacpherson and what a beautiful space 😍

Made my reservation via @hungryhub_sg and you get to enjoy 4 dishes and drinks at only $69 NETT! Damn worth 👍🏻

Highly recommend y’all go get the Fried Crispy Pork (crackling goodness and that dip), Creamy Crab (literally melts-in-your-mouth), refreshing Salmon Salad and the very appetising Tom Yum Tiger Prawn Noodle 🤤

Oh yas, there’s also Live Band during the weekend! Save this and head down with your friends 💯

#ThaiFood #CrabOmelette #TigerPrawns #TomYum #TomYumNoodles #LiftingNoodles #CrispyPork #SioBak #Omelette #Salmon #ThaiMilkTea #sgcafe #cafesg #foodlover #foodporn #dessertgram #sgdessert #sgcafehopping #eeeeeats #cafehopsg #sgfoodies #exploresingapore #singaporeinsiders #foodiegram #foodstagram #foodphotography #f52grams #sgeats #exploreflavours",,,41957
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5735,Mama Diam 妈妈店,Singaporean,Tiktok,Tiktok.com/@sgcafehopping,,Paid,,Video,29/04/2025,https://www.tiktok.com/@yongweikai/video/7498750001900735751,30/04/2025,,,,04/05/2025,,,,09/05/2025,"2,303",0,25,,1.09%,"1,635.26",,,,2303
,HH-SGSGG,sgcafehopping,"3,766",Singapore,5735,Mama Diam 妈妈店,Singaporean,Instagram,Instagram.com/sgcafehopping,,Paid,,Video,29/04/2025,https://www.instagram.com/p/DJCOU1bStaC/,30/04/2025,,,,04/05/2025,,,,09/05/2025,"31,962",0,246,,0.77%,117.83,"POV: Thought it was a mama shop.
Turns out, it’s a whole vibe (hidden speakeasy bar and restaurant) 

Booked @mamadiam.prinsep via @hungryhub_sg we got 5 dishes + 2 drinks for just $108 (U.P. $151).

Highly recommend the Roast Duck Tarts and Singapore Chilli Softshell Crab Bao (my mum literally wiped the plate).

The Bak Chor ‘Mee Pok’ had legit springy noodles, and the Hainanese Pork Chop? Tender, juicy, no notes.

Remember to book via Hungry Hub so y’all can save more. 

#PorkChop #BakChorMee #MeePok #LiftingNoodles #HainanesePorkChop #RoastDuck #ChilliCrab #SoftshellCrab #Bao #Seafood #sgcafe #cafesg #eeeeeats #foodlover #foodporn #dessertgram #sgdessert #sgcafehopping #cafehopsg #sgfoodies #exploresingapore #singaporeinsiders #foodiegram #buzzfeast #foodstagram #foodphotography #f52grams #sgeats #exploreflavours",,,31962
,HH-SGSHR,sheen_cher,0,Singapore,5376,Fook Kin 福劲,Chinese,Instagram,Instagram.com/sheen_cher,,Paid,,Video,23/09/2025,https://www.instagram.com/p/DO8qRk0E_I9/,24/09/2025,"7,554",10,-1,28/09/2025,"8,297",22,275,03/10/2025,"8,624",22,277,14.2%,3.47%,0.00,"The ultimate roast meat indulgence 🤤🔥 At @fook.kin , their char siew and roast pork are glistening, smoky, and melt-in-your-mouth tender. Pair it with their flavorful stir-fried French beans with dried shrimp, wok hei clams bee hoon, crispy sweet & sour pork, salted egg prawns, braised claypot beancurd, and the Fu Lu Shou bun stuffed with duck, char siew, and roast pork, every bite was a winner. ✨

We ended the feast on a sweet note with their gula Melaka ice cream and peanut cream. Perfectly hearty and satisfying! 🥢🍨

With @hungryhub_sg, you unlock exclusive packages you won’t find as a walk-in, like the 💰 Sharing Set for 4 pax: 6 signature dishes + drinks at only $134.30 nett (U.P. $191). That’s a huge saving, available only via Hungry Hub!

👉 Don’t miss out, book now via @hungryhub_sg to unlock Fook Kin’s exclusive Roast Meat Trio and more deals!

#FookKin #RoastMeatHeaven #CharSiew #RoastPork #FoodieSG #HungryHubSG & ",,,8624
