,restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes
1182,Supatra River House,2.9635367,18.095915,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1183,Super Thai by Soi Aroy Upper Aljunied Rd,1.4266986,11.828655,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1184,Super Thai by Soi Aroy l Pasir Panjang,1.1533145,11.173385,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1185,Sura Bar Wine and Restaurant,-1.1400775,10.479729,3,Good Location,1,100.0,Good Location
1186,Surf Bar at Courtyard by Marriott North (Pattaya),-4.239175,7.2402673,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1187,Sushi Hiro Shabu Buffet Central Rama 2,5.884939,7.4704285,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1188,Sushi Hiro Shabu Buffet The Crystal SB Ratchapruek,6.83112,6.618372,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1189,Sushi Ken Ken,3.8065042,3.530123,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1190,Sushi Koge Omakase,3.387811,1.8435297,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1191,Sushi Niwa Bangkok Omakase,3.228363,2.088848,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1192,Sushi Olderchef Serithai,3.5867882,3.2848203,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1193,Sushina Fortune Town,6.093298,12.824859,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1194,Sushina Rama 3,6.845121,3.1204975,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1195,Sweet Pista Ekkamai,3.1649675,11.002452,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1196,Synthesis 食拿酒稳 Chinese Cuisine,0.936729,9.274943,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1197,T and T Restaurant,2.454598,12.183511,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1198,TAK TUANG,4.8932223,11.665776,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1199,TANG TOA DAENG,3.8042276,9.900193,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1200,TANOKE,3.7748008,8.89772,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1201,THINK Cafe @ The BLOC,0.13753878,15.630163,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1202,THIRST at OZO North Pattaya,-5.2104177,7.1010256,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1203,TORA Yakiniku x Café Crystal Design Center,7.758791,8.878429,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1204,TORA Yakiniku x Café The City Connect,7.7705727,8.900822,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1205,TOT.ladphrao,4.0899143,13.278626,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1206,TUM PAK PERT (Phra Ram 9),3.9336398,12.445782,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1207,TaTonYon NorthernFood,2.3262556,10.39782,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1208,Tachinomiya Japanese Izakaya & Bar,-0.7988476,12.089992,3,Good Location,1,100.0,Good Location
1209,Tai Soon Bar,-2.2792275,11.943609,3,Good Location,1,100.0,Good Location
1210,Tai Thun Tuek Bar and Restaurant,-1.8335059,11.660027,3,Good Location,1,100.0,Good Location
1211,Tairyo Sushi - Ari,3.4950233,3.436782,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1212,Tairyo Sushi - Ladprao,2.9853382,3.9225535,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1213,Tairyo Sushi - Market Village Rangsit,3.4422846,3.4211605,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1214,Taisho-Tei,3.1351907,11.690885,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1215,Take a Breath - café & eatery,-0.43856722,14.3374,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1216,Takieng at Renaissance Resort & Spa (Phuket),-1.2016124,5.436516,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1217,Takumi at Jubilee Prestige Hotel Ratchadapisek,0.83932495,10.896442,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1218,Taliew Big C Kanlapaphruek,5.287191,12.293641,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1219,Taliew Imperial Samrong,4.365695,8.730197,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1220,Taliew Lotus's : Bang Kruai - Sai Noi,0.87204856,9.10888,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1221,Taliew Lotus's Rangsit,6.2604275,13.20529,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1222,Taliew Lotus's Sukhaphiban 3,5.0153255,10.49097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1223,Taliew Lotus’s Rama 4,6.5347314,2.4141839,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1224,Taliew MBK Center,3.6011353,9.971337,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1225,Tam Zab 195,5.3227577,12.032808,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1226,Tamade Sake Bar,-2.2155805,12.332495,3,Good Location,1,100.0,Good Location
1227,Tandoori Junction,3.8003845,13.973657,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1228,Tantitium (Phuket),0.5010977,4.3132443,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1229,Tanuki Izakaya,5.590126,9.59124,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1230,Tap Yard,3.54878,15.380548,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1231,Tapori,2.0282815,12.620873,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1232,Tarn Ayutthaya (Ayutthaya),0.87168413,10.966636,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1233,Taro Izakaya Rama 9,6.613001,2.7242603,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1234,Taste and Toast,4.571744,12.853536,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1235,Taurus Lake-taurant & Cafe Ramkhamhaeng 110,0.84998727,16.461813,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1236,Tawan Cafe • Bistro,0.074048825,8.69037,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1237,Tea Factory and More,-1.0244075,10.2921915,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1238,Tea Factory and More (Pattaya),-3.6948617,7.966177,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1239,Teeshot Bar At Bangkok Marriott Marquis Queen’s Park,1.1432296,7.3332233,3,Good Location,1,100.0,Good Location
1240,Temmor Shabu,7.658018,5.693511,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1241,Tensai Buffet at The Paseo Kanchanaphisek,6.985027,7.9318643,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1242,Tenyuu Grand Omakase,2.6749656,0.5900947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1243,Teraoka Gyoza Central Ladprao,4.00238,5.480091,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1244,Teraoka Gyoza Emsphere,5.3641047,11.265561,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1245,Teraoka Gyoza Siam Paragon,9.997849,3.6789653,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1246,Terra Nova The Crystal,5.659046,11.812003,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1247,Terre Grounding Eatery (Phuket),0.4838242,4.024669,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1248,Tha Siam Authentic Thai Kitchen(Orchard Plaza),9.478173,3.80364,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1249,Tha Siam Mookata,9.410611,3.6620436,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1250,Thaan Fai Restaurant Rama 9,6.9342685,3.0641813,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1251,Thachang At Bugis Junction,1.2753568,11.545448,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1252,Thachang At Telok Ayer,4.2318616,9.9010515,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1253,Thai Me Up Restaurant & Bar Eleven Hotel Sukhumvit 11,-1.6251345,9.378901,3,Good Location,1,100.0,Good Location
1254,ThailaoS Bar Grill,1.6490505,5.5286913,3,Good Location,1,100.0,Good Location
1255,Thale at Akara Hotel (Pattaya),-3.8566298,7.7331424,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1256,Tham-Me Bantadthong,3.772958,11.193054,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1257,Tham-Me Sammakorn,2.754525,11.68002,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1258,Than Rice Bowl & Coffee Eakkamai 12,-1.0739022,14.0115385,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1259,Than Rice Bowl & Coffee Komfort Place Ratchayothin,-1.1566367,14.05028,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1260,Than.sa.mai Room,-0.1928898,12.562221,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1261,Thanankarn Cafe (Pattaya),-4.434087,8.414598,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1262,Thara Thong Royal Orchid Sheraton,4.1575847,14.085864,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1263,That 1 Place,2.9394403,13.518329,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1264,Thaveechai Pochana Kallapaphruek,5.440164,11.909898,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1265,Thaveechai Pochana Rama 3,6.595283,3.3756366,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1266,Thaveechai Pochana Suan Mali,2.8821435,9.349149,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1267,The Alkaff Mansion,1.8247731,13.064523,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1268,The Bakery at The Athenee Hotel,-0.42899448,11.420665,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1269,The Barracuda Sky Gala at Akara (Pattaya),-4.765985,7.4775434,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1270,The Beach Phuket,-0.9487637,4.5383806,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1271,The Beef Master MBK Center,6.7618346,10.930056,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1272,The Beef Master Nana,6.574911,10.799509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1273,The Berkeley Dining Room,0.58169395,13.528747,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1274,The Best Veggie Khaoyai,3.5991979,13.447699,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1275,The Blooming Gallery,0.72240657,14.974781,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1276,The Bottleman Wine Bar,-0.7558224,9.920015,3,Good Location,1,100.0,Good Location
1277,The Brasserie l Holiday Inn Rayong,7.1056976,12.685525,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1278,The Bre-Eze Restaurant at Fair House Villas & Spa (Samui),2.4656055,18.042074,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1279,The Bull (Pattaya),-4.7377477,6.5080786,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1280,The Cafe Mookata Ari,1.4509068,15.834412,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1281,The Chocolate Factory Pattanakarn,5.9549885,12.412388,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1282,The Coffee Academics Gaysorn Village,-0.999225,14.036747,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1283,The Coffee Club Ashlee Hub Hotel Patong (Phuket),-2.354311,15.717764,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1284,The Coffee Club Avani Sukhumvit,-1.9941794,14.890586,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1285,The Coffee Club Boat Avenue (Phuket),-2.7808335,15.70956,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1286,The Coffee Club Boat Lagoon (Phuket),-2.5336597,15.54456,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1287,The Coffee Club Central (Pattaya),-3.027139,15.059533,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1288,The Coffee Club Chatrium Sathorn Narathiwas 24,-2.85479,14.804871,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1289,The Coffee Club Day Inn (Phuket),-2.9591265,15.726357,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1290,The Coffee Club Holiday Inn Express Sathorn,-2.174089,14.775245,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1291,The Coffee Club Kokotel Hotel (Krabi),-1.8407389,14.8864975,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1292,The Coffee Club Maitria Hotel,-2.2000058,14.768622,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1293,The Coffee Club Mode Sathorn BTS Surasak,-1.9563948,15.166473,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1294,The Coffee Club River City,-2.5909665,14.594034,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1295,The Coffee Club Riverside Plaza,-2.643387,14.816334,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1296,The Coffee Club Royal Garden Plaza (Pattaya),-2.8408327,14.699715,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1297,The Coffee Club Samyan Mitrtown,-2.7279696,14.927378,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1298,The Coffee Club Singha Complex,-2.4738195,14.570959,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1299,The Coffee Club Staybridge Thonglor,-2.3716698,14.869622,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1300,The Coffee Club TCC OZO Kata (Phuket),-2.5423763,15.468626,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1301,The Coffee Club Tha Maharaj,-2.68838,14.434371,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1302,The Coffee Club The Coast (Phuket),-3.127427,15.459725,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1303,The Coffee Club Turtle Village (Phuket),-2.8711326,15.841169,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1304,The Coffee Club Wireless Road,-2.4344661,14.472185,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1305,The Coral Cosmo Lounge Suvarnabhumi Airport,-1.3384069,9.586581,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1306,The Coral Lounge Don Mueang,-1.3185325,9.873145,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1307,The Coral Lounge Don Mueang - International Departure Lounge,-1.2011209,9.793163,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1308,The Coral Lounge Phuket,-1.108747,9.190239,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1309,The Coral Premium Lounge Suvarnabhumi (Domestic),-0.92657626,9.231791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1310,The Cradle At Ayara Kamala Resort & Spa (Phuket),-0.8683759,5.644507,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1311,The Dim Sun Bar at Avista Grande Phuket Karon - M Gallery Collection (Phuket),-0.08351004,4.9228683,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1312,The Dining Room at Grand Hyatt Erawan,-0.00840529,13.118218,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1313,The Factory Corner,5.0496154,14.326765,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1314,The Farmer and The Fisherman (Phuket),0.7034352,4.4805713,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1315,The Garden Eatery,1.2664073,14.920934,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1316,The Garden at Grande Central Point Prestige Bangkok,4.9169917,6.5231485,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1317,The Grill House Rooftop (Khaoyai),-2.2090728,8.205595,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1318,The Grille & Picolo Eatery,3.9856458,13.231857,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1319,The Hilltop Aonang (Krabi),3.4907255,14.838201,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1320,The House by Hongkong House,3.2145886,17.883293,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1321,The Hub Cafe and Eatery,0.9096008,15.19045,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1322,The Hungry Duck Central Embassy,4.2614813,5.4791174,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1323,The Karaked Siam Square One,9.734128,4.371391,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1324,The Karaked Sukhumvit 36,-1.7943513,8.068723,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1325,The Kinopolis,1.1717381,12.0178795,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1326,The Letter Press Cafe & Restaurant at The Printing House Poshtel Bangkok,1.9669906,17.141874,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1327,The Local Restaurant Don Mueang - Rangsit,3.8173475,11.476728,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1328,The Mayflower Restaurant at Dusit Princess Srinakarin,2.2068686,9.182183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1329,The Mulberry Chinese Cuisine The Berkeley Hotel,1.0359792,9.631195,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1330,The O.S.S by Jim Thompson,2.5679743,13.743172,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1331,The Oyster Bay 101 True Digital Park,2.4108307,8.096725,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1332,The Park Restaurant & Cafe Si Racha (Chonburi),1.2606936,14.960373,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1333,The Pasta Apartment Silom,5.2365665,8.141763,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1334,The Pinnacle Haus,2.3381588,14.520561,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1335,The Planet Cruise,2.3622372,13.345431,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1336,The Red Door BKK,-1.3383983,14.263586,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1337,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)",-3.4582682,6.282431,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1338,The Seafood Market by House of White Bee Hoon,3.355564,17.65555,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1339,The Second BKK,5.6081033,9.100086,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1340,The Sky 32 at Grande CentrePoint Hotel (Pattaya),-4.363191,7.0886407,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1341,The Speakeasy Rooftop Bar Bangkok,-3.345952,9.838083,3,Good Location,1,100.0,Good Location
1342,The St. Regis Bar and The Drawing Room,-1.3172944,12.209389,3,Good Location,1,100.0,Good Location
1343,"The Tram Restaurant, Bar & Wine Cellar (Pattaya)",-3.431337,7.8094006,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1344,The Urban Deck Cafe I Bistro I Bar,-0.011857715,8.362886,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1345,The Vue Bar Rooftop at Mercure Bangkok Sukhumvit 24,-3.4836376,9.878192,3,Good Location,1,100.0,Good Location
1346,The White House,2.7851179,17.792072,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1347,The White Tiffin (Changi City Point),9.467399,4.7323966,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1348,The White Tiffin (Woods Square Mall),5.7310896,15.007377,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1349,The' Tea House FN Outlet (Hua Hin),-2.615878,2.2344084,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1350,Theatre Riverside,0.0072522955,14.44217,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1351,Thien Duong at Baan Dusit Thani,6.6908846,12.660386,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1352,Thirteen BBQ Bar 十三烤吧,-2.9370956,11.35564,3,Good Location,1,100.0,Good Location
1353,Thong Dang Southern Thai Cuisine,1.5580659,10.365116,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1354,Thong Kee Restaurant,3.1481786,11.190692,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1355,Thong Nua Kao Premium Thai BBQ Banthat Thong,9.679617,8.15535,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1356,Thong Nua Kao Premium Thai BBQ Crystal Design Center,9.336238,7.768348,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1357,ThreeSixty Rooftop Bar at Millennium Hilton Bangkok,-3.1892567,9.729052,3,Good Location,1,100.0,Good Location
1358,Throwback Rooftop Bangkok at Silom Edge,-3.5040464,10.026927,3,Good Location,1,100.0,Good Location
1359,Tibet Gate,4.1310635,9.242759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1360,Tiger Gyu Moo-krata,6.1606045,13.390032,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1361,Tiger Hotpot,4.2197804,9.292178,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1362,Tikishi Paradise Park,2.6982641,7.7916374,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1363,Tikishi Suksawat,3.972998,10.14484,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1364,Tillie Bar,-2.1552896,11.995156,3,Good Location,1,100.0,Good Location
1365,Timber & Toast at Le Bali Resort & Spa (Pattaya),-2.4687474,7.1201744,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1366,Time's Dining Gateway At Bang Sue,4.996324,9.671245,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1367,Ting Tai Fu,6.2149396,13.669097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1368,Toast Brunch & Brew (Pattaya),-4.7084293,6.540869,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1369,Tokyo Kushiyaki lzakaya & Bar,-1.4622409,12.525579,3,Good Location,1,100.0,Good Location
1370,Tom Paa,4.1668367,10.531951,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1371,Tomo Izakaya,3.7935266,15.065996,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1372,Tong Tong Haan Kanlapaphruek,4.2681947,9.742376,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1373,Tong Tong Haan Thanon Chan,2.9776576,6.7711473,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1374,Tongnorth Express Sai Mai,4.9942546,9.539692,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1375,Toni Toni-Eat Drink Workshop,4.451925,12.340509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1376,Tony's Sukhumvit 11,-1.4466043,8.307054,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1377,Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,-2.5382657,9.098076,3,Good Location,1,100.0,Good Location
1378,Topazio Bar at La Miniera Pool Villas (Pattaya),-3.30861,7.1214504,3,Good Location,1,100.0,Good Location
1379,Toplofty Cafe (Khao Yai),0.87256306,16.500044,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1380,Tops EATERY Central Chidlom,4.7457542,6.287084,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1381,Tops EATERY Central Ladprao,4.4677067,5.706945,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1382,Tops EATERY Central Patong (Phuket),2.86786,5.116117,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1383,Tops EATERY CentralWorld,4.7414827,10.613824,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1384,Tops EATERY Porto de Phuket,0.5015363,4.2185287,1,Restaurant with Good View,1,100.0,Restaurant with Good View
1385,Tops EATERY Rama 2,6.170381,4.2731533,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1386,Tora-San At CentrePoint Orchard,3.131297,13.071494,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1387,Totonoi Sauna & Onsen整,2.6822896,13.546249,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1388,Treehouse Health Bar,-2.5293841,12.458336,3,Good Location,1,100.0,Good Location
1389,Tsubohachi Beehive,6.0978847,11.6345825,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1390,Tsubohachi Cosmo Bazaar,6.240824,12.49012,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1391,Tsubohachi Robinson Ratchaphruek,5.415931,12.200081,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1392,Tsubohachi The Promenade,4.587688,11.812674,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1393,Tsubohachi Zpell Future Park,2.134437,8.275759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1394,Tsuru Saru イザカヤ,3.7137983,13.664531,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1395,Tu Bar Rooftop at Sri Panwa (Phuket),-1.2187632,6.9180856,3,Good Location,1,100.0,Good Location
1396,Tuengnua Tuengtua Sathon,5.610493,10.677405,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1397,Tukabkhao by Jerajaras Don Mueang,3.8510637,11.812517,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1398,Tum 20 Donmueang,5.0996065,14.516897,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1399,Tum 20 Ratchada-Sutthisan,3.4340305,9.780395,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1400,Tum 20 Saimai,3.9339802,9.75947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1401,Tum Surin,3.2256477,10.147853,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1402,Tum-Pak-Pert Cafe’ & Restaurant,1.6508156,16.405462,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options
1403,Tunu Tarnar,5.574741,14.020069,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1404,Twelve Flavours,1.3210548,12.181534,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1405,UGO Ristorante Italiano,4.95436,15.309656,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food
1406,UNO MAS at Centara Grand Central World,4.168025,5.5792255,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
1407,Umai Shabu Shabu Twin Town,8.029865,5.366389,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey
