restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
Taliew Imperial Samrong,4.365695,8.730197,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4483,Taliew Imperial Samrong,90
Taliew Lotus's : Bang Kruai - Sai Noi,0.87204856,9.10888,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4478,Taliew Lotus's : Bang Kruai - Sai Noi,90
Taliew Lotus's Rangsit,6.2604275,13.20529,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4480,Taliew Lotus's Rangsit,90
Taliew Lotus's Sukhaphiban 3,5.0153255,10.49097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4479,Taliew Lotus's Sukhaphiban 3,90
Taliew Lotus’s Rama 4,6.5347314,2.4141839,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4481,Taliew Lotus’s Rama 4,90
Taliew MBK Center,3.6011353,9.971337,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4482,Taliew MBK Center,90
Tam Zab 195,5.3227577,12.032808,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6640,Tam Zab 195,90
Tamade Sake Bar,-2.2155805,12.332495,3,Good Location,1,100.0,Good Location,4697,Tamade Sake Bar,90
Tandoori Junction,3.8003845,13.973657,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3766,Tandoori Junction,90
Tantitium (Phuket),0.5010977,4.3132443,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2044,Tantitium (Phuket),30
Tanuki Izakaya,5.590126,9.59124,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4827,Tanuki Izakaya,90
Tap Yard,3.54878,15.380548,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4781,Tap Yard,90
Tapori,2.0282815,12.620873,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4890,Tapori,90
Tarn Ayutthaya (Ayutthaya),0.87168413,10.966636,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5442,Tarn Ayutthaya (Ayutthaya),90
Taste and Toast,4.571744,12.853536,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6074,Taste and Toast,90
Taurus Lake-taurant & Cafe Ramkhamhaeng 110,0.84998727,16.461813,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4527,Taurus Lake-taurant & Cafe Ramkhamhaeng 110,90
Tawan Cafe • Bistro,0.074048825,8.69037,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6531,Tawan Cafe • Bistro,90
Tea Factory and More,-1.0244075,10.2921915,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6082,Tea Factory and More,90
Tea Factory and More (Pattaya),-3.6948617,7.966177,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2031,Tea Factory and More (Pattaya),90
Teeshot Bar At Bangkok Marriott Marquis Queen’s Park,1.1432296,7.3332233,3,Good Location,1,100.0,Good Location,4977,Teeshot Bar At Bangkok Marriott Marquis Queen’s Park,90
Temmor Shabu,7.658018,5.693511,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5377,Temmor Shabu,90
Tensai Buffet at The Paseo Kanchanaphisek,6.985027,7.9318643,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3482,Tensai Buffet at The Paseo Kanchanaphisek,90
Tenyuu Grand Omakase,2.6749656,0.5900947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3619,Tenyuu Grand Omakase,90
Teraoka Gyoza Central Ladprao,4.00238,5.480091,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6284,Teraoka Gyoza Central Ladprao,90
Terra Nova The Crystal,5.659046,11.812003,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4115,Terra Nova The Crystal,90
Terre Grounding Eatery (Phuket),0.4838242,4.024669,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6092,Terre Grounding Eatery (Phuket),90
Tha Siam Mookata,9.410611,3.6620436,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5932,Tha Siam Mookata,90
Thaan Fai Restaurant Rama 9,6.9342685,3.0641813,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6632,Thaan Fai Restaurant Rama 9,90
Thachang At Bugis Junction,1.2753568,11.545448,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5698,Thachang At Bugis Junction,90
Thachang At Telok Ayer,4.2318616,9.9010515,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5697,Thachang At Telok Ayer,90
Thai Me Up Restaurant & Bar Eleven Hotel Sukhumvit 11,-1.6251345,9.378901,3,Good Location,1,100.0,Good Location,3321,Thai Me Up Restaurant & Bar Eleven Hotel Sukhumvit 11,90
Thale at Akara Hotel (Pattaya),-3.8566298,7.7331424,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5407,Thale at Akara Hotel (Pattaya),90
Tham-Me Bantadthong,3.772958,11.193054,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5681,Tham-Me Bantadthong,90
Tham-Me Sammakorn,2.754525,11.68002,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5683,Tham-Me Sammakorn,90
Than Rice Bowl & Coffee Eakkamai 12,-1.0739022,14.0115385,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5385,Than Rice Bowl & Coffee Eakkamai 12,90
Than Rice Bowl & Coffee Komfort Place Ratchayothin,-1.1566367,14.05028,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5386,Than Rice Bowl & Coffee Komfort Place Ratchayothin,90
Than.sa.mai Room,-0.1928898,12.562221,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5002,Than.sa.mai Room,90
Thanankarn Cafe (Pattaya),-4.434087,8.414598,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,2566,Thanankarn Cafe (Pattaya),90
Thara Thong Royal Orchid Sheraton,4.1575847,14.085864,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1538,Thara Thong Royal Orchid Sheraton,90
That 1 Place,2.9394403,13.518329,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5859,That 1 Place,90
Thaveechai Pochana Kallapaphruek,5.440164,11.909898,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6220,Thaveechai Pochana Kallapaphruek,90
Thaveechai Pochana Rama 3,6.595283,3.3756366,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6219,Thaveechai Pochana Rama 3,90
Thaveechai Pochana Suan Mali,2.8821435,9.349149,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6217,Thaveechai Pochana Suan Mali,90
The Bakery at The Athenee Hotel,-0.42899448,11.420665,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,1561,The Bakery at The Athenee Hotel,60
The Barracuda Sky Gala at Akara (Pattaya),-4.765985,7.4775434,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5759,The Barracuda Sky Gala at Akara (Pattaya),90
The Beach Phuket,-0.9487637,4.5383806,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3194,The Beach Phuket,90
The Beef Master MBK Center,6.7618346,10.930056,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5470,The Beef Master MBK Center,90
The Beef Master Nana,6.574911,10.799509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5472,The Beef Master Nana,90
The Berkeley Dining Room,0.58169395,13.528747,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,902,The Berkeley Dining Room,90
The Best Veggie Khaoyai,3.5991979,13.447699,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6607,The Best Veggie Khaoyai,90
The Bottleman Wine Bar,-0.7558224,9.920015,3,Good Location,1,100.0,Good Location,6134,The Bottleman Wine Bar,90
The Brasserie l Holiday Inn Rayong,7.1056976,12.685525,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6552,The Brasserie l Holiday Inn Rayong,90
The Bre-Eze Restaurant at Fair House Villas & Spa (Samui),2.4656055,18.042074,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4069,The Bre-Eze Restaurant at Fair House Villas & Spa (Samui),90
The Bull (Pattaya),-4.7377477,6.5080786,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5299,The Bull (Pattaya),90
The Cafe Mookata Ari,1.4509068,15.834412,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5909,The Cafe Mookata Ari,90
The Chocolate Factory Pattanakarn,5.9549885,12.412388,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2824,The Chocolate Factory Pattanakarn,90
The Coffee Academics Gaysorn Village,-0.999225,14.036747,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6365,The Coffee Academics Gaysorn Village,90
The Coffee Club Ashlee Hub Hotel Patong (Phuket),-2.354311,15.717764,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2810,The Coffee Club Ashlee Hub Hotel Patong (Phuket),30
The Coffee Club Avani Sukhumvit,-1.9941794,14.890586,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6112,The Coffee Club Avani Sukhumvit,90
The Coffee Club Boat Avenue (Phuket),-2.7808335,15.70956,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1834,The Coffee Club Boat Avenue (Phuket),90
The Coffee Club Boat Lagoon (Phuket),-2.5336597,15.54456,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3928,The Coffee Club Boat Lagoon (Phuket),90
The Coffee Club Central (Pattaya),-3.027139,15.059533,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6115,The Coffee Club Central (Pattaya),90
The Coffee Club Chatrium Sathorn Narathiwas 24,-2.85479,14.804871,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1682,The Coffee Club Chatrium Sathorn Narathiwas 24,90
The Coffee Club Day Inn (Phuket),-2.9591265,15.726357,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1836,The Coffee Club Day Inn (Phuket),60
The Coffee Club Holiday Inn Express Sathorn,-2.174089,14.775245,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1685,The Coffee Club Holiday Inn Express Sathorn,90
The Coffee Club Kokotel Hotel (Krabi),-1.8407389,14.8864975,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6113,The Coffee Club Kokotel Hotel (Krabi),90
The Coffee Club Maitria Hotel,-2.2000058,14.768622,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1671,The Coffee Club Maitria Hotel,60
The Coffee Club Mode Sathorn BTS Surasak,-1.9563948,15.166473,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1683,The Coffee Club Mode Sathorn BTS Surasak,90
The Coffee Club River City,-2.5909665,14.594034,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1684,The Coffee Club River City,90
The Coffee Club Riverside Plaza,-2.643387,14.816334,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3076,The Coffee Club Riverside Plaza,30
The Coffee Club Royal Garden Plaza (Pattaya),-2.8408327,14.699715,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1831,The Coffee Club Royal Garden Plaza (Pattaya),90
The Coffee Club Samyan Mitrtown,-2.7279696,14.927378,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2201,The Coffee Club Samyan Mitrtown,90
The Coffee Club Singha Complex,-2.4738195,14.570959,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1666,The Coffee Club Singha Complex,90
The Coffee Club Staybridge Thonglor,-2.3716698,14.869622,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6116,The Coffee Club Staybridge Thonglor,90
The Coffee Club TCC OZO Kata (Phuket),-2.5423763,15.468626,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2811,The Coffee Club TCC OZO Kata (Phuket),30
The Coffee Club Tha Maharaj,-2.68838,14.434371,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1686,The Coffee Club Tha Maharaj,90
The Coffee Club The Coast (Phuket),-3.127427,15.459725,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6111,The Coffee Club The Coast (Phuket),90
The Coffee Club Turtle Village (Phuket),-2.8711326,15.841169,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1837,The Coffee Club Turtle Village (Phuket),90
The Coffee Club Wireless Road,-2.4344661,14.472185,1,Restaurant with Good View,1,100.0,Restaurant with Good View,1667,The Coffee Club Wireless Road,90
The Coral Cosmo Lounge Suvarnabhumi Airport,-1.3384069,9.586581,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3985,The Coral Cosmo Lounge Suvarnabhumi Airport,90
The Coral Lounge Don Mueang,-1.3185325,9.873145,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3045,The Coral Lounge Don Mueang,90
The Coral Lounge Don Mueang - International Departure Lounge,-1.2011209,9.793163,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3770,The Coral Lounge Don Mueang - International Departure Lounge,90
The Coral Lounge Phuket,-1.108747,9.190239,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3043,The Coral Lounge Phuket,90
The Coral Premium Lounge Suvarnabhumi (Domestic),-0.92657626,9.231791,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3044,The Coral Premium Lounge Suvarnabhumi (Domestic),90
The Cradle At Ayara Kamala Resort & Spa (Phuket),-0.8683759,5.644507,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5875,The Cradle At Ayara Kamala Resort & Spa (Phuket),90
The Dining Room at Grand Hyatt Erawan,-0.00840529,13.118218,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2001,The Dining Room at Grand Hyatt Erawan,90
The Factory Corner,5.0496154,14.326765,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6163,The Factory Corner,90
The Farmer and The Fisherman (Phuket),0.7034352,4.4805713,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4638,The Farmer and The Fisherman (Phuket),90
The Garden Eatery,1.2664073,14.920934,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5292,The Garden Eatery,90
The Grill House Rooftop (Khaoyai),-2.2090728,8.205595,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6602,The Grill House Rooftop (Khaoyai),90
The Grille & Picolo Eatery,3.9856458,13.231857,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5761,The Grille & Picolo Eatery,90
The Hilltop Aonang (Krabi),3.4907255,14.838201,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2704,The Hilltop Aonang (Krabi),30
The House by Hongkong House,3.2145886,17.883293,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5094,The House by Hongkong House,90
The Hub Cafe and Eatery,0.9096008,15.19045,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3294,The Hub Cafe and Eatery,90
The Hungry Duck Central Embassy,4.2614813,5.4791174,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4639,The Hungry Duck Central Embassy,90
The Karaked Siam Square One,9.734128,4.371391,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4693,The Karaked Siam Square One,90
The Karaked Sukhumvit 36,-1.7943513,8.068723,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4692,The Karaked Sukhumvit 36,90
The Letter Press Cafe & Restaurant at The Printing House Poshtel Bangkok,1.9669906,17.141874,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,3007,The Letter Press Cafe & Restaurant at The Printing House Poshtel Bangkok,90
The Local Restaurant Don Mueang - Rangsit,3.8173475,11.476728,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3686,The Local Restaurant Don Mueang - Rangsit,90
The Mayflower Restaurant at Dusit Princess Srinakarin,2.2068686,9.182183,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2675,The Mayflower Restaurant at Dusit Princess Srinakarin,90
The Mulberry Chinese Cuisine The Berkeley Hotel,1.0359792,9.631195,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,928,The Mulberry Chinese Cuisine The Berkeley Hotel,60
The O.S.S by Jim Thompson,2.5679743,13.743172,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4283,The O.S.S by Jim Thompson,90
The Park Restaurant & Cafe Si Racha (Chonburi),1.2606936,14.960373,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5723,The Park Restaurant & Cafe Si Racha (Chonburi),90
The Pasta Apartment Silom,5.2365665,8.141763,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4140,The Pasta Apartment Silom,90
The Pinnacle Haus,2.3381588,14.520561,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4896,The Pinnacle Haus,90
The Red Door BKK,-1.3383983,14.263586,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6011,The Red Door BKK,90
"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)",-3.4582682,6.282431,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4139,"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)",90
The Seafood Market by House of White Bee Hoon,3.355564,17.65555,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5755,The Seafood Market by House of White Bee Hoon,90
The Second BKK,5.6081033,9.100086,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5985,The Second BKK,90
The Sky 32 at Grande CentrePoint Hotel (Pattaya),-4.363191,7.0886407,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2022,The Sky 32 at Grande CentrePoint Hotel (Pattaya),90
The Speakeasy Rooftop Bar Bangkok,-3.345952,9.838083,3,Good Location,1,100.0,Good Location,5140,The Speakeasy Rooftop Bar Bangkok,90
The St. Regis Bar and The Drawing Room,-1.3172944,12.209389,3,Good Location,1,100.0,Good Location,2634,The St. Regis Bar and The Drawing Room,90
"The Tram Restaurant, Bar & Wine Cellar (Pattaya)",-3.431337,7.8094006,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6221,"The Tram Restaurant, Bar & Wine Cellar (Pattaya)",90
The Urban Deck Cafe I Bistro I Bar,-0.011857715,8.362886,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4571,The Urban Deck Cafe I Bistro I Bar,90
The White Tiffin (Changi City Point),9.467399,4.7323966,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6054,The White Tiffin (Changi City Point),90
The White Tiffin (Woods Square Mall),5.7310896,15.007377,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6055,The White Tiffin (Woods Square Mall),90
The' Tea House FN Outlet (Hua Hin),-2.615878,2.2344084,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6145,The' Tea House FN Outlet (Hua Hin),90
Theatre Riverside,0.0072522955,14.44217,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5444,Theatre Riverside,90
Thien Duong at Baan Dusit Thani,6.6908846,12.660386,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4521,Thien Duong at Baan Dusit Thani,90
Thirteen BBQ Bar 十三烤吧,-2.9370956,11.35564,3,Good Location,1,100.0,Good Location,5602,Thirteen BBQ Bar 十三烤吧,90
Thong Nua Kao Premium Thai BBQ Banthat Thong,9.679617,8.15535,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5171,Thong Nua Kao Premium Thai BBQ Banthat Thong,90
Thong Nua Kao Premium Thai BBQ Crystal Design Center,9.336238,7.768348,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5172,Thong Nua Kao Premium Thai BBQ Crystal Design Center,90
ThreeSixty Rooftop Bar at Millennium Hilton Bangkok,-3.1892567,9.729052,3,Good Location,1,100.0,Good Location,4471,ThreeSixty Rooftop Bar at Millennium Hilton Bangkok,90
Throwback Rooftop Bangkok at Silom Edge,-3.5040464,10.026927,3,Good Location,1,100.0,Good Location,3600,Throwback Rooftop Bangkok at Silom Edge,90
Tibet Gate,4.1310635,9.242759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4184,Tibet Gate,90
Tiger Gyu Moo-krata,6.1606045,13.390032,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6788,Tiger Gyu Moo-krata,90
Tikishi Suksawat,3.972998,10.14484,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6266,Tikishi Suksawat,90
Tillie Bar,-2.1552896,11.995156,3,Good Location,1,100.0,Good Location,4287,Tillie Bar,90
Timber & Toast at Le Bali Resort & Spa (Pattaya),-2.4687474,7.1201744,1,Restaurant with Good View,1,100.0,Restaurant with Good View,5420,Timber & Toast at Le Bali Resort & Spa (Pattaya),90
Time's Dining Gateway At Bang Sue,4.996324,9.671245,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6237,Time's Dining Gateway At Bang Sue,90
Ting Tai Fu,6.2149396,13.669097,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6701,Ting Tai Fu,90
Toast Brunch & Brew (Pattaya),-4.7084293,6.540869,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4343,Toast Brunch & Brew (Pattaya),90
Tokyo Kushiyaki lzakaya & Bar,-1.4622409,12.525579,3,Good Location,1,100.0,Good Location,6770,Tokyo Kushiyaki lzakaya & Bar,90
Tomo Izakaya,3.7935266,15.065996,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5168,Tomo Izakaya,90
Tong Tong Haan Kanlapaphruek,4.2681947,9.742376,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4933,Tong Tong Haan Kanlapaphruek,90
Tong Tong Haan Thanon Chan,2.9776576,6.7711473,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4932,Tong Tong Haan Thanon Chan,90
Tongnorth Express Sai Mai,4.9942546,9.539692,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5589,Tongnorth Express Sai Mai,90
Toni Toni-Eat Drink Workshop,4.451925,12.340509,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5658,Toni Toni-Eat Drink Workshop,90
Tony's Sukhumvit 11,-1.4466043,8.307054,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3760,Tony's Sukhumvit 11,90
Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,-2.5382657,9.098076,3,Good Location,1,100.0,Good Location,3937,Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok,90
Topazio Bar at La Miniera Pool Villas (Pattaya),-3.30861,7.1214504,3,Good Location,1,100.0,Good Location,6253,Topazio Bar at La Miniera Pool Villas (Pattaya),90
Toplofty Cafe (Khao Yai),0.87256306,16.500044,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,2743,Toplofty Cafe (Khao Yai),30
Tops EATERY Central Chidlom,4.7457542,6.287084,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4392,Tops EATERY Central Chidlom,90
Tops EATERY Central Ladprao,4.4677067,5.706945,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4794,Tops EATERY Central Ladprao,90
Tops EATERY Central Patong (Phuket),2.86786,5.116117,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4795,Tops EATERY Central Patong (Phuket),90
Tops EATERY CentralWorld,4.7414827,10.613824,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4548,Tops EATERY CentralWorld,90
Tops EATERY Porto de Phuket,0.5015363,4.2185287,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4547,Tops EATERY Porto de Phuket,90
Tops EATERY Rama 2,6.170381,4.2731533,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4793,Tops EATERY Rama 2,90
Tora-San At CentrePoint Orchard,3.131297,13.071494,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5884,Tora-San At CentrePoint Orchard,90
Treehouse Health Bar,-2.5293841,12.458336,3,Good Location,1,100.0,Good Location,6475,Treehouse Health Bar,90
Tsubohachi Beehive,6.0978847,11.6345825,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5631,Tsubohachi Beehive,90
Tsubohachi Cosmo Bazaar,6.240824,12.49012,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5635,Tsubohachi Cosmo Bazaar,90
Tsubohachi Robinson Ratchaphruek,5.415931,12.200081,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5636,Tsubohachi Robinson Ratchaphruek,90
Tsubohachi The Promenade,4.587688,11.812674,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5632,Tsubohachi The Promenade,90
Tsubohachi Zpell Future Park,2.134437,8.275759,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5633,Tsubohachi Zpell Future Park,90
Tsuru Saru イザカヤ,3.7137983,13.664531,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4798,Tsuru Saru イザカヤ,90
Tu Bar Rooftop at Sri Panwa (Phuket),-1.2187632,6.9180856,3,Good Location,1,100.0,Good Location,3882,Tu Bar Rooftop at Sri Panwa (Phuket),90
Tuengnua Tuengtua Sathon,5.610493,10.677405,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4802,Tuengnua Tuengtua Sathon,90
Tukabkhao by Jerajaras Don Mueang,3.8510637,11.812517,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6412,Tukabkhao by Jerajaras Don Mueang,90
Tum 20 Donmueang,5.0996065,14.516897,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4460,Tum 20 Donmueang,90
Tum 20 Ratchada-Sutthisan,3.4340305,9.780395,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4464,Tum 20 Ratchada-Sutthisan,90
Tum 20 Saimai,3.9339802,9.75947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4461,Tum 20 Saimai,90
Tum Surin,3.2256477,10.147853,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4993,Tum Surin,90
Tum-Pak-Pert Cafe’ & Restaurant,1.6508156,16.405462,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,4393,Tum-Pak-Pert Cafe’ & Restaurant,90
Tunu Tarnar,5.574741,14.020069,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4506,Tunu Tarnar,90
Twelve Flavours,1.3210548,12.181534,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5451,Twelve Flavours,90
UGO Ristorante Italiano,4.95436,15.309656,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5898,UGO Ristorante Italiano,90
UNO MAS at Centara Grand Central World,4.168025,5.5792255,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2442,UNO MAS at Centara Grand Central World,90
Umai Shabu Shabu Twin Town,8.029865,5.366389,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6503,Umai Shabu Shabu Twin Town,90
Untill Today Coffee,-0.7406141,15.091562,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,5996,Untill Today Coffee,90
Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,-3.3981578,10.512845,3,Good Location,1,100.0,Good Location,447,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,90
