name,hybrid_cluster,cluster_label,avg_revenue_per_booking,avg_guests,active_days,log_bookings
Manee Me More Central Westgate,0,Everyday Casual Dining,127.61999999999999,2.0,4,1.6094379124341003
Manee Me More Esplanade Ratchadaphisek,1,Experience-Oriented Dining,120.12,2.6,5,2.3978952727983707
Manee Me More Fashion Island,0,Everyday Casual Dining,114.96,2.0,2,1.0986122886681098
Manee Me More Homepro Charan Sanit Wong,0,Everyday Casual Dining,143.7,2.5,2,1.0986122886681098
Manee Me More Homepro Rama 3,0,Everyday Casual Dining,143.7,2.5,2,1.0986122886681098
Mariga At Samala Hotel Bangkok,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Market Cafe Hyatt Regency Bangkok Sukhumvit,1,Experience-Oriented Dining,214.1,2.7142857142857144,5,2.0794415416798357
Mashita Grill Kanchanaphisek,0,Everyday Casual Dining,76.8,2.0,1,0.6931471805599453
Mashita Grill Ram Inthra,0,Everyday Casual Dining,138.24,3.6,2,1.791759469228055
Masons Craft Bar,0,Everyday Casual Dining,101.88,1.5,2,1.0986122886681098
Mata Garden,0,Everyday Casual Dining,114.0,2.5,2,1.0986122886681098
Matane Shabu&Sushi Premium Buffet (Kratumbaen Branch),0,Everyday Casual Dining,153.84,2.0,1,0.6931471805599453
Matsuo Izakaya,0,Everyday Casual Dining,78.0,2.0,2,1.0986122886681098
Mayraya Wine Bar at Villa Deva Resort and Hotel,0,Everyday Casual Dining,202.8,2.0,1,0.6931471805599453
Meat Sumpan,0,Everyday Casual Dining,154.8,3.0,1,0.6931471805599453
Medici Kitchen & Bar Bangkok,0,Everyday Casual Dining,395.88,2.0,1,0.6931471805599453
Mee-Seoul Korean BBQ Buffet Sugoi Eat,0,Everyday Casual Dining,113.4,3.0,1,0.6931471805599453
Mee-Seoul Korean BBQ Buffet Victoria Garden,0,Everyday Casual Dining,80.4,2.0,1,0.6931471805599453
Meisaku Premium Yakiniku,1,Experience-Oriented Dining,352.86,2.25,7,2.1972245773362196
Mekiki no Ginji,0,Everyday Casual Dining,257.37,3.75,4,1.6094379124341003
Mellow Thonglor,0,Everyday Casual Dining,198.12,4.0,5,1.791759469228055
Melody Bangkok,0,Everyday Casual Dining,202.8,4.0,1,0.6931471805599453
Memories Cafe & Restaurant By Sara De Cafe,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,1,Experience-Oriented Dining,126.14666666666666,3.0,6,2.302585092994046
Meng Pu Dong Pracha Chuen,1,Experience-Oriented Dining,164.84,3.8333333333333335,6,1.9459101490553132
Mercy Republic,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
Meridian Cruise,1,Experience-Oriented Dining,388.51,4.208333333333333,9,3.2188758248682006
Meridian Cruise 2,1,Experience-Oriented Dining,364.4509090909091,4.363636363636363,7,2.4849066497880004
Metro Lounge Avani Ratchada Bangkok,0,Everyday Casual Dining,78.0,2.0,1,0.6931471805599453
Mexicano Restaurante Autentico,0,Everyday Casual Dining,319.94,2.8333333333333335,3,1.9459101490553132
Miche Boulangerie and Coffee Bar,0,Everyday Casual Dining,52.2,3.0,2,1.0986122886681098
Michelle Gourmet,0,Everyday Casual Dining,154.8,2.0,1,0.6931471805599453
Midori Sushi Ratchapruek,0,Everyday Casual Dining,62.4,2.0,1,0.6931471805599453
Mikado at Royal princess Larn Luang hotel,0,Everyday Casual Dining,178.8,2.0,1,0.6931471805599453
Mimi's Rooftop at dusitD2 Samyan Bangkok,0,Everyday Casual Dining,191.76,2.0,1,0.6931471805599453
Mimosa Modern Italian Restaurant,0,Everyday Casual Dining,518.88,4.0,1,1.0986122886681098
Ming Xing Restaurant at Cape Dara Resort (Pattaya),0,Everyday Casual Dining,288.08000000000004,3.0,3,1.6094379124341003
Mingle Eatery and Poolside (Phuket),0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Mingle The Crystal ,0,Everyday Casual Dining,356.4,3.0,1,0.6931471805599453
MissMe Craft Bar ,0,Everyday Casual Dining,102.0,2.0,1,0.6931471805599453
Mitt Restaurant & Space,0,Everyday Casual Dining,94.8,2.0,1,0.6931471805599453
Mix Beef Club & Restaurant BKK ,0,Everyday Casual Dining,379.59999999999997,3.0,3,1.3862943611198906
"MoMo Café at Sathorn Vista, Bangkok - Marriott Executive Apartments",0,Everyday Casual Dining,131.88,1.0,1,0.6931471805599453
MoVida BKK ,0,Everyday Casual Dining,286.8,2.0,2,1.0986122886681098
Modan Japanese Restaurant Muang Thong,0,Everyday Casual Dining,179.64,3.0,1,0.6931471805599453
Mode Sathorn Hotel Staycation,0,Everyday Casual Dining,766.5666666666666,2.0,3,1.3862943611198906
Mojjo Rooftop Lounge & Bar Skyview Hotel,1,Experience-Oriented Dining,249.8090909090909,3.1818181818181817,8,3.1354942159291497
Molino Bangkok,0,Everyday Casual Dining,346.8,3.0,1,0.6931471805599453
Moment's Notice Jazz Club (Chiang Mai),0,Everyday Casual Dining,125.28,2.0,2,1.6094379124341003
Momono Omakase,0,Everyday Casual Dining,1200.0,2.0,2,1.0986122886681098
Monkey King Izakaya,0,Everyday Casual Dining,78.0,2.0,2,1.0986122886681098
Mono Sei Omakase ,2,Premium Buffet & Large-Format Dining,3389.76,2.0,1,0.6931471805599453
Mont Calzone at Habito Mall,0,Everyday Casual Dining,147.0,2.0,1,0.6931471805599453
Moom Muum Park Terminal 21 Asok,0,Everyday Casual Dining,148.0,3.0,1,1.0986122886681098
More Than a Game Cafe,0,Everyday Casual Dining,104.7,3.0,1,0.6931471805599453
More than Wine Ratchaphruek,0,Everyday Casual Dining,160.2,2.5,3,1.6094379124341003
Moreganic Restaurant Away Thapae Resort (Chiang Mai),0,Everyday Casual Dining,129.0,4.0,1,0.6931471805599453
Moru Sushi,0,Everyday Casual Dining,299.7,2.5,2,1.0986122886681098
Mosby BKK,0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Mother May I ,0,Everyday Casual Dining,146.4,2.5,2,1.0986122886681098
Moxy Bar & Restaurant At Moxy Bangkok Ratchaprasong,0,Everyday Casual Dining,148.66666666666666,2.0,3,1.3862943611198906
Mr. Enzo,0,Everyday Casual Dining,286.8,3.0,1,0.6931471805599453
Mr. Mala Hotpot Chaeng Watthana-Pak Kret 29,1,Experience-Oriented Dining,75.76,2.0,6,1.9459101490553132
Mr. Mala Hotpot Charn Avenue Chaeng Watthana,0,Everyday Casual Dining,111.71999999999998,2.3333333333333335,3,1.3862943611198906
Mr.Park BBQ Sukhumvit,0,Everyday Casual Dining,95.76,2.0,1,0.6931471805599453
Mulligans Irish Bar,0,Everyday Casual Dining,255.6,4.0,3,1.3862943611198906
Mungkorn Seafood x You Hunt We Cook,1,Experience-Oriented Dining,299.79764705882354,2.607843137254902,26,5.0369526024136295
Musuko Shabu&Grill ,0,Everyday Casual Dining,32.28,1.0,1,0.6931471805599453
Muteki by Mugendai Samyan Mitrtown,0,Everyday Casual Dining,122.4,2.0,1,0.6931471805599453
N/A Cafe & Homemade Pasta (Rayong),0,Everyday Casual Dining,68.4,2.0,1,0.6931471805599453
NAMA Japanese and Seafood Buffet (Hungry Hub),1,Experience-Oriented Dining,513.9879069767442,2.697674418604651,24,4.867534450455582
NEXT2 Cafe at Shangri-La Hotel Bangkok,2,Premium Buffet & Large-Format Dining,1678.0,7.0,3,1.3862943611198906
NJ Shabu Shabu Pattaya,0,Everyday Casual Dining,487.2,7.0,1,0.6931471805599453
Na Klongwan Vibhavadi 20,0,Everyday Casual Dining,592.32,4.0,1,0.6931471805599453
Na Krua - Thai Cuisine Ros Mue Mae ,0,Everyday Casual Dining,162.0,4.0,1,0.6931471805599453
NaRaNe Cafe&Bar,0,Everyday Casual Dining,276.0,9.0,1,0.6931471805599453
Nabezo Premium,0,Everyday Casual Dining,250.20000000000002,3.0,3,1.3862943611198906
Nai Kaew Kor Moo Yang Cafe​ & Bistro ,0,Everyday Casual Dining,115.08,4.0,1,0.6931471805599453
Namba Shabu Banthat thong,0,Everyday Casual Dining,147.2,3.3333333333333335,3,1.3862943611198906
Namba Shabu Saimai,0,Everyday Casual Dining,93.24,2.0,2,1.0986122886681098
Namba Shabu The Mall Lifestore Tha Phra,0,Everyday Casual Dining,73.91999999999999,2.0,2,1.0986122886681098
Nami Sushi (Phuket),0,Everyday Casual Dining,190.8,4.0,1,0.6931471805599453
Nami Teppanyaki Steakhouse at JW Marriott Hotel Bangkok,0,Everyday Casual Dining,556.6666666666666,2.6666666666666665,3,1.3862943611198906
Nammaejip Rama 3,0,Everyday Casual Dining,164.4,2.5,1,1.0986122886681098
Nammaejip Seacon Square Srinagarindra,0,Everyday Casual Dining,131.52,2.0,1,0.6931471805599453
Nan Bei At Rosewood Bangkok,0,Everyday Casual Dining,337.91999999999996,2.2,5,1.791759469228055
Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,1,Experience-Oriented Dining,508.9846153846153,4.615384615384615,5,2.6390573296152584
Napha Dusit Central Park,0,Everyday Casual Dining,431.76000000000005,5.2,3,1.791759469228055
Napha Emsphere,0,Everyday Casual Dining,178.8,2.0,1,0.6931471805599453
Narnia Steak & Seafood (Pattaya),0,Everyday Casual Dining,82.8,2.0,1,0.6931471805599453
Nava 6,0,Everyday Casual Dining,162.0,2.0,1,0.6931471805599453
Nava Restaurant at The Salil Hotel Riverside - Bangkok,1,Experience-Oriented Dining,277.04571428571427,2.7142857142857144,6,2.0794415416798357
Nen (念) Rama 9,0,Everyday Casual Dining,81.0,2.0,1,0.6931471805599453
Neta Grill Central Rama 2,0,Everyday Casual Dining,264.5485714285714,2.5714285714285716,4,2.0794415416798357
Neta Grill Central Westgate,1,Experience-Oriented Dining,274.28,2.6666666666666665,5,2.302585092994046
Neta Grill Market Village Rangsit,0,Everyday Casual Dining,269.7,2.5,2,1.0986122886681098
Neta Grill Market Village Suvarnabhumi,0,Everyday Casual Dining,495.63,3.5,2,1.6094379124341003
Neta Grill Seacon Square Srinagarindra,0,Everyday Casual Dining,211.5,2.3333333333333335,4,1.9459101490553132
Neta Grill Thonburi Market Place,0,Everyday Casual Dining,358.08,6.0,1,0.6931471805599453
Neua Camp Fire,0,Everyday Casual Dining,97.8,3.0,2,1.0986122886681098
Nevergiveup (Pattaya),0,Everyday Casual Dining,183.60000000000002,4.5,2,1.0986122886681098
New Horizon Cruise Terminal 21 Rama 3,0,Everyday Casual Dining,780.8000000000001,6.666666666666667,2,1.3862943611198906
Ngan MooKraTa ,0,Everyday Casual Dining,78.0,2.0,1,0.6931471805599453
Nhuer Nham Non,0,Everyday Casual Dining,274.8,3.0,1,0.6931471805599453
Nigiwai Shabu & Sushi Buffet Saimai ,0,Everyday Casual Dining,205.92,4.0,1,0.6931471805599453
Niku Machi,0,Everyday Casual Dining,162.0,2.0,1,0.6931471805599453
Nikuro Yakiniku,0,Everyday Casual Dining,119.76,2.0,1,0.6931471805599453
Nimitr Rooftop by 137 Pillars,1,Experience-Oriented Dining,260.9,2.5,4,2.3978952727983707
Nippon Yokocho ,0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
No more Mondays Café&Bar ,0,Everyday Casual Dining,114.0,2.0,1,0.6931471805599453
Noah Cruise ,1,Experience-Oriented Dining,294.54545454545456,3.272727272727273,5,2.4849066497880004
Nomjeen.N.Phuket At Bangkok Hathairat,0,Everyday Casual Dining,153.6,4.0,1,0.6931471805599453
Nomjeen.N.Phuket At Bangkok Khu Khwa,0,Everyday Casual Dining,204.0,6.0,1,0.6931471805599453
Nong Khai Pa Su Kalpapruek,0,Everyday Casual Dining,118.8,3.0,1,0.6931471805599453
Nong Khai Pa Su Ratchaphruek,0,Everyday Casual Dining,274.8,8.0,1,0.6931471805599453
Nourish Mövenpick BDMS Wellness Resort,0,Everyday Casual Dining,144.0,2.0,1,1.0986122886681098
Novotel Bangkok Bangna Staycation,0,Everyday Casual Dining,599.88,2.0,1,0.6931471805599453
Novotel Bangkok Future Park Rangsit Staycation,0,Everyday Casual Dining,420.0,2.0,1,0.6931471805599453
Nowhere BKK,0,Everyday Casual Dining,186.0,2.0,1,0.6931471805599453
NóMADA Bangkok at Baan Dusit Thani,0,Everyday Casual Dining,306.6666666666667,3.3333333333333335,2,1.3862943611198906
O' Leary's Irish Pub Bangkok,0,Everyday Casual Dining,224.4,3.0,1,0.6931471805599453
O.neul Korean Bar 오늘,0,Everyday Casual Dining,106.8,3.0,1,0.6931471805599453
OJI Omakase Sathorn,1,Experience-Oriented Dining,766.8000000000001,2.6666666666666665,6,1.9459101490553132
OPEN Bar at DoubleTree by Hilton Bangkok Ploenchit,0,Everyday Casual Dining,113.82,1.5,2,1.0986122886681098
OPEN at DoubleTree by Hilton Bangkok Ploenchit,1,Experience-Oriented Dining,207.54857142857145,4.476190476190476,8,3.091042453358316
OXBO At Millennium Hilton Bangkok,0,Everyday Casual Dining,238.8,2.0,1,0.6931471805599453
Oaker Steak,0,Everyday Casual Dining,53.88,2.0,1,0.6931471805599453
Ocean bistro at Cross Pattaya Oceanphere (Pattaya),0,Everyday Casual Dining,165.0,2.0,1,0.6931471805599453
Oceanside Beach Club & Restaurant (Hua Hin),0,Everyday Casual Dining,216.0,2.0,1,0.6931471805599453
Oishi Buffet The Mall Bangkapi (New Concept),0,Everyday Casual Dining,159.76666666666668,2.3333333333333335,3,1.3862943611198906
Oishi Eaterium Central Korat (Nakhon Ratchasima),0,Everyday Casual Dining,527.3,8.0,1,0.6931471805599453
Oishi Eaterium Central Rama 9,1,Experience-Oriented Dining,225.29607843137256,3.3137254901960786,9,3.9512437185814275
Oishi Eaterium Central Westgate,1,Experience-Oriented Dining,248.7027777777778,3.5833333333333335,8,3.6109179126442243
Oishi Eaterium Fashion Island,1,Experience-Oriented Dining,215.69444444444446,3.111111111111111,8,3.6109179126442243
Oishi Eaterium Future Park Rangsit,1,Experience-Oriented Dining,209.70000000000002,3.0,8,3.1354942159291497
Oishi Grand Mega Bangna,1,Experience-Oriented Dining,307.11333333333334,3.0,6,2.772588722239781
Okina Izakaya ,0,Everyday Casual Dining,140.76,1.6666666666666667,3,1.3862943611198906
Okinawa Restaurant Kinjo,0,Everyday Casual Dining,111.0,2.5,4,1.6094379124341003
Okuna Sushi Jungceylon (Phuket),0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Okura Cruise,0,Everyday Casual Dining,1170.0,2.75,3,1.6094379124341003
Omakase Ten,0,Everyday Casual Dining,420.0,1.0,1,0.6931471805599453
Omoide Yakiniku,0,Everyday Casual Dining,162.72,2.0,2,1.0986122886681098
One Ratchada Avani Ratchada Bangkok,1,Experience-Oriented Dining,299.06399999999996,2.9,6,2.3978952727983707
One to taste Homemade Pasta,0,Everyday Casual Dining,220.8,4.0,2,1.0986122886681098
Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),0,Everyday Casual Dining,99.9,2.0,1,0.6931471805599453
Open Bar l Public House Sukhumvit 31 Hotel,0,Everyday Casual Dining,323.64,3.0,1,0.6931471805599453
Opium Bar,0,Everyday Casual Dining,406.0,3.0,3,1.3862943611198906
Oppa Tteok - 오빠떡,0,Everyday Casual Dining,118.8,4.0,1,0.6931471805599453
Orbit Restaurant Grande Centre Point Space (Pattaya),0,Everyday Casual Dining,548.25,4.5,3,1.6094379124341003
Orchid Cafe at Sheraton Grande Sukhumvit A Luxury Collection Hotel,1,Experience-Oriented Dining,489.22325581395353,4.069767441860465,15,3.784189633918261
Oriental Bar by Oriental Residence,0,Everyday Casual Dining,159.0,2.0,1,0.6931471805599453
Otter in The Rain (Phuket),0,Everyday Casual Dining,186.0,2.0,1,0.6931471805599453
Otto's Steakhouse ,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Oxide Cafe,0,Everyday Casual Dining,119.88,2.0,1,0.6931471805599453
PAUL Bakery CentralWorld,0,Everyday Casual Dining,134.75,2.5,4,2.1972245773362196
PAWAN Restaurant (Hua Hin),0,Everyday Casual Dining,370.8,4.0,1,0.6931471805599453
PESTO - Pasta and Espresso Osteria,0,Everyday Casual Dining,166.8,2.6666666666666665,3,1.3862943611198906
PHALA (Thai Esan Gathering),0,Everyday Casual Dining,302.4,8.0,1,0.6931471805599453
PING PIMAN Amdaeng by NJOY Prestige Hotel,0,Everyday Casual Dining,310.8,3.0,1,0.6931471805599453
Pachi Bangkok ,0,Everyday Casual Dining,536.4,6.0,1,0.6931471805599453
Pae Shabu & Grill House Ramkhamhaeng 26/1,0,Everyday Casual Dining,113.7,2.5,4,1.6094379124341003
Pae Shabu & Grill House Ramkhamhaeng Housing,0,Everyday Casual Dining,71.64,3.0,1,0.6931471805599453
Paii at The House on Sathorn,1,Experience-Oriented Dining,345.7625,2.875,8,2.1972245773362196
Pal Cafe & Bistro,0,Everyday Casual Dining,138.0,2.0,1,0.6931471805599453
Panda Suki Mala Muangthong,0,Everyday Casual Dining,68.88,2.0,1,0.6931471805599453
Panda Suki Mala Theprak ,0,Everyday Casual Dining,71.76,2.0,1,0.6931471805599453
Panna Sourdough Craft Cafe,0,Everyday Casual Dining,146.4,2.5,2,1.0986122886681098
Panorama Crowne Plaza Bangkok Lumpini Park,0,Everyday Casual Dining,143.76,2.0,1,1.0986122886681098
PantaRei Restaurant at Novotel Bangkok Sukhumvit 20,0,Everyday Casual Dining,202.8,2.0,1,0.6931471805599453
Paradise Lost Siam@Siam Bangkok,0,Everyday Casual Dining,138.0,2.0,3,1.791759469228055
Pasta AMA Ratchathewi,1,Experience-Oriented Dining,142.68,3.6,5,2.3978952727983707
Pasta AMA Sala Daeng,0,Everyday Casual Dining,129.3,3.25,4,1.6094379124341003
Pasta AMA Siam Center,0,Everyday Casual Dining,97.2,2.25,3,1.6094379124341003
Pastel Rooftop Bar & Mediterranean Dining ,0,Everyday Casual Dining,432.0,2.0,1,0.6931471805599453
Pasto by Patta,1,Experience-Oriented Dining,161.76,3.5,7,2.3978952727983707
Patong Bay Hill Resort (Phuket),0,Everyday Casual Dining,97.5,2.0,2,1.0986122886681098
Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya),0,Everyday Casual Dining,334.0,2.0,2,1.0986122886681098
PengYou Cuisine & Specialty Bar Ekkamai ,1,Experience-Oriented Dining,347.74222222222227,4.148148148148148,10,3.332204510175204
PengYou Cuisine & Specialty Bar Rama 9,1,Experience-Oriented Dining,526.9466666666666,5.966666666666667,9,3.4339872044851463
Penlaos,0,Everyday Casual Dining,154.8,6.0,1,0.6931471805599453
Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35)  ,0,Everyday Casual Dining,566.4,3.5,2,1.0986122886681098
Penthouse Bar + Grill Rooftop at Park Hyatt Bangkok (level 36),0,Everyday Casual Dining,310.8,2.0,1,0.6931471805599453
Penthouse Bar + Grill at Park Hyatt Bangkok (level 34),0,Everyday Casual Dining,574.8,2.0,1,0.6931471805599453
Peter's Pan Kitchen ,0,Everyday Casual Dining,230.10000000000002,4.25,3,1.6094379124341003
Phahon View - Khao Ngu (Ratchaburi),0,Everyday Casual Dining,453.6,8.0,1,0.6931471805599453
Phahon View Watcharapol,0,Everyday Casual Dining,274.8,6.0,1,0.6931471805599453
Phrikkhua Kapihom HomePro Future Park Rangsit,0,Everyday Casual Dining,333.0,5.0,1,0.6931471805599453
Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,0,Everyday Casual Dining,199.79999999999998,3.0,2,1.0986122886681098
Phrikkhua Kapihom The Market Village Rangsit,0,Everyday Casual Dining,199.8,3.0,1,0.6931471805599453
Phrikkhua Kapihom The Nine Tiwanon,0,Everyday Casual Dining,133.2,2.0,1,0.6931471805599453
Phrompoon,0,Everyday Casual Dining,78.0,2.0,1,0.6931471805599453
Piano Bar at VIE Hotel,1,Experience-Oriented Dining,437.3333333333333,4.0,6,1.9459101490553132
Picante At Centara Korat (Nakhon Ratchasima),0,Everyday Casual Dining,198.0,2.0,2,1.0986122886681098
Picnic Hotel Bangkok,0,Everyday Casual Dining,162.0,4.5,2,1.0986122886681098
Pimkaew,0,Everyday Casual Dining,107.88,2.0,1,0.6931471805599453
Ping-Hi-Suk MooKata Gateway Bang Sue,0,Everyday Casual Dining,98.63999999999999,2.3333333333333335,2,1.3862943611198906
Pink Typhoon Creative Pasta & Steak Ari,0,Everyday Casual Dining,174.0,3.2,5,1.791759469228055
Pinnic at Cape Dara Resort (Pattaya),0,Everyday Casual Dining,190.68,2.0,1,0.6931471805599453
Pipula! Bangkok,0,Everyday Casual Dining,234.0,2.0,1,0.6931471805599453
Pizza Maru Korean Pizza & Chicken Central World,0,Everyday Casual Dining,214.8,4.0,1,0.6931471805599453
Pizza Maru Korean Pizza & Chicken Future Park Rangsit,0,Everyday Casual Dining,238.8,4.0,1,0.6931471805599453
Place Bangkok ,1,Experience-Oriented Dining,265.3333333333333,2.6666666666666665,6,2.302585092994046
Plamong at Holiday Inn (Hua Hin),0,Everyday Casual Dining,202.8,2.5,2,1.0986122886681098
Plearn - Rooftop Restaurant & Bar (Phuket),0,Everyday Casual Dining,150.0,2.0,1,0.6931471805599453
Ploen Restaurant,1,Experience-Oriented Dining,581.5714285714286,11.285714285714286,3,2.0794415416798357
PlukRak Pretty Healthy,0,Everyday Casual Dining,66.0,2.0,1,0.6931471805599453
PokiHolic Bangna. ,0,Everyday Casual Dining,95.76,2.0,1,0.6931471805599453
Pool Bar by Maitria Mode Sukhumvit 15,0,Everyday Casual Dining,99.0,2.0,1,0.6931471805599453
Porkitchen,0,Everyday Casual Dining,70.8,2.0,1,0.6931471805599453
Porsh Dining (Si Racha),0,Everyday Casual Dining,222.0,3.0,2,1.0986122886681098
Praca at The Standard Hua Hin,0,Everyday Casual Dining,144.0,2.0,1,0.6931471805599453
Praram 9 Kaiyang The Market Bangkok,0,Everyday Casual Dining,92.05,2.25,2,1.6094379124341003
Praram 9 Kaiyang The Promenade ,1,Experience-Oriented Dining,106.08999999999999,2.5,6,2.3978952727983707
"Praya Dining at Praya Palazzo, Bangkok ",0,Everyday Casual Dining,252.48000000000002,2.4,5,1.791759469228055
Praya Kitchen Bangkok Marriott Hotel The Surawongse,1,Experience-Oriented Dining,634.872972972973,5.324324324324325,9,3.6375861597263857
Preda CookHouse - by บ้านสวนปรีดา (Nakhon Pathom),0,Everyday Casual Dining,118.8,2.0,2,1.0986122886681098
Prego Amari Pattaya (Pattaya),0,Everyday Casual Dining,262.8,2.0,2,1.0986122886681098
Prego Bangkok Amari Bangkok,0,Everyday Casual Dining,205.4,2.25,3,1.6094379124341003
Prego Kata (Phuket),0,Everyday Casual Dining,246.0,2.0,1,0.6931471805599453
Prince Cafe at Prince Palace Hotel Bangkok,1,Experience-Oriented Dining,404.82,8.1,7,2.3978952727983707
Prodpraan Eatery (Hua Hin),0,Everyday Casual Dining,138.0,4.0,1,0.6931471805599453
Purple Laurel 紫桂轩,0,Everyday Casual Dining,784.5,4.5,2,1.6094379124341003
Putahracsa Staycation (Hua Hin),0,Everyday Casual Dining,540.0,2.0,1,0.6931471805599453
RIB ROOM & BAR Steakhouse The Landmark Bangkok ,1,Experience-Oriented Dining,573.5882352941177,3.0,9,2.8903717578961645
RIVA At Ocean Marina Resort Jomtien (Pattaya),0,Everyday Casual Dining,178.8,2.0,3,1.6094379124341003
Ra Biang Na,0,Everyday Casual Dining,142.8,3.0,1,0.6931471805599453
Rabbit Hole at Phuket (Phuket),0,Everyday Casual Dining,99.0,3.0,1,0.6931471805599453
Rabiengview Ayutthaya,0,Everyday Casual Dining,128.0,2.6666666666666665,2,1.3862943611198906
Rad Street at The Fig Lobby,0,Everyday Casual Dining,114.24,3.0,1,0.6931471805599453
Radicle Beer Company,0,Everyday Casual Dining,226.8,4.0,1,0.6931471805599453
Radius Restaurant at Cape Dara Resort (Pattaya),0,Everyday Casual Dining,343.2,4.0,1,0.6931471805599453
Rain Tree Cafe at The Athenee Hotel,1,Experience-Oriented Dining,755.725,6.0,8,3.044522437723423
Rak to Eat (Phuket),0,Everyday Casual Dining,105.0,2.0,1,0.6931471805599453
Ralph House,0,Everyday Casual Dining,52.8,2.0,1,0.6931471805599453
Rama at Furama Silom Hotel,1,Experience-Oriented Dining,135.66,2.8333333333333335,6,1.9459101490553132
Ramayana Water Park (Chonburi),0,Everyday Casual Dining,311.52,4.0,1,0.6931471805599453
Ramen Kaosoi and Japanese Buffet,0,Everyday Casual Dining,152.04,2.3333333333333335,3,1.3862943611198906
Ratchapruek Seafood Buffet,0,Everyday Casual Dining,239.76,2.0,1,0.6931471805599453
Raynue Gaysorn Amarin,0,Everyday Casual Dining,322.8,3.0,2,1.0986122886681098
Realpork Korean Pub & Grill Groove at Central World,0,Everyday Casual Dining,128.4,2.0,2,1.0986122886681098
Reap Factory (Courtyard by Marriott Bangkok),0,Everyday Casual Dining,121.5,1.0,2,1.0986122886681098
Red Lobster Emsphere,0,Everyday Casual Dining,379.9,3.0,1,0.6931471805599453
Red Lobster Queen Sirikit National Convention Center,0,Everyday Casual Dining,379.9,3.0,1,0.6931471805599453
Red Oven SO/ Bangkok,1,Experience-Oriented Dining,887.8,7.333333333333333,9,2.772588722239781
Red Rose Chinese Restaurant & Jazz Lounge at Shanghai Mansion,0,Everyday Casual Dining,900.0,8.0,1,0.6931471805599453
Red Sky Restaurant 55th Floor,0,Everyday Casual Dining,555.0,2.0,2,1.0986122886681098
Red Sky Rooftop & Bar 56th Floor,1,Experience-Oriented Dining,256.0375,3.0,7,2.1972245773362196
RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,1,Experience-Oriented Dining,279.4375,2.15,18,3.713572066704308
Rendezvous Lounge & Bar The Landmark Bangkok Hotel,0,Everyday Casual Dining,123.8,2.0,1,0.6931471805599453
Rern,0,Everyday Casual Dining,976.08,2.0,2,1.0986122886681098
Restaurant PATT,0,Everyday Casual Dining,979.44,2.0,1,0.6931471805599453
Reun Rom Bar,0,Everyday Casual Dining,154.8,2.0,1,0.6931471805599453
Ricci Italian Restaurant and Crudo Bar,0,Everyday Casual Dining,216.0,2.0,2,1.0986122886681098
Rice Restaurant (Phuket),0,Everyday Casual Dining,138.0,2.0,1,0.6931471805599453
Riedel Restaurant & Wine Cellar ,0,Everyday Casual Dining,391.104,2.8,5,1.791759469228055
Rim Klong Café Mövenpick BDMS Wellness Resort,0,Everyday Casual Dining,144.0,2.0,1,0.6931471805599453
Rim Talay @ Amari Patong (Phuket),0,Everyday Casual Dining,99.0,2.2,5,1.791759469228055
Rimbungsounprig Bar&Restaurants (Ayutthaya),0,Everyday Casual Dining,174.0,4.0,1,0.6931471805599453
Rimsuan Centre Point Hotel Sukhumvit 10,0,Everyday Casual Dining,94.8,2.0,1,1.0986122886681098
Rinji Japanese Dining Experience,0,Everyday Casual Dining,202.8,2.5,2,1.0986122886681098
Ripple sea (Chonburi),0,Everyday Casual Dining,313.8,5.0,2,1.0986122886681098
River Barge at Chatrium Hotel Riverside Bangkok,0,Everyday Casual Dining,1014.0,6.2,3,1.791759469228055
River Kwai Village Hotel Staycation (Kanchanaburi),0,Everyday Casual Dining,1032.0,4.0,1,0.6931471805599453
Roam Bar Joy ,0,Everyday Casual Dining,90.0,2.0,2,1.0986122886681098
Roccabkk,0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
Rogues Bar at InterContinental Bangkok Sukhumvit,0,Everyday Casual Dining,118.8,2.0,1,0.6931471805599453
Rolling Ribs at Le Méridien Bangkok,0,Everyday Casual Dining,229.0,4.0,1,0.6931471805599453
Romsai Banyan Tree Hotel,1,Experience-Oriented Dining,409.0660377358491,4.264150943396227,19,4.672828834461906
Roof 70,1,Experience-Oriented Dining,141.86666666666667,3.111111111111111,4,2.302585092994046
