,restaurant name,text,cluster,theme
1353,Shabushi Central Changwattana,"Shabushi Central Changwattana They don't restock the conveyor belt.
Even when you call to order  the staff are reluctant to come. They tell you to pick from the conveyor belt  but all that's left is vegetables and meatballs. There's practically no seafood. It's like eating leftovers. Whatever's left  you get to eat. I've been there 3 times  and it's been the same every time. I'm done with this branch. Shabushi Central Changwattana The squid was fresh and the overall experience was acceptable  but the food was served very slowly. Shabushi Central Changwattana It ruins the reputation of the Oishi brand. On the day I came to eat  many items were canceled (Chinese kale  Chinese celery  mackerel  fish cakes  hot tea  and many other kinds of meatballs). The food was not delivered on the conveyor belt very often. You have to order and the staff is very difficult to call. If I had known beforehand  I definitely would not have eaten there. I felt very disappointed and wasted a lot of money. Shabushi Central Changwattana Not worth the money. I didn’t expect it to be this bad. Anyone who’s eaten at good restaurants before would all agree — it’s bad. Shabushi Central Changwattana This is the first time at this branch and will be the only time  both the service of the staff and the food line. ",2,Attentive Service but Pricey
1354,Shabushi Central Ladprao,"Shabushi Central Ladprao It was just okay  not worth the 599 baht (excluding VAT). The meat was just average. Shabushi Central Ladprao The food selection was extremely limited  and they didn't replenish the stock. The clams weren't fresh  the conveyor belt was almost empty  and the bowls and plates were stained and looked dirty.

The Bangkapi and Mega Bangna branches are much better. Shabushi Central Ladprao  Shabushi Central Ladprao i loved everything about this place  it was my first shabu shabu experience  so maybe i could use more information from the staff about it. I had to ask ChatGPT and learn by watching other people cook their meals. Nevertheless the experience was amazing and delicious Shabushi Central Ladprao The food is fresh and the turnover is fast. The staff are attentive  but it's always crowded. ",2,Attentive Service but Pricey
1355,Shabushi Central Rama 2,"Shabushi Central Rama 2 No waiting in line  affordable prices  and good quality  clean food. Shabushi Central Rama 2 The food is good according to standards. This branch has good service. Shabushi Central Rama 2 Total score 5 stars Thank you for choosing Sky Nani.

Rebrand early June with the first presenter pair  Sky Nani. To be honest  I haven't eaten it for more than 20 years. ☺️☺️

Today  I took my grandchildren (Sommai-Noina) to support the presenter pair.

The food is good. The meat in 599 is a bit hard. The premium pork neck in 499 is okay. But I like the fresh shrimp balls in 599 a lot. 🧐🤨

Good service  hardworking staff Shabushi Central Rama 2 It's noon on Saturday.
The chef hasn't started work yet?
I tried for 10 minutes until I had to call the waiter to take my order. Shabushi Central Rama 2 There are a lot of tables  but they don't call for people to enter. It's terrible. ",2,Attentive Service but Pricey
1356,Shabushi Central Rama 3,Shabushi Central Rama 3 I've been eating here for a very long time. No matter how bad the food was  I still kept coming back. Even when the food was stale  I still went back. But the latest promotion  over 300 baht  was unacceptable; the sushi was stale and the tempura was inedible. It's like they intentionally ran that promotion to drive customers away. Amazing! This is the last time I'll ever eat here. Shabushi Central Rama 3 The food that was scanned and ordered took quite a while to come out  but overall it was good. Shabushi Central Rama 3 The food was generally fresh  and sushi and cheese could be ordered in advance. The Platinum Buffet at 599 RMB was good value for money. Occasionally  some vegetables were blackened or meat took a while to arrive  but the staff handled these issues politely and promptly. Parking was convenient  and the atmosphere was comfortable. It's worth a return visit. Shabushi Central Rama 3 Green tea/chocolate ice cream is very difficult to scoop 😔 23/10/25 I understand that there is still some left. The kids should make it into balls. It's so hard that it's almost impossible to scrape. The shop has good air conditioning. The staff are nice. The atmosphere is okay. Using various credit card promotions is good. Thank you. 🤩 I would like to criticize the ice cream. Please improve it! (399+฿) Shabushi Central Rama 3 I usually eat here often  but on Friday  6/6/25  the staff wasn't ready and the manager wasn't there. It's a shame about the quality in the past. I've been eating here since 20 years ago  and it's deteriorated significantly now. ,2,Attentive Service but Pricey
1357,Shabushi Central Rama 9,Shabushi Central Rama 9 We like this place versus the other sushi buffets in Rama 9 Central because it also has shabu shabu. They have some pre-made sushi's on the conveyor belt  but with an upcharge  you can order eel and other freshly made sushi's to be delivered  plus they have all you can eat shabu-shabu and ice cream. Shabushi Central Rama 9 Terrible service  extremely slow food. The 599++ baht bill was already disappointing  but I didn't expect everything to be this bad. Definitely not returning. The staff looked like they were being forced to serve. I asked for my food 4-5 times  asking the same questions about what was missing  but they wouldn't follow up or check. If I hadn't yelled  I probably wouldn't have gotten my food. Plates were piled high on the table  and they walked past 10 times without noticing. Shabushi Central Rama 9 The food is decent  399+ baht per person  including soft drinks and ice cream  it's an all-you-can-eat buffet. Shabushi Central Rama 9 I felt the restaurant was very dirty. They made us sit near where food scraps are dumped  and the smell wafted out. It wasn't worth the price we paid. I feel the quality has really declined lately. Shabushi Central Rama 9  ,2,Attentive Service but Pricey
1358,Shabushi Central Ramindra,"Shabushi Central Ramindra The decor is modern  the conveyor belt replenishes food quickly  and the food freshness is acceptable  with the cheese tofu and shrimp tempura being particularly outstanding; however  the seaweed and pork dish is monotonous  and there were a few flies. It would be recommended to add more variety of small dishes and improve hygiene. The service is proactive  and at 399 baht  it offers good value for money and is suitable for casual gatherings. Shabushi Central Ramindra I think the best table at this branch is the last one  near the water dispenser  because it offers privacy. The food on the conveyor belt was a bit disappointing  with huge flies all over it. The beef and pork marinated in baking soda tasted very artificial  but the sliced ​​food was edible.

The staff cleared the tables quickly  but the day I went  a child was playing with the peanuts they used to sprinkle on the ice cream. When the child didn't eat them  they poured them back into the jar. I almost fainted. The staff didn't take good care of the food.

What they did well was the shrimp tempura: it was hot and not rancid at all. Shabushi Central Ramindra It's unacceptable that people cut in line even though they were there before. The service staff were terrible  acting like we were begging for food. Shabushi Central Ramindra  Shabushi Central Ramindra The food quality and service meet the restaurant's standards 👍
The restaurant is beautifully decorated and offers a comfortable  private atmosphere. ",2,Attentive Service but Pricey
1359,Shabushi Central Westgate,"Shabushi Central Westgate The food wasn't to my liking.
The price wasn't very good value. Shabushi Central Westgate แนะนำให้ไปช่วงร้านเปิดใหม่ๆ เพราะจะสะอาดกว่าช่วงสายๆ และไม่วุ่นวายมาก ไลน์อาหารส่วนตัวมองว่ากลางๆ ไม่มากไม่น้อย ถ้าไม่ซีเรียสก็โอเคอยู่ กินสาขานี้ประจำ บางวันดี บางวันพอใช้ได้สลับกันไป แต่โดยรวมใช้ได้ครับ ถ้าปรับปรุงเรื่องความสะอาดอีกนิด ก็โอเคเลย 🫰 Shabushi Central Westgate It was a very unpleasant dining experience.
No one came to take our order from the moment we arrived.
We just stood there looking confused.
We waited a long time for our bowls to be brought.
The conveyor belt wasn't refilled.
The tables weren't cleared  just left lying around.
Condiments like chili and garlic weren't available.
There were no ice cream spoons.
The bill and order details weren't placed on the table  and there was no notification of the time.
The food quality has deteriorated.
The staff were inattentive.
The service was terrible.
This branch should be inspected; if it's not ready to provide good service  it should be closed. Shabushi Central Westgate If you love donation  come here! Food here makes me don’t wanna eat. 😊 Shabushi Central Westgate I told the staff I wanted to collect points. I opened the app and had the staff take a picture of the QR code so they could add the points.
It's been a day  and the staff still hasn't added the points.
They can't say they forgot because there weren't many customers when I paid.
The staff even took a picture of the QR code and said they would take care of it.
It's like they didn't intend to do it from the start. It seems like they just wanted to get through the transaction and be done with it  not caring about anyone else's job.
They really need to improve. If you're thinking of eating at this branch  please choose another restaurant. There are many other delicious restaurants out there.
Actually  I was going to eat at Sushiro  but Sushiro was so crowded  the wait was 70 minutes  so I came to this restaurant instead. I could have used my credit card points for a 120 baht discount  which was a good deal. But after this experience  I'm done with it. I'm not going back. It was terrible. They need to improve their staff. But I guess I went anyway. I'm very disappointed with the restaurant's staff. ",2,Attentive Service but Pricey
1360,Shabushi Central Westville,"Shabushi Central Westville The staff were very friendly  lovely  and attentive. I really like this branch. Shabushi Central Westville Tasty. Shabushi Central Westville I came to this branch for lunch on a weekday and they always refilled shrimp  beef  and pork. The food line was always full.
I had to keep asking for more at other branches.
This branch is lovely  and the staff are all friendly and provide excellent service.
I paid 426.43 baht per person. ",2,Attentive Service but Pricey
1361,Shabushi CentralWorld,"Shabushi CentralWorld We arrived at 20:16 and the service was poor from the start. Our orders took very long to come out  and we constantly had to ask about them. my sushi orders never arrived at all.
While we were still busy eating  at around 21:15  the staff started packing everything away. We still wanted to get dessert  but everything was already cleared. Our time for eating was until 21:46  yet we were rushed and did not feel welcome.
Because our food took so long  we didn’t even get to enjoy the full time we paid for. The overall experience was very disappointing  and the staff made us feel unwelcome. Shabushi CentralWorld Tasty. Shabushi CentralWorld When we first came in  the waitress didn't introduce the food to us  and her expression wasn't very pleasant. The food itself was alright  but the only downside was the waitress's attitude  which really needs improvement. Shabushi CentralWorld It's terrible  there are few options  and what's available is of poor quality. Shabushi CentralWorld As a European citizen  this was a really cool dining experience! It was a little tricky at first to figure out which menu items and soups to choose – the staff weren't much help with that  unfortunately. But once you've decided  you're shown to your table and can then order the fresh ingredients for your chosen meal using a QR code. The ingredients on the conveyor belt are available to everyone. It's an all-you-can-eat system! The place itself is a bit worn and a little sticky… but the food was really very good! ",0,Various Menus & Quality Food
1362,Shabushi Fashion Island,"Shabushi Fashion Island Terrible. They didn't refill the food. I asked repeatedly  ""Aren't you going to refill the meat?"" The kitchen was so busy  they didn't bother replenishing anything. That's it  I'm not coming back. This is the last time. I thought they would improve  but it's worse than before. Shabushi Fashion Island  Shabushi Fashion Island  Shabushi Fashion Island Promotion starts at 399 baht. As the days go by  the food gets less and less. Sitting on the conveyor belt in the middle  the food doesn't fill the conveyor belt. Today  many foods aren't served on the conveyor belt like before  such as wakame seaweed  straw mushrooms  meatballs  glass noodles. There's never been a standard. Whenever you eat  you have to take a chance on what will be available that day. The sushi is low quality  the shrimp eggs are market-grade  too bland  and there's no sweet egg. The staff doesn't pay much attention to the customers. You eat until your plate is over your head and they still don't come to clean it. Shabushi Fashion Island The conveyor belt is empty and not replenished  leaving only uneaten food on the conveyor belt. ",0,Various Menus & Quality Food
1363,Shabushi Future Park Rangsit Floor 2,"Shabushi Future Park Rangsit Floor 2 Today  February 10th  1969  I went in around 3 PM. The male manager was busy chatting nonsense in the kitchen  completely ignoring customers and not paying attention to when they entered the store. He didn't even bother to look at the front of the store.
The green soda was out of stock. A technician happened to be there to service the machine and informed the manager  but the manager ignored him. Even after the technician reminded him twice  he still didn't bring any from the stock to serve him. Furthermore  he didn't answer  didn't say anything  and didn't even mention whether he had any in stock or not. He just kept giving the technician a grumpy look. In the end  the technician left without checking  fixing  or testing the water quality. I understand he probably had other work to do  but the manager didn't care what he was waiting for and just acted arrogant. His behavior was terrible. If he didn't care about the technician  he should have cared about the possibility of customers needing it too. He shouldn't just be antagonizing and finding fault with the technician. Isn't his ego way too high? Shabushi Future Park Rangsit Floor 2 It's a small shop on the second floor. The staff were rather unfriendly and didn't smile much from the moment we were greeted. Refills were quite slow  and there was no fruit available. It wasn't worth the price. I usually really like Shabushi. Shabushi Future Park Rangsit Floor 2  ",0,Various Menus & Quality Food
1364,Shabushi Future Park Rangsit Floor B,Shabushi Future Park Rangsit Floor B I went during mall opening hours  so it was nice and relaxing with few people around. The staff were lovely and provided excellent service 👍 Shabushi Future Park Rangsit Floor B It would be great if we can use ice maker  I feel it’s cleaner than using ice tank Shabushi Future Park Rangsit Floor B This incident occurred on January 10th  2026  during the evening rush hour  approximately 6:00 PM - 7:30 PM. When I made a reservation  a female employee informed me that the wait time would be approximately 40 minutes and took my phone number without confirming it. She only said she would call me when it was my turn. I waited while shopping  for about an hour to an hour and a half  but no one called. I returned to the store  and a male employee said that the female employee had missed a digit in my phone number  so they couldn't call me  and that they had already given my number to two other customers. He then said I should wait another 5-10 minutes. When I asked again for clarification on how much longer  the male employee said 12 minutes  which kept increasing. What kind of service is this? They didn't even write down my number completely; they weren't ready to serve me. It was terrible service  even before I stepped into the store. Should I pay for such poor service? I'm never going to this store again. If I could give negative stars  I would. Shabushi Future Park Rangsit Floor B Delicious  excellent Shabushi Future Park Rangsit Floor B  ,0,Various Menus & Quality Food
1365,Shabushi Mega Bangna,Shabushi Mega Bangna  Shabushi Mega Bangna It's a rotating shabu-shabu so I can eat it the way I like it. Shabushi Mega Bangna  Shabushi Mega Bangna Terrible service. I'd been seated for less than 5 minutes  before I'd even started eating  and the waiter spilled dipping sauce all over my shirt and pants. There was absolutely no compensation or responsibility taken  just a perfunctory apology. My entire outfit was ruined. Awful  the worst ever experience. Shabushi Mega Bangna  ,2,Attentive Service but Pricey
1366,Shabushi Robinson Ratchaphruek,"Shabushi Robinson Ratchaphruek As you can see in the picture  the food ran out and wasn't refilled. The fried food was only refilled once  from the time it was finished.
They hardly refilled the water either  even though I told the staff about it. I don't understand if it's a deliberate cost-saving policy of the restaurant to avoid refilling the food.
Compared to other restaurants  I don't think this one can compete at all. It's no wonder its popularity is declining. Shabushi Robinson Ratchaphruek I paid in full  but this and that were canceled. The sesame sauce was canceled  the straw mushrooms were canceled  and the drinks I dispensed were all gone before refilling. The ice cream was gone too.
Hey  if you're going to cancel like this  you could have just lowered the price to 199. There's a 298 promotion  but you can't eat the shrimp tempura. I can eat the 399 as usual. So many items were canceled. If I'd known  I could have just gotten the 298.

It's so expensive  but it's so terrible. So disappointed. Shabushi Robinson Ratchaphruek  Shabushi Robinson Ratchaphruek  Shabushi Robinson Ratchaphruek I haven't tried the food yet.
But today  there weren't many people  so I thought I'd have a comfortable seat.
But the service wasn't good enough to greet customers and show them to their tables.

I'd rather go eat at another restaurant. ",0,Various Menus & Quality Food
1367,Shabushi Seacon Square,Shabushi Seacon Square This used to be the first restaurant that came to mind when I wanted shabu-shabu. The variety of food was great  making it enjoyable to eat there frequently without getting bored. However  the food variety has decreased significantly now. The items on the conveyor belt are mostly the same things. If they increased the food variety  I'm sure many of their loyal customers would return. Shabushi Seacon Square Glasses  cups  soup bowls  utensils - all dirty  with traces of food or who knows what. Hope I dont get upset stomach after eating here... Shabushi Seacon Square Seafoods are not fresh. Service is slow. The shabu soup is super blend. Shabushi Seacon Square Thailand's First store with Seperated Sushi bar and new interior design. Shabushi Seacon Square This was my first visit to this restaurant since COVID-19. Previously  I'd have to wait for hours  depending on the time of day and day of the week. But it was already 7:00 PM on a Friday  and the place was empty. The menu had significantly reduced  and the vegetables were cut into dry  crisp pieces. I'm not sure if this restaurant or the entire Shabushi chain is the only one that will likely close down soon. ,2,Attentive Service but Pricey
1368,Shabushi Siam Center,"Shabushi Siam Center I love the cucumber roll 👍🏻 Shabushi Siam Center The manager's aunt complained that the world is ending. The atmosphere is very sad and she is not happy eating. Regarding the coffee  if it spills  just clean it up and it's over. December 1  2015 at 1:30 PM. She complained until it was annoying. The customers do not want to know about the internal affairs. Please improve. I wish you well. Shabushi Siam Center The staff are very nice and cheerful. I really like it. I ordered 2 salmon rice bowls and got 1. I didn't get the garlic fried rice. I also had to wait a long time for the eel rice bowl. This is a very good branch. It's so good that I only went there once. Shabushi Siam Center The food was fresher than I expected and the turnover was fast  which was nice. Shabushi Siam Center I've eaten at Shabushi Buffet many times before  but I've never tried this branch before. 🍲
I stopped by the other day to give it a try  and the taste is still the same. I can eat it over and over again.

But what impressed me this time was... they even included straw mushrooms. 🥰
I have to say  they were amazing! They were especially delicious when paired with the tom yum soup. It was a perfect match  perfect for straw mushroom lovers like me. 💖

Another thing I want to mention is that the restaurant has both individual and group tables. Whether you're going with friends or alone  you can choose the one that suits you best. ",0,Various Menus & Quality Food
1369,Shabushi Terminal 21 Rama 3,"Shabushi Terminal 21 Rama 3 -The food is half the price of my usual restaurant.
But the quality is terrible.
The food on the conveyor belt is dry because nobody picks it up.
The food is repetitive  and the dipping sauces are awful. Even the sushi and ice cream are mediocre.

-The seating isn't wheelchair accessible. You can't bring a high chair in; you have to sit on the side  which blocks the aisle.

*** The restaurant needs to improve its cleanliness. When they gave us the high chair  before we even had a chance to take pictures  cockroaches ran out everywhere. Honestly  I lost my appetite. My wife wanted to eat  so we did. In the end  our daughter got diarrhea when we got home. Shabushi Terminal 21 Rama 3 The highest level course  Premium 427B (half price for those between 110-140cm tall)  also includes imitation sushi.
The shabu-shabu was okay.
There was a lot of toppings. Shabushi Terminal 21 Rama 3  Shabushi Terminal 21 Rama 3 I happened to come and eat on March 3rd  so I got a buy one get one free promotion. The Wagyu beef was excellent  the pieces were as big as my face. Shabushi Terminal 21 Rama 3 Today I came to eat Shabushi at Terminal Rama 3 for the first time. I had high expectations from eating at other branches. I can say that this is the worst place I've ever eaten. Cleanliness is 0. Service is good. Food is small. Food and water bar is dirty. Glass is stained. Plate has dust and hair. ",2,Attentive Service but Pricey
1370,Shabushi The Mall Bangkae,"Shabushi The Mall Bangkae I ate at Shabu Shabu  Seacon Bangkae branch. The staff provided excellent service! I was very impressed. They were very attentive to customers  so much so that I felt a little embarrassed by their kindness. 💗 Shabushi The Mall Bangkae กินชาบูชิบ่อยค่ะ กินมาหลายสาขาแต่สาขานี้ไม่ประทับใจบริการเลย เพราะเห็นว่าใกล้บ้านเลยไปสาขานี้นึกว่าบริการจะดีขึ้นบ้างแต่ไม่เลย ตอนนี้เลือกจะไปกินสาขาอื่นไกลออกไปหน่อยแต่ยอมเพื่อไม่ต้องเจอกับพนักงาน เหวี่ยงๆ ไม่เต็มใจบริการแบบนี้ Shabushi The Mall Bangkae  Shabushi The Mall Bangkae We came for the 499++ promotion  not overly sweetened blue swimming crabs...
There were 4 of us...it turned out the crabs were very small  and more importantly  more than half weren't fresh. We ordered 10 crabs  and only 3-4 were fresh. Plus  they were overcooked and salty. With a promotion like this  customers will definitely run away. One time is enough...the pork and beef are normal  of average quality. The ice cream is frozen and impossible to scoop...the only good thing left is the salmon sushi...it's edible... Shabushi The Mall Bangkae I recently went to eat and found a cockroach in my water glass. I told the staff and they just threw the glass away without taking any action. I was so disappointed. It was the most unpleasant meal ever. ",2,Attentive Service but Pricey
1371,Shabushi The Mall Bangkapi,Shabushi The Mall Bangkapi This branch is all about greens  focusing mainly on vegetables and instant noodles. There's hardly any meat on the conveyor belt. Shabushi The Mall Bangkapi There was limited food on the conveyor belt  the tom yum soup was tasteless  and the staff seemed unwilling to provide service. Shabushi The Mall Bangkapi Some food items are not dispensed automatically; you have to request them from the staff. Shabushi The Mall Bangkapi สั่งแบบ+99บาทเหมือนได้กินอยู่แค่นั้นจริงๆเพราะวันที่ไปคือไม่ได้กินข้าวกลางวันหิวข้าวมากเลยไม่ได้เช็ครายการอาหารเท่าไหร่ ไม่รู้ว่ามีของทอดด้วยเพราะเห็นแปะป้ายไว้สำหรับพรีเมี่ยม สาหร่ายวากาเมะ เต้าหู้ไข่ เส้นอูด้งได้กินตั้งแต่เซ็ท259 แต่คนจ่าย+99ไม่ได้กินกินแต่เมนูเดิมๆ Shabushi The Mall Bangkapi Everything was delicious! There's a conveyor belt where you can pick and eat your own sushi  then have fruit and drinks. We ate until we were full. There were four of us. ,0,Various Menus & Quality Food
1372,Shabushi The Mall Tha Phra,"Shabushi The Mall Tha Phra Shabushi OISHI
Offers a wide variety of choices with 3 price options.
The sushi quality is considered okay. There are 3 types of shabu-shabu broth to choose from.
The conveyor belt is constantly refilled. The staff are friendly and provide good service. Shabushi The Mall Tha Phra I don't like it and would like to be contacted back. I sat and waited 4 queues ahead of me. In the end  I didn't make a reservation for them  so they cut in line and moved me to 7 queues ahead of them. Isn't that right? I took my child to eat and they still had to wait. I feel very disappointed and would not recommend it to anyone else. Shabushi The Mall Tha Phra - The man  probably the manager  is very good at coordinating the restaurant. But he's the only good thing about this place. The others are all bad.
- They take orders without any communication. One person says they have a queue  and the other says they have to wait. This causes confusion for customers.
- The food is very dry.
- There are a lot of insects flying around the restaurant.
- The frying area is tough and hard.
- The conveyor belt food is insufficient. Shabushi The Mall Tha Phra  Shabushi The Mall Tha Phra An affordable shabu-shabu buffet at The Mall Thapra. They even have beef! 🤟

We ordered the smallest buffet option  which cost 427 baht net. It included drinks  desserts  and everything else. It was great value for money.

The food selection was extensive. There was a decent variety of beef for the shabu-shabu. The highlights were the sliced ​​beef  kalbi beef  and sliced ​​pork neck. The slices were well-cooked  not too thick or too thin – just right. You could order unlimited amounts of all of them. They were delicious. Just eating those three types of beef repeatedly made it worth it. 🥩🥓

Other items included fresh shrimp  salmon head  dory fish  other pork cuts  bacon  pork liver  various meatballs  cheese-filled fish balls  various vegetables  pumpkin  various mushrooms  chicken eggs  egg tofu  seaweed-wrapped pork  and more. There's a huge selection. It's definitely worth it for big eaters.🦐🐠🐷

The sushi selection is decent  with various types of rice rolls  seaweed salad  kimchi  tempura shrimp  and even curry rice. We think it's a good deal and worth it.🍛🍙🍤

For dessert  there's ice cream  fruit salad  fresh fruit like watermelon and pineapple  and a wide variety of drinks including various Oishi teas and fruit juices. Hot teas are also available.🍨🍦🥛☕

The service is also good. You can order whatever menu item you want anytime  and the staff are attentive and clear empty plates. Throughout the meal  we think it's great.

The atmosphere is nice and relaxing. We went in the afternoon and it wasn't crowded. The equipment in the restaurant is clean and meets standards.

In summary  we think it's good. It's a buffet that's comfortable for solo diners. The food is varied  the price isn't too high  and it's very filling and worth the money.

The clear soup and dipping sauces are good  but we wish they used fresh lime.

If you're looking for a filling and value-for-money buffet at The Mall  we recommend this restaurant. 🫰🫰 ",2,Attentive Service but Pricey
1373,Shakariki432 Major Ratchayothin,"Shakariki432 Major Ratchayothin It was a really terrible experience.
The cucumber and squid with plum sauce had a very strong  artificial plum sauce flavor  like it was soaked in children's plum jam. The quality was very disappointing.
Also  the restaurant was too cold to stand  so I had to leave immediately. Shakariki432 Major Ratchayothin  Shakariki432 Major Ratchayothin Tendon is extremely salty  as salty as if a jar of salt had been poured over it. Shakariki432 Major Ratchayothin  Shakariki432 Major Ratchayothin THAHK YOU SO MUCH RATT FOR GOOD SERVICE IN restaurant and im have amazing 🤩 memories ",0,Various Menus & Quality Food
1374,Shakariki432 Riabduan Ekkamai-Ramintra,"Shakariki432 Riabduan Ekkamai-Ramintra  Shakariki432 Riabduan Ekkamai-Ramintra I went there around 11pm and there were still a lot of people there. 
The menu is also very well thought out and great 🙆 Shakariki432 Riabduan Ekkamai-Ramintra  Shakariki432 Riabduan Ekkamai-Ramintra  Shakariki432 Riabduan Ekkamai-Ramintra  ",0,Various Menus & Quality Food
1375,Shakariki432 The Nine Center Rama 9,"Shakariki432 The Nine Center Rama 9 Since it's located far from a Japanese residential area  I get the impression that there are more Thai customers.

Since it's close to my usual work area 
I often visit here during lunchtime and often get the mackerel  fried chicken  and ginger pork set meal.

Their lunch promotion allows you to enjoy a Japanese set meal for around 120-180 baht  which is a nice perk.

Parking is available at The Nine parking lot in the shopping mall.

It's adjacent to other banks and other stores. Shakariki432 The Nine Center Rama 9  Shakariki432 The Nine Center Rama 9 The quality of the food has deteriorated a lot. The quantity is not appropriate for the price. The quality is not like a Japanese restaurant. Run away. Shakariki432 The Nine Center Rama 9 You can have dinner on the way. It's complete. Shakariki432 The Nine Center Rama 9 Shakariki  The Nine Rama 9 branch
A delicious izakaya restaurant.
A wide variety of menu items  including izakaya (Japanese-style sashimi  rolls  salads  and rice bowls).
You can also make your own takoyaki. It's fun and delicious!
Beer promotions are available.
Friendly staff.
Great atmosphere.
Power outlets at every table.
Charge your phone or work.
Wi-Fi is also available. ",2,Attentive Service but Pricey
1376,Shaloba Eatery,"Shaloba Eatery 非常愉快的用餐經驗👏 Shaloba Eatery You can enjoy delicious cakes and coffee. 
It's in the heart of Bangkok  but the atmosphere is calm. Shaloba Eatery  Shaloba Eatery Pleasant hideaway showcasing turkish coffee  complete menu for any drop in  great ambiance for ""arisan""-let's go ladies! Shaloba Eatery The atmosphere is wonderful—I absolutely loved it. Both the coffee and the food are delicious. It’s a perfect place for brunch  dinner  or even just to sit back and enjoy a relaxing cup of coffee. ",0,Various Menus & Quality Food
1377,Shark Bite Restaurant,"Shark Bite Restaurant I went here two days in a row  and even when people came in and sat down  there was no greeting or menu.
The Pad Khao Moo Sam (Pad Khao Moo Sam) came out cold with a fried egg and a lot of burnt meat.
Never order the gochujang chicken. It's salty and the fried chicken is very thick.
The two small pieces in the photo aren't even meat; they're just fried skins. Shark Bite Restaurant The food in this hotel is a joke. We ordered pizza from the stone owen but they use ketchup instead of tomato sauce. Every meal we had in this hotel has been a disaster. Really poorly run hotel and restaurants Shark Bite Restaurant Slow unprofessional service from staff who look like they have no idea what they are doing. Food is bland and greasy  cocktails wouldn't even give 1 out of 10 they were that bad. Shark Bite Restaurant Good food. Mix of Thai and western options Shark Bite Restaurant The pizza was very delicious. The staff (Nong Bam) was friendly and gave good recommendations. Whatever I wanted  they got it for me. I only heard the words ""yes"" and ""no"". They were very nice. I really liked the service. ",0,Various Menus & Quality Food
1378,Shibuya Shabu Ekkamai,Shibuya Shabu Ekkamai How do I make a reservation? I can't reach the phone number. Shibuya Shabu Ekkamai At first  I couldn't get through by phone. When I got to the store  it was closed. The security guard who was looking after the area informed me that the store had been closed for a month. Shibuya Shabu Ekkamai The food took a very long time to arrive  especially the sashimi. Shibuya Shabu Ekkamai  Shibuya Shabu Ekkamai My most visits Shabu buffer .. Hightly recommand. ,2,Attentive Service but Pricey
1379,Shida Yakiniku & Izakaya Chaengwattana 14,"Shida Yakiniku & Izakaya Chaengwattana 14  Shida Yakiniku & Izakaya Chaengwattana 14 I like it. It's comfortable and the food is worth the price. Shida Yakiniku & Izakaya Chaengwattana 14 This izakaya offers good prices  cold beer  and delicious  rich  and slightly sweet food. It's different from other izakayas I've been to  and I really like it.
The staff are attentive and provide excellent service.

The downside is limited parking. Parking is limited to just 1-2 cars in front of the restaurant. You might have to park at Big C  but that's only until 9 p.m. Shida Yakiniku & Izakaya Chaengwattana 14  Shida Yakiniku & Izakaya Chaengwattana 14 The food is delicious and looks very appetizing. The atmosphere is friendly. ",0,Various Menus & Quality Food
1380,Shida Yakiniku & Izakaya Prachanukoon,"Shida Yakiniku & Izakaya Prachanukoon A hidden gem with great Japanese food  expertly prepared  and reasonably priced. Highly recommended! 🫰 Shida Yakiniku & Izakaya Prachanukoon This izakaya also offers grilled meats and sukiyaki. Located near the Prachanukul intersection  near Nittaya Klai Yang  it's easy to find. This time  I ordered both pork and beef to grill. The sauce was average. What impressed me was the sukiyaki  which was delicious. I enjoyed slurping the soup until the pot was empty. The other dishes were fine. If you're looking for sukiyaki  I highly recommend this place.

Price: 4/5
Quality: 5/5
Taste: 4/5
Cleanliness: 5/5
Speed: 5/5
Service: 5/5
Location: 5/5
Value: 4/5 Shida Yakiniku & Izakaya Prachanukoon The food is fresh and clean  just like eating in Japan. If you love Japanese food  I highly recommend this restaurant.
The atmosphere is great and the decor is beautiful. Just talking about it makes me want to go again! Shida Yakiniku & Izakaya Prachanukoon Very delicious. The food is excellent. Good quality. Good atmosphere. Shida Yakiniku & Izakaya Prachanukoon The food quality has gotten worse. The waiters are terrible. Everything is bad now. ",0,Various Menus & Quality Food
1381,Shidai Kushiyaki,"Shidai Kushiyaki  Shidai Kushiyaki It was delicious! The baked rice was a 100/10! The staff were lovely and the service was excellent. The atmosphere was like eating at a friend's house  very warm and cozy. Shidai Kushiyaki  Shidai Kushiyaki The food is delicious. I especially love the tentaigo (sweet egg omelet).
I've been here many times. The atmosphere is nice and the food comes out quickly. I like it. Shidai Kushiyaki  ",0,Various Menus & Quality Food
