input_string,found,official_name,city,country,formatted_address,rating,website,error
Chibing Chicken and Bingsu Pattaya Beach (Pattaya),True,Chibing Chicken and Bingsu Pattaya,Muang Pattaya,Thailand,"236 Beach Rd, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",4.1,,
The O.S.S by Jim Thompson,True,The O.S.S Bar,,Thailand,"6 Soi Kasem San 2, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.9,https://jimthompsonrestaurant.com/,
Lamaya (Khao Yai),True,LAMAYA KHAOYAI,Tambon Mu Si,Thailand,"369, Ampher, Tanarat Rd, Tambon Mu Si, Amphoe Pak Chong, Chang Wat Nakhon Ratchasima 30130, Thailand",4.8,http://www.lamayakhaoyai.com/,
Tillie Bar,True,Tillie Bar,,Thailand,"ชั้น 3, Unicorn Bangkok, Phaya Thai Rd, Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.9,https://www.facebook.com/tilliebarbkk/,
Aneki × Paper Meal ,True,Paper Meal​ x​ Aneki,,Thailand,"ทาวน์อินทาวน์ 1181 Thanon Siwara, Khwaeng Phlabphla, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",4.8,,
Melody Bangkok,True,Melody Bangkok,,Thailand,"732 พัฒนาการ 30 Soi, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",4.9,https://www.facebook.com/melodybangkok,
Camin Cuisine & Cafe Central Rama 9,True,ขมิ้น Camin Cusine & Cafe สาขา Central Rama9,,Thailand,"7th floor, 9/9 Rama IX Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.3,,
Camin Cuisine & Cafe Seacon Square Srinagarindra,True,ขมิ้น Camin Cuisine & Cafe สาขาซีคอนสแควร์ ศรีนครินทร์,,Thailand,"55 Thanon Srinagarindra, Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",4.4,https://www.facebook.com/camin.cuisineandcafe.th/,
VIVIN Asok ,True,VIVIN Asok - café grocery bistro - Local Organic Natural Artisan,,Thailand,"33 1 Soi Sukhumvit 19, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://vivingrocery.com/,
The Kinopolis ,True,The Kinopolis,,Thailand,"122 1 ถ. ราชมนตรี Khwaeng Khlong Khwang, Khet Phasi Charoen, Krung Thep Maha Nakhon 10160, Thailand",5.0,https://thekinopolisbkk.com/,
KHAO PIYO Bangkok - Indian Multi Cuisines ,True,Khao Piyo Bangkok - Indian Multi Cuisine,,Thailand,"150/1 Sukhumvit Soi 22, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.8,https://www.khao-piyo.com/,
Zaap Classic Emquartier,True,Zaap Classic สาขา เอ็มควอเทียร์,,Thailand,"ชั้น B The EmQuartier 689 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.2,,
Zaap Classic Pridi Banomyong,True,Zaap Classic,,Thailand,"390 Sukhumvit 71 Rd, Khwaeng Phra Khanong Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",3.2,,
Zaap Classic Phahon Yothin,True,Zaap Classic,,Thailand,"อาคารพหลโยธินเพลส ชั้น1 ตรงข้าม ธนาคาร ธนชาติ Phahon Yothin Road, Khwaeng Samsen Nai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.3,https://www.facebook.com/zaapclassic,
Zaap Classic Lotus’s Sukhaphiban 3,True,Zaap Classic (Lotus’s Sukhaphiban 3),,Thailand,"โลตัส รามคำแหง 68 Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.1,http://www.facebook.com/zaapclassic,
Yunnan Bangpoon,False,,,,,,,No results found
Yunnan (Chon buri),True,หม่าล่า เบียร์วุ้น@พัทยา 雲南絕味，燒烤,Pattaya City,Thailand,"WVVV+62M, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",4.0,https://www.facebook.com/profile.php?id=100094594297898&mibextid=ZbWKwL,
Yunnan (Rayong),False,,,,,,,No results found
Khao Jaan-Prod CentralWorld,True,Khao Jaan-Prod ข้าวจานโปรด,,Thailand,"Level 7, 999/9 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.5,https://www.facebook.com/KhaoJaanProd,
Shibuya Shabu Ekkamai,True,Shibuya Shabu Ekkamai,,Thailand,"582 18-22 Soi Sukhumvit 63, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.2,https://www.facebook.com/ShibuyaShabu/,
Cafe de Salil La Petite Salil Sukhumvit Thonglor 1 ,True,Cafe de Salil,,Thailand,"44, 13 Soi Sukhumvit 53, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.0,,
La Petite Salil Sukhumvit Thonglor 1 Staycation,True,La Petite Salil Sukhumvit Thonglor 1,,Thailand,"44/14-17, Sukhumvit 53, Paidee-Madee, Klongton Nua, เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",4.5,https://www.lapetitesalil.com/sukhumvitthonglor1,
Bangrak Grill at Grande Centre Point Surawong,True,Bangrak Grill,,Thailand,"30th floor Grande Centre Point 299 Surawong Rd, Khwaeng Suriya Wong, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.8,https://bangrakgrill.com/,
Walk Rooftop Bar at Centara Watergate Pavilion Hotel Bangkok,True,WALK Rooftop Bar,,Thailand,"20/F Centara Watergate Pavillion Hotel 567 Rachaprarop Road, Makkasan, Ratchathewi Bangkok, 10400 TH 567 Ratchaprarop Rd, Khwaeng Makkasan, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.2,https://www.centarahotelsresorts.com/centara/cwb/restaurant/,
Toast Brunch & Brew (Pattaya),True,Brew & Bar Pattaya,Muang Pattaya,Thailand,"Level G 463/68 Holiday Inn Pattaya 463/99 Beach Rd, Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri 20150, Thailand",5.0,https://www.facebook.com/brewandbar.pattaya,
Man Fu Yuan Kitchen Samyan Mitrtown,True,Man Fu Yuan Samyan Mitrtown,,Thailand,"G Floor, Samyan Mitrtown Parking Lot, 902 ถ. พญาไท แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",4.3,,
La VIE Bistronomy at VIE Hotel,True,La VIE Bistronomy,,Thailand,"117 39-40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.5,https://www.viehotelbangkok.com/restaurants-and-bars/la-vie-bistronomy/,
Piano Bar at VIE Hotel,True,Piano Bar,,Thailand,"At VIE Hotel Bangkok, 117/39-40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.9,https://www.viehotelbangkok.com/restaurants-and-bars/piano-bar/,
Ma La Kor Robinson Lat Krabang,True,MA-LA-KOR (Robinson Lifestyle Ladkrabang),,Thailand,"308, 1 Thanon Lat Krabang, Khwaeng Lat Krabang, Khet Lat Krabang, Krung Thep Maha Nakhon 10520, Thailand",3.8,,
Ma La Kor Fashion Island,True,MA-LA-KOR (Fashion Island),,Thailand,"587 ซอย 39 ถนน รามอินทรา, Khwaeng Khan Na Yao, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",4.7,,
Ma La Kor Seacon Square Srinagarindra,True,Ma La Kor Som Tum,,Thailand,"ชั้น G ฝั่งโลตัส Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",3.9,https://www.facebook.com/malakor.theoriginal,
Ma La Kor The Mall Bang Kapi,True,Ma La Kor Som Tum,,Thailand,"ชั้น 3 ศูนย์การค้าเดอะมอลล์บางกะปิ เลขที่ 3522 Lat Phrao Rd, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.5,,
Blue Parrot Bangkok,True,Blue Parrot Bangkok,,Thailand,"21, 1 Soi Mek Sawat, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",4.6,https://www.facebook.com/blueparrotbangkok,
Hashiri at The Athenee Hotel,True,"The Athenee Hotel, a Luxury Collection Hotel, Bangkok",,Thailand,"61 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.6,https://www.marriott.com/en-us/hotels/bkkla-the-athenee-hotel-a-luxury-collection-hotel-bangkok/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,
Bella Sera at Sofitel Bangkok Sukhumvit Hotel,True,Bella Sera,,Thailand,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.7,http://www.bellaserabkk.com/,
Fufu Shabu Rama 4,True,Fu Fu,,Thailand,"3243/1 Thanon Rama IV, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://www.fufushabu.com/,
Fufu Shabu Ari,True,FuFu Taiwanese Shabu Ari,,Thailand,"ที่อยู่ 133 Soi, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.6,https://m.facebook.com/fufushabu.tw/,
Fufu Shabu G Tower Grand Rama 9,True,FuFu Taiwanese Shabu Buffet - G Tower (Fl.2) ( ฟู่ฟู่ ไต้หวันนีส ชาบู บุฟเฟต์ สาขา จี ทาวเวอร์ พระราม9),,Thailand,"อาคาร จี ทาวเวอร์ ชั้น 2 Rama IX Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.6,https://www.fufushabu.com/,
SM168 Restaurant & Bar ,True,sm168,,Thailand,"19 Sukhumvit 42, Khwaeng Phra Khanong, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.2,,
Prego Bangkok Amari Bangkok,True,Prego Bangkok,,Thailand,"847 Thanon Phetchaburi, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.5,https://www.facebook.com/PregoBangkok,
Tops EATERY Central Chidlom,True,Tops Eatery Central Chidlom,,Thailand,"G Fl, Central Chidlom Tower, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.4,http://www.tops.co.th/,
Tum-Pak-Pert Cafe’ & Restaurant,True,Tum Pak Pert,,Thailand,"1087, Around Community Mall, Khwaeng Makkasan, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",4.4,https://www.facebook.com/tumpakpertaround,
Warawara Station,True,Warawara,,Thailand,"36/9 Phahonyothin Soi 7, Phayathai Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",4.7,https://www.facebook.com/warawara.ari,
Oriental Bar by Oriental Residence,True,Oriental Bar,,Thailand,"110 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",4.9,https://www.oriental-residence.com/bangkok/dine/oriental-bar,
Junichi Japanese Restaurant ,True,JUNICHI Japanese Restaurant,,Thailand,"Songprapa , Saranakom10 Seekan, แขวงสีกัน ดอนเมือง กรุงเทพมหานคร 10210, Thailand",4.8,https://www.facebook.com/JunichiJapaneseRestaurant,
Izakaya Naihua,True,Izakaya Naihua,,Thailand,"9, 33 Thanon Thaniya, Khwaeng Suriya Wong, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",4.7,https://www.facebook.com/izakayanaihua/,
Tha Tubtong,True,Tubtong School,,Thailand,"Sana Nikhom 1 Soi 8, Khwaeng Chan Kasem, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.3,https://www.tubtong.ac.th/,
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4,True,Food Exchange - Novotel Bangkok Sukhumvit 4,,Thailand,"27 Soi Sukhumvit 4, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.4,https://novotelbangkoksukhumvit4.com/restaurants-and-bars/food-exchange/?_gl=1*xbbm2g*_up*MQ..*_ga*MzMwMTAxMDk2LjE3MzM4MjA3MTM.*_ga_7KJ5EGK1H2*MTczMzgyMDcxMi4xLjAuMTczMzgyMDcxMi42MC4wLjA.,
Sai Bistro Restaurant at The Sinae (Phuket),True,Sai Bistro & Bar,Tambon Ratsada,Thailand,"888, Tambon Ratsada, Amphoe Mueang Phuket, Chang Wat Phuket 83000, Thailand",4.0,https://www.sinaephuket.com/dining/sai-bistro-bar,
OPEN at DoubleTree by Hilton Bangkok Ploenchit,True,DoubleTree by Hilton Bangkok Ploenchit,,Thailand,"12 Sukhumvit 2, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",4.7,https://www.hilton.com/en/hotels/bkksodi-doubletree-bangkok-ploenchit/?SEO_id=GMB-APAC-DI-BKKSODI,
The Lobby Lounge at Hyatt Regency Bangkok Sukhumvit,True,The Lobby Lounge,,Thailand,"Bangkok Marriott Marquis Queen's Park, Lobby Level, 199, 22 ถ. สุขุมวิท Klong Ton, เขตคลองเตย กรุงเทพมหานคร 10110, Thailand",4.5,https://www.marriott.com/en-us/dining/restaurant-bar/bkkqp-bangkok-marriott-marquis-queens-park/5869910-the-lobby-lounge.mi,
RedSquare Rooftop Bar at Novotel Bangkok Sukhumvit 4,True,RedSquare Rooftop Bar,,Thailand,"25th floor of Novotel Bangkok, 27 ซ. สุขุมวิท 4 แขวงคลองเตย Klongtoey, กรุงเทพมหานคร 10110, Thailand",4.4,http://www.facebook.com/RedSquareRooftopBar/,
FLOW at Millennium Hilton Bangkok,True,FLOW,,Thailand,"123 Charoen Nakhon Rd, Khwaeng Khlong San, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",4.6,https://www.tablecheck.com/en/millennium-hilton-bangkok-flow/reserve/message,
Shabushi Robinson Ratchaphruek,True,Shabushi by Oishi,Tambon Bang Khun Kong,Thailand,"189 Thanon Ratchaphruek, Tambon Bang Khun Kong, Amphoe Bang Kruai, Chang Wat Nonthaburi 11130, Thailand",4.1,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Mega Bangna,True,Shabushi by Oishi สาขาเมกาบางนา,Tambon Bang Kaeo,Thailand,"ห้องเลขที่ 2222 ชั้น 2 เลขที่ 39 หมู่ 6 Bangna - Trad Road Tambon Bang Kaeo, Amphoe Bang Phli, Chang Wat Samut Prakan 10540, Thailand",4.2,https://www.oishifood.com/restaurant-details.php?restaurant=shabushi,
Shabushi Central Rama 9,True,SHABUSHI by Oishi Central Rama9,,Thailand,"9/9 Rama IX Rd, Khwaeng Huai Khwang, Khet Din Daeng, Krung Thep Maha Nakhon 10400, Thailand",3.2,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Central Ladprao,True,Shabushi - Central Ladprao,,Thailand,"ศูนย์การค้าเซ็นทรัลพลาซา ลาดพร้าว 1697 Phahon Yothin Road, Khwaeng Lat Yao, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.0,,
Shabushi Future Park Rangsit Floor 2,True,Shabushi ฟิวเจอร์พาร์ครังสิต,Thanyaburi District,Thailand,"XJR8+7RJ, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",4.1,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Fashion Island,True,Shabushi by Oishi,,Thailand,"1061 ชั้น 1 F 5/5, 6 หมู่ที่ 7 Ram Inthra Rd, Khwaeng Khan Na Yao, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand",4.1,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Future Park Rangsit Floor B,True,Shabushi Future Park Rangsit Fl. 2,อำเภอธัญบุรี,Thailand,"ห้องเลขที่ GPLZ.G.ALS001,001B, ศูนย์การค้าฟิวเจอร์พาร์ค รังสิต, เลขที่ 94 ถ. พหลโยธิน ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130, Thailand",3.0,http://oishifood.com/,
Shabushi Seacon Square,True,Shabushi,,Thailand,"55 Thanon Srinagarindra, Khwaeng Nong Bon, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand",4.0,https://www.oishifood.com/restaurant/shabushi/,
Shabushi The Mall Bangkapi,True,Shabushi by Oishi,,Thailand,"3rd Floor, The Mall Bangkapi, 3522 Lat Phrao Rd, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand",4.0,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Siam Center,True,ชาบูชิบุฟเฟ่ต์สยามเซ็นเตอร์,,Thailand,"979 ห้องเลขที่404 ชั้น4 อาคารสยามเซ็นเตอร์, ถ.พระราม1, แขวงปทุมวัน เขตปทุมวัน กทม Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",3.7,https://www.wongnai.com/restaurants/4616zj-shabushi-siam-center,
Holli Bolli Rooftop Bar @ Radisson Suites Bangkok Sukhumvit,True,Holli Bolli Rooftop,,Thailand,"23/2 Soi Sukhumvit 13, Klongtoey Nua, Watthana, Krung Thep Maha Nakhon 10110, Thailand",3.6,https://www.facebook.com/HolliBolliBkk,
KBBQ Rangsit,True,KBBQ RANGSIT,Khlong Nueng,Thailand,"2JV8+39, Khlong Nueng, Khlong Luang District, Pathum Thani 12120, Thailand",4.4,https://www.facebook.com/profile.php?id=100092938953261,
KBBQ Lad Phrao,True,KBBQ LADPRAO,,Thailand,"2539 Soi Chit Ari, Khlong Chaokhun Sing, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand",4.4,https://www.facebook.com/profile.php?id=100092938953261,
Shabushi Central Rama 3,True,Shabushi by Oishi Central Rama3,,Thailand,"79/35, ชั้น 6 โซนลิฟท์แก้ว ศูนย์การค้าเซ็นทรัลพระราม 3 Thanon Sathu Pradit, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand",3.9,https://oishifood.com/,
Shabushi Central Westville,True,Shabushi - Central Westville,Maha Sawat,Thailand,"Thailand, Nonthaburi, Bang Kruai District, Maha Sawat, Ratchaphruek Rd, ชั้น 1 โซน Outdoor",3.7,,
Shabushi CentralWorld,True,Shabushi,,Thailand,"B603, 4, 4/1-2, 4/4 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",3.7,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Terminal 21 Rama 3,True,Shabushi Terminal 21 Rama 3,,Thailand,"3766, 16 Thanon Rama III, Khwaeng Bang Khlo, Khet Bang Kho Laem, Krung Thep Maha Nakhon 10120, Thailand",3.8,https://www.facebook.com/oishifoodstation,
Shabushi The Mall Tha Phra,True,Shabushi by OISHI (tha pra),,Thailand,"99 Thanon Ratchadaphisek, Khwaeng Bukkhalo, Khet Thon Buri, Krung Thep Maha Nakhon 10600, Thailand",4.0,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Central Changwattana,True,Shabushi by Oishi Central Chaengwattana,Amphoe Pak Kret,Thailand,"เลขที่ 99/9 หมู่ 2 Soi Chaeng Wattana-Parkkred 19, Tambon Pak Kret, Amphoe Pak Kret, Chang Wat Nonthaburi 11120, Thailand",3.9,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Central Westgate,True,Shabushi by Oishi,Tambon Sao Thong Hin,Thailand,"199/4 199 Tambon Sao Thong Hin, Amphoe Bang Yai, Chang Wat Nonthaburi 11140, Thailand",3.3,https://www.oishifood.com/restaurant/shabushi/,
Shabushi The Mall Bangkae ,True,"Shabushi by Oishi, The Mall Lifestore Bangkae",,Thailand,"275 หมู่ 1 Phet Kasem Rd, Khwaeng Bang Khae Nuea, Khet Bang Khae, Krung Thep Maha Nakhon 10160, Thailand",3.9,https://www.oishifood.com/restaurant/shabushi/,
Shabushi Central Ramindra,True,Shabushi (Central Ramindra),,Thailand,"Central Department Store, เลขที่ 109/9 Ram Inthra Rd, Khwaeng Anusawari, Khet Bang Khen, Krung Thep Maha Nakhon 10220, Thailand",3.2,,
Shabushi Central Rama 2,True,Shabushi by Oishi,,Thailand,"404, Central Plaza Rama 2, 128 Thanon Praram 2, Khwaeng Samae Dam, Samae Dum, Krung Thep Maha Nakhon 10150, Thailand",4.0,https://www.oishifood.com/restaurant/shabushi/,
Rosded BBQ International Buffet Ramkhamhaeng 187,True,รสเด็ด บาร์บีคิว อินเตอร์บุฟเฟ่ต์ มีนบุรี,,Thailand,"2/1 2 2 Soi Ramkhamhaeng 187, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand",4.1,,
Rosded BBQ International Buffet On Nut 90,False,,,,,,,No results found
The BelleValia Pool Bar at Valia Hotel Bangkok,True,Valia Hotel Bangkok,,Thailand,"95, 370, 22 ซ.สุขุมวิท 24 Khwaeng Klongton, เขตคลองเตย กรุงเทพมหานคร 10110, Thailand",4.6,http://www.valiahotelbangkok.com/,
Tum 20 Donmueang,False,,,,,,,No results found
Tum 20 Saimai,True,ตำ20 สายไหม,,Thailand,"13, 8 Sai Mai Rd, Khwaeng Sai Mai, Khet Sai Mai, Krung Thep Maha Nakhon 10220, Thailand",4.5,,
Ancient Tea House Asiatique the Riverfront,True,Asiatique Ancient Tea House,,Thailand,"Asiatique, 76 ซ. เจริญกรุง 72 แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120, Thailand",4.5,https://www.asiatiqueancientteahouse.com/,
Tum 20 Ratchada-Sutthisan,True,Tam 20 Ratchada – Suthisan,,Thailand,"90 Thanon Sutthisan Winitchai, Khwaeng Samsen Nok, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",4.7,http://www.facebook.com/profile.php?id=61552069468953,
Shida Yakiniku & Izakaya Chaengwattana 14,True,Shida Yakiniku & Izakaya Chaengwattana 14 ชิดะยากินิคุ แจ้งวัฒนะ 14,,Thailand,"29 184 Chaeng Watthana 14 Yaek Mu Ban Rung Arun, Khwaeng Thung Song Hong, Khet Lak Si, Krung Thep Maha Nakhon 10210, Thailand",4.6,https://mobile.facebook.com/ShidaYakiniku/?ref=bookmarks,
