activity_id,source_table,channel,kol_platform,kol_id,kol_username,kol_restaurant_id,kol_restaurant_name,kol_country,kol_cuisine_type,kol_post_url,kol_post_date,kol_price_per_post,kol_cpm,kol_views,kol_likes,kol_comments,kol_conv_rate,kol_growth_rate,crm_campaign_id,crm_campaign_name,crm_country,crm_restaurant_id,crm_sent_datetime,crm_lang,crm_city,crm_audience,crm_topic,crm_published,crm_sent,crm_delivered,crm_total_clicked,crm_unique_clicked,crm_unique_conversions,crm_revenue,crm_ctr,crm_click_to_purchase,crm_delivered_to_purchase,crm_rev_per_click,fb_ad_name,fb_delivery_status,fb_delivery_level,fb_result_type,fb_country,fb_start_date,fb_end_date,fb_restaurant_id,fb_restaurant_id_2,fb_restaurant_id_3,fb_restaurant_id_4,fb_restaurant_id_5,fb_reach,fb_impressions,fb_frequency,fb_results,fb_amount_spent_thb,fb_cost_per_result
FB_8dfe7c2cb5fb,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HH_Buffet Festival_Y2025 - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,31.0,38.0,1.22580645,,1.28,
FB_113a381ae705,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=LOY_KRATONG_2025|TYPE=IMG|PLAT=FB - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,5.0,5.0,1.0,,0.23,
FB_8da77c799d6d,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=NEW_YEAR_DEALS_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-02 - Copy,active,ad,,,2025-06-16,2026-05-27,,,,,,47.0,56.0,1.19148936,,2.3,
FB_e827084d255a,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh-nbt_ninebatieww_2434_the-district-grill-room-bar-bangkok-marriott-hotel-sukhumvit_fb_21102025 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,5.0,6.0,1.2,,0.06,
FB_1e93515fee7c,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_2928_seasonal-tastes-the-westin-grande-sukhumvit-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,513.0,563.0,1.09746589,,15.87,
FB_ddea6c81b043,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_hungryhub_3166_koko-japanese-omakase-bangkok-vdo_fb_19092025 - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,38.0,41.0,1.07894737,,2.22,
FB_a46c5afd5bbe,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|RID=3564|RNAME=S_CAF_AT_S31_SUKHUMVIT_HOTEL|PLAT=FB|DATE=2025-10-24 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,2478.0,2976.0,1.20096852,,98.56,
FB_5f6cbfe14882,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_hungryhub_3626_omakase-ten-bangkok-thailand_fb_02102025 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,45.0,53.0,1.17777778,,2.4,
FB_021b48d887e9,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-ls_rhoireview_3629_savio_key – Copy - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,261.0,300.0,1.14942529,,18.41,
FB_f5cbd8e4c3ca,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=3629|RNAME=SAVIO_AT_CHATRIUM_GRAND_BANGKOK|TYPE=VDO|PLAT=FB|DATE=2025-12-11 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,18.0,19.0,1.05555556,,0.8,
FB_11a221fe25ee,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-ls_rhoireview_3901_vantage point_sal – Copy - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,162.0,176.0,1.08641975,,7.79,
FB_94943bcd124b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_3908_you-i-premium-suki-buffet - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,7.0,7.0,1.0,,0.16,
FB_6977f6b80cab,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_brn_4089_kunshine-hotpot-asok-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,126.0,131.0,1.03968254,,2.76,
FB_cb7fe9fef011,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-kmg_res_4470_khaan-bangkok-michelin-guide,archived,ad,,,2025-06-16,2026-05-27,,,,,,233.0,258.0,1.10729614,,6.72,
FB_525e9788e9dd,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_4648_sushi-hiro-shabu-buffet - Copy 2,archived,ad,,,2025-06-16,2026-05-27,,,,,,51.0,64.0,1.25490196,,1.96,
FB_b78ea514a107,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-tv_hh-cjn_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,1103.0,1383.0,1.25385313,,34.55,
FB_cf4de9e3b642,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=KOL|COUNTRY=TH|RID=5280|RNAME=ROS_CHAROEN_BY_KUANG_SEAFOOD_PATTAYA|TYPE=IMG|KOLID=HH-RHOI|PLAT=FB - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,537.0,662.0,1.23277467,,21.44,
FB_10bdaa7cbe2a,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_brn_5295_charoen-rung-rueang-international-buffet-true-digital-101-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,1.0,1.0,1.0,,0.01,
FB_66d530663282,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_5423_yanghin-seuton-geulil-rama-4-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,527.0,597.0,1.13282732,,8.63,
FB_61a82ab77620,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=5684|RNAME=PENGYOU_CUISINE__SPECIALTY_BAR|TYPE=IMG|PLAT=FB|DATE=2025-10-30 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,137.0,145.0,1.05839416,,6.92,
FB_3d7b27d47188,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_5978_cutts-thonglor-omakase-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,10.0,12.0,1.2,,0.56,
FB_1c673ff43781,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_hungryhub_6116_the-coffee-club-staybridge-thonglor-bangkok-vdo_fb_11102025 - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,65.0,66.0,1.01538462,,1.26,
FB_1ad09f8ca054,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_6235_time-s-dining-ari-hills-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,32.0,36.0,1.125,,0.98,
FB_7c4ed19fd752,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aumjumma I Vertigo TOO I - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,1180.0,1323.0,1.12118644,,33.02,
FB_628c746b34f9,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HH_ad_oishi grand - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,326.0,366.0,1.12269939,,8.55,
FB_2e4cad115d31,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_hungry-hub-gift-card - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,19.0,25.0,1.31578947,,1.37,
FB_5739b970f910,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_hungry-hub-subscription-voucher-bangkok - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,34.0,40.0,1.17647059,,1.23,
FB_c982f25bb822,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_bangkok-staycation - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,7.0,7.0,1.0,,0.33,
FB_fa9cb08e9f68,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_10th-anniversary-with-exclusive-deal - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,4.0,4.0,1.0,,0.15,
FB_f07941788b8c,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_11th-anniversary-with-exclusive-deal - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,5.0,5.0,1.0,,0.12,
FB_27c04c6e868d,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=FATHERS_DAY_DEALS_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-01 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,186.0,277.0,1.48924731,,12.02,
FB_4c054647ef44,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_HOTEL_RESTAURANTS_BUFFET_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-03 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,143.0,152.0,1.06293706,,6.05,
FB_19d83b8c804c,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_RIVERFRONT_RESTAURANTS_NOT_OVER_1000_THB|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,171.0,195.0,1.14035088,,5.95,
FB_7bea4330638b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_RESTAURANTS_FOR_FATHERS_DAY_DEALS_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-03 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,136.0,154.0,1.13235294,,4.53,
FB_3b598c13d33a,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|RID=MULTI|RNAME=DIY-SET-RESTAURANTS|PLAT=FB|DATE=2025-11-14 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,134.0,148.0,1.10447761,,2.61,
FB_fb96bac0926e,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=ROOFTOP_RESTAURANTS_NEAR_BTS_PHROM_PHONG_UNDER_1000_BAHT|TYPE=IMG|PLAT=FB|DATE=2025-12-15,active,ad,,,2025-06-16,2026-05-27,,,,,,84.0,101.0,1.20238095,,2.15,
FB_78c4148b6c5a,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=ROOFTOP__RIVERSIDE_FESTIVAL_2025|TYPE=IMG|PLAT=FB|DATE=2025-10-31 - Copy,archived,ad,,,2025-06-16,2026-05-27,,,,,,10.0,13.0,1.3,,0.94,
FB_310d6d4256a2,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|RID=MULTI|RNAME=DIY-SET-VDO|PLAT=FB|DATE=2025-11-12 - Copy,inactive,ad,,,2025-06-16,2026-05-27,,,,,,47.0,51.0,1.08510638,,0.51,
FB_ef181b15f64f,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_WATERSIDE_RESTAURANTS_FOR_CHRISTMAS_DAY|TYPE=IMG|PLAT=FB|DATE=2025-12-15 - Copy,active,ad,,,2025-06-16,2026-05-27,,,,,,7.0,8.0,1.14285714,,0.21,
FB_b25c27aba844,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=CHRISTMAS__NEW_YEAR_DEALS|TYPE=IMG|PLAT=FB|DATE=2025-12-15 - Copy,active,ad,,,2025-06-16,2026-05-27,,,,,,3.0,3.0,1.0,,0.12,
FB_b28dd8e9f319,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_RESTAURANTS_FOR_BIG_GROUP_DINING|TYPE=IMG|PLAT=FB|DATE=2025-12-15 - Copy,active,ad,,,2025-06-16,2026-05-27,,,,,,1.0,1.0,1.0,,0.1,
FB_987fba08637b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-ott_res_3377_guilty-anantara-siam-bangkok,inactive,ad,Website purchases,,2025-06-18,2025-08-31,,,,,,41102.0,77364.0,1.88224417,326.0,1912.94,5.86791411
FB_e18495f27e51,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_3377_guilty-anantara-siam-bangkok,inactive,ad,Website purchases,,2025-06-18,2025-08-31,,,,,,20497.0,33235.0,1.6214568,153.0,1000.87,6.54163399
FB_b0e37aa6dc52,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_3633_the-market-restaurant-at-mercure-bangkok-sukhumvit-24,inactive,ad,Website purchases,,2025-06-18,2025-06-20,,,,,,14994.0,21761.0,1.45131386,80.0,498.81,6.235125
FB_82e183e2ae51,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-pfd_hh-fdn_res_3377_guilty-anantara-siam-bangkok,inactive,ad,Website purchases,,2025-06-18,2025-08-31,,,,,,1537.0,2827.0,1.83929733,10.0,86.05,8.605
FB_b8b1e4c6d4e0,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_brn_5942_gyu-ya-yakiniku,archived,ad,Website purchases,,2025-06-25,,,,,,,179897.0,518993.0,2.88494527,2096.0,14930.23,7.12320134
FB_caec0898b81b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_894_romsai-banyan-tree-hotel-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,156683.0,304939.0,1.94621625,1456.0,8397.76,5.76769231
FB_1318b4419c5a,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_5196_stock-room-at-kimpton-maa-lai-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,105107.0,248980.0,2.36882415,1319.0,11796.53,8.94354056
FB_bc6447d6612d,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-ott_res_828_the-eatery-at-four-points-by-sheraton-bangkok-sukhumvit-15,active,ad,Website purchases,,2025-06-25,,,,,,,117205.0,313422.0,2.67413506,1164.0,8397.29,7.21416667
FB_86b770f1b576,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-ott_brn_5295_charoen-rung-rueang-international-buffet-true-digital-101-bangkok,active,ad,Website purchases,,2025-06-25,,,,,,,103142.0,272510.0,2.64208567,1141.0,9068.83,7.94814198
FB_feb5a99a1074,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_brn_4089_kunshine-hotpot-asok-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,77752.0,144178.0,1.85433172,671.0,4691.66,6.99204173
FB_568b0f55165b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-ott_res_2434_the-district-grill-room-bar-bangkok-marriott-hotel-sukhumvit,active,ad,Website purchases,,2025-06-25,,,,,,,55863.0,144792.0,2.59191236,648.0,4150.93,6.40575617
FB_f1d7c4b32230,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_565_bai-yun-banyan-tree-bangkok-thailand-565,active,ad,Website purchases,,2025-06-25,,,,,,,91100.0,209841.0,2.30341383,633.0,8392.91,13.25894155
FB_e70f30047013,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok,active,ad,Website purchases,,2025-06-25,,,,,,,61848.0,122748.0,1.9846721,565.0,5714.68,10.11447788
FB_9e0179d2151e,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|RID=4412|RNAME=REDSQUARE_ROOFTOP_BAR_AT_NOVOTEL_BANGKOK_SUKHUMVIT_4|PLAT=FB|DATE=2025-11-12,active,ad,Website purchases,,2025-06-25,,,,,,,69471.0,128697.0,1.85252839,497.0,4755.59,9.56859155
FB_cb6f814ef975,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_222_rain-tree-cafe-at-the-athenee-hotel-bangkok,active,ad,Website purchases,,2025-06-25,,,,,,,43430.0,84147.0,1.93753166,381.0,4723.7,12.39816273
FB_e80355e6f322,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_hungry-hub-september-deals,archived,ad,Website purchases,,2025-06-25,,,,,,,21561.0,42397.0,1.96637447,354.0,1972.1,5.57090395
FB_54f4736ed4b2,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_5978_koko-japanese-omakase-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,35967.0,57995.0,1.6124503,329.0,1965.89,5.97534954
FB_e467625c6a93,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-fdr_res_5688_glare-eatery-bar-bangkok,inactive,ad,Website purchases,,2025-06-25,2025-07-28,,,,,,28052.0,71567.0,2.55122629,324.0,2046.0,6.31481481
FB_c61810c5f28d,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_5688_glare-eatery-bar-bangkok,inactive,ad,Website purchases,,2025-06-25,2025-07-28,,,,,,51605.0,94086.0,1.82319543,288.0,1887.84,6.555
FB_60dacd49ff07,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_brn_4801_charoen-rung-rueang-international-buffet-rama-2-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,39404.0,70419.0,1.78710283,282.0,3244.18,11.5041844
FB_c802c08d4748,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-pls_res_1353_kuang-seafood-ratchada-bangkok-thailand,active,ad,Website purchases,,2025-06-25,,,,,,,35097.0,65610.0,1.86939055,281.0,2223.21,7.91177936
FB_603ebe40911f,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=3935|RNAME=YOUI_PREMIUM_SUKI_BUFFET|TYPE=IMG|PLAT=FB|DATE=2025-11-17,active,ad,Website purchases,,2025-06-25,,,,,,,39018.0,77078.0,1.97544723,247.0,2437.25,9.86740891
FB_6a762eb12aac,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-gbm_brn_4801_charoen-rung-rueang-international-buffet-rama-2-bangkok,active,ad,Website purchases,,2025-06-25,,,,,,,18275.0,31297.0,1.71255814,220.0,1312.39,5.96540909
FB_64a1410884b1,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_hungryhub_1192_man-ho-chinese-restaurant-at-jw-marriott-hotel-bangkok-thailand_fb_13102025,active,ad,Website purchases,,2025-06-25,,,,,,,39739.0,67180.0,1.69053071,217.0,2533.66,11.67585253
FB_57f46878e1d2,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh_hungryhub_3181_beef-express-buffet(all)_fb_14102025,active,ad,Website purchases,,2025-06-25,,,,,,,50427.0,96291.0,1.90951276,209.0,2685.6,12.84976077
FB_41ba73854109,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_5685_pengyou-cuisine-specialty-bar,active,ad,Website purchases,,2025-06-25,,,,,,,20713.0,39595.0,1.91160141,160.0,1844.85,11.5303125
FB_617301ec008e,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|RID=MULTI|RNAME=TOP_10_BUFFET_IN_BANGKOK|PLAT=FB|DATE=2025-10-22,active,ad,Website purchases,,2025-06-25,,,,,,,20228.0,34882.0,1.72444137,148.0,1623.16,10.9672973
FB_daa028fe1a24,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,Website purchases,,2025-06-25,2025-07-18,,,,,,24656.0,36254.0,1.4703926,141.0,926.11,6.56815603
FB_130c5f5267b6,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-ucd_res_3949_the-siam-tea-room-asiatique-the-riverfront-branch-bangkok-thailand,inactive,ad,Website purchases,,2025-06-25,,,,,,,8415.0,14647.0,1.74058229,137.0,541.24,3.95065693
FB_e226068b1851,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_4227_korea-house-gold-the-fourth-bangkok,inactive,ad,Website purchases,,2025-06-25,,,,,,,14973.0,20553.0,1.37267081,135.0,631.15,4.67518519
FB_e65137651122,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=2928|RNAME=SEASONAL_TASTES_THE_WESTIN_GRANDE_SUKHUMVIT|TYPE=IMG|PLAT=FB,active,ad,Website purchases,,2025-06-25,,,,,,,30895.0,49383.0,1.59841398,132.0,1632.14,12.36469697
FB_d03588eed307,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-ls_hh-gpm_res_5688_glare-eatery-bar-bangkok,inactive,ad,Website purchases,,2025-06-25,2025-07-28,,,,,,16899.0,36037.0,2.13249305,121.0,1065.57,8.80636364
FB_946503e9d74b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-fd_hh-pls_brn_5478_akimitsu-tendon-iconsiam-bangkok,active,ad,Website purchases,,2025-06-25,,,,,,,13961.0,27315.0,1.95652174,119.0,813.47,6.83588235
FB_ed785914c10b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_res_1826_57th-street-marriott-sukhumvit-57-bangkok,archived,ad,Website purchases,,2025-06-25,,,,,,,9426.0,13016.0,1.38086145,118.0,593.16,5.02677966
FB_063ea5e6e933,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=1768|RNAME=THE_MAP_MESTYLE_MUSEUM_HOTEL|TYPE=VDO|PLAT=FB,active,ad,Website purchases,,2025-06-25,,,,,,,18598.0,32287.0,1.73604689,113.0,1598.27,14.1439823
FB_9b061b7fda53,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_4405_open-at-doubletree-by-hilton-bangkok-ploenchit,archived,ad,Website purchases,,2025-06-25,,,,,,,11175.0,17647.0,1.57914989,113.0,687.1,6.08053097
FB_f9814abc72a9,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,album_hh_res_grp_top-hotel-buffet-y2025,archived,ad,Website purchases,,2025-06-25,,,,,,,8680.0,14891.0,1.715553,111.0,1026.45,9.2472973
FB_cf58964c095b,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_brn_3908_you-i-premium-suki-buffet,archived,ad,Website purchases,,2025-06-25,,,,,,,11596.0,15672.0,1.35150052,110.0,512.52,4.65927273
FB_9b1867a26d67,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vdo_hh_res_6133_bangkok-wonderland,archived,ad,Website purchases,,2025-06-25,,,,,,,24630.0,35191.0,1.42878603,110.0,1237.85,11.25318182
FB_22eb458080ae,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=ROOFTOP__RIVERSIDE_FESTIVAL_2025_-_TOP_RESTAURANTS|TYPE=IMG|PLAT=FB,active,ad,Website purchases,,2025-06-25,,,,,,,28617.0,39792.0,1.39050215,106.0,893.35,8.42783019
FB_9fb612ee93e7,Facebook_Ads.csv,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kol-ls_hh-lwp_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,Website purchases,,2025-06-25,2025-07-18,,,,,,11001.0,19957.0,1.81410781,102.0,748.57,7.33892157
